t,a_0_origin,a_1_origin,a_2_origin,v_0_origin,v_1_origin,v_2_origin,x_0_origin,x_1_origin,x_2_origin
1113433187.7,0.4581282851243628,-0.4362249324021076,0.6608908624091582,5.891141723423763,7.190272467442112,4.715225356163049,0.0,-12.047933452785173,-37.502465364118365
1113433187.8,0.4505764877903536,-0.4327358536432918,0.6847352712667257,5.935911122118411,7.147811695403463,4.782046878661941,0.591352642277144,-11.331029244642849,-37.02760175237715
1113433187.9,0.5065768919489272,-0.4350172658176605,0.7002502509028307,5.983067451155871,7.105409934607169,4.85063311523983,1.1873015709408605,-10.618368163142335,-36.545967752682046
1113433188.0,0.5672760243548427,-0.4618061639643848,0.71399001775475,6.036790685476484,7.061587686443137,4.920668083903029,1.788294477772439,-9.910018282089808,-36.05740269272489
1113433188.1,0.6109837474841834,-0.5208379882002362,0.7291484997036972,6.096538180641358,7.013694045859366,4.992134130434704,2.394960921078365,-9.206254195474685,-35.561762582008015
1113433188.2,0.6026666771907101,-0.5890522792909987,0.7057240818863042,6.158080274000735,6.95972080509109,5.064859282624742,3.0076918438104485,-8.507583452927179,-35.05891291135505
1113433188.3,0.5559630250616825,-0.6399917382384271,0.6989542201701407,6.2168323626213615,6.899953195070623,5.137741616089277,3.6264374756415805,-7.814599752919065,-34.54878286641937
1113433188.4,0.4867575923933147,-0.6595178968819008,0.6635838737779544,6.270479632885625,6.8367588879653045,5.208437486863302,4.250803075416911,-7.127764148767312,-34.03147391127173
1113433188.5,0.4460187371932265,-0.6419410098530857,0.5947926237544148,6.319259876193591,6.77275405559821,5.273728888732915,4.880290050870855,-6.4472885015890995,-33.50736559249191
1113433188.6,0.4081486657953749,-0.6362645017231064,0.4968898305318477,6.363929206259022,6.709170616272931,5.331164762583622,5.514449504993507,-5.77319226799554,-32.977120909926086
1113433188.7,0.3681501942764609,-0.6397322942403088,0.4363935721834721,6.404526342006225,6.645697047961259,5.381078893533661,6.152872282406776,-5.10544888478384,-32.44150872712022
1113433188.8,0.3411684937396181,-0.6522119782387582,0.3998978168934933,6.441387151851464,6.58143018358237,5.425805669757612,6.795167957099665,-4.444092523206649,-31.901164498955666
1113433188.9,0.3182417381036332,-0.6710992818734315,0.3551825651917016,6.475420108611734,6.515739077192684,5.4661890955847,7.441008320122791,-3.7892340601678995,-31.356564760688528
1113433189.0,0.3000159571151136,-0.6886805605685197,0.2816689140968159,6.507329133361419,6.448373518698397,5.500001141063673,8.090145782221441,-3.1410284303733533,-30.808255248856113
1113433189.1,0.2839555368942298,-0.7084334396678951,0.1955791356609753,6.537468605946329,6.37915836932753,5.525104870780039,8.742385669186831,-2.499651835972031,-30.256999948263925
1113433189.2,0.2399929459129415,-0.7253668774005319,0.1589180124057871,6.565725324436722,6.308125724105242,5.543751779017394,9.39754536570598,-1.8652876313004185,-29.703557115774046
1113433189.3,0.2139213956885509,-0.6670392038077897,0.1748946539956299,6.591450599746522,6.236381061241648,5.561310662615751,10.055404161915163,-1.2380622920330495,-29.14830399369241
1113433189.4,0.1849905336402042,-0.6286609894874858,0.2370175292432138,6.614058652116357,6.166823559328367,5.581107212679595,10.715679624508311,-0.6179020610045995,-28.591183099927633
1113433189.5,0.1430908376985522,-0.5503946116656503,0.2743716316696034,6.632652432546224,6.1035279276247865,5.603971121694769,11.378015178741407,-0.0043844866569315855,-28.03192918320893
1113433189.6,0.0847385302224289,-0.4491703407990672,0.3517044441104147,6.643924895730748,6.04986795176518,5.631962615311212,12.041844045155301,0.6032853073125466,-27.47013249635863
1113433189.7,-0.1002197829356945,-0.4486843465998145,0.4686894961252101,6.643347053370502,6.006854546665647,5.668641946513041,12.706207642610337,1.2061214322340845,-26.905102268267413
1113433189.8,-0.2484621945510705,-0.358081964328105,0.4771207619451571,6.630332394894372,5.943449166323678,5.71428552279444,13.369891615023619,1.8036366178835692,-26.335955894802055
1113433189.9,-0.3066687392146201,-0.3109937752115819,0.4655083058767677,6.609611967745914,5.915403751174045,5.763062121479771,14.03188883315562,2.39657926375844,-25.762088512588335
1113433190.0,-0.2327719360691098,-0.2968682937723177,0.4089616502977065,6.586863677082851,5.8899242081702905,5.80831180830861,14.691712615397051,2.986845661725681,-25.183519816098922
1113433190.1,-0.2363699259252773,-0.2024332164303898,0.3712156775538754,6.564085406087919,5.865391708674466,5.848682297319669,15.349260069555584,3.5746114575678973,-24.600670110817532
1113433190.2,-0.2597385600710223,-0.1801766398803556,0.3619863643632822,6.539997823093581,5.842543263476348,5.886566162361789,16.00446423101465,4.1600082061754335,-24.01390768783341
1113433190.3,-0.2816877605991596,-0.1335494169146234,0.3608262026911413,6.513709920744415,5.823808375972353,5.923856725304387,16.657149618206574,4.743325788147871,-23.42338654345015
1113433190.4,-0.2855316673280916,-0.0716267097872256,0.351719480323132,6.485806858816393,5.811555802209324,5.960617610287617,17.30712545718464,5.325093997056939,-22.829162826670512
1113433190.5,-0.2720714444486318,-0.017222457750811,0.3222558090395381,6.458024976939432,5.806613110373205,5.99538861330456,17.9543170489724,5.906002442686088,-22.231362515490886
1113433190.6,-0.2431191751833561,0.0582481440159862,0.2783430154242353,6.43235624475978,5.808198007139101,6.026244948003499,18.598836110057363,6.486742998561681,-21.63028083742553
1113433190.7,-0.2423981872160402,0.1124309697053461,0.2314891790618369,6.408165945734339,5.81479165126718,6.052311172948235,19.240862219582056,7.067892481482033,-21.026353031377923
1113433190.8,-0.3172611751973503,0.1452665915379379,0.2041692596370153,6.381494811398782,5.8247469760545245,6.074585111285224,19.880345257438734,7.649869412848091,-20.42000821716627
1113433190.9,-0.4077784450688375,0.1036313419121415,0.2082815092594528,6.348143144431235,5.836485435124052,6.095672509525191,20.51682715523029,8.232931033407027,-19.81149533612573
1113433191.0,-0.4932732716696714,0.0991659317911375,0.239045638758527,6.30669495879117,5.848474539677315,6.118473244341753,21.14956906039137,8.817179032147095,-19.200788048432372
1113433191.1,-0.5630250571078338,0.0776384145930229,0.2701450991471456,6.258105462307063,5.858926977008265,6.144358013055437,21.777809081446264,9.4025491079814,-18.58764648556253
1113433191.2,-0.5766982488126537,0.0405675107495153,0.275891104208309,6.203361016494413,5.865915153781394,6.172115825169788,22.40088240538637,9.988791214520859,-17.971822793651285
1113433191.3,-0.609610656202408,0.0092305282212819,0.248817415855202,6.144023968820249,5.868585755028632,6.198789442093392,23.01825165465212,10.575516259961375,-17.35327753028811
1113433191.4,-0.5991840077998014,-0.027204511813816,0.1859322950699805,6.083562223736019,5.8680555157098935,6.221863170138672,23.629630964279954,11.162348323498293,-16.732244899676488
1113433191.5,-0.5731003933180983,-0.0475131635862163,0.1496987930406638,6.024926656639839,5.865851316006585,6.24068172148812,24.235055408298706,11.749043665084116,-16.109117655095176
1113433191.6,-0.5899516690000168,-0.1081011614340564,0.1224822319298931,5.967501685881117,5.861260634521864,6.255942681441463,24.834676825424765,12.335399262610565,-15.484286434948686
1113433191.7,-0.635827187701422,-0.1544519436608564,0.0968736474618326,5.907746273118844,5.851226924167353,6.268241780143474,25.42843922337474,12.921023640544973,-14.858077211869443
1113433191.8,-0.6968159611198244,-0.2532862325055054,0.2882140533700176,5.842781340017515,5.833157618046138,6.277361866888909,26.01596560403155,13.505242867655681,-14.230797029517802
1113433191.9,-0.7302910423836979,-0.3365979938239205,0.1159755198361048,5.773211394685152,5.807016336006181,6.282534544498216,26.5967652407667,14.087251565358287,-13.60280220894849
1113433192.0,-0.7057825988501234,-0.3979688219316727,-0.1269240517186044,5.702213099860621,5.774463307037519,6.282394428994309,27.170536465493967,14.666325547510525,-12.97455576027383
1113433192.1,-0.6913688462623433,-0.4085249643667606,-0.4818535302340953,5.632141228527872,5.736996424975159,6.274603505190323,27.737254181913414,15.24189853411113,-12.346705863564608
1113433192.2,-0.6903541801780669,-0.4428948539330901,-0.2277528047118785,5.562843144583624,5.695667022217048,6.256903066014251,28.297003400568997,15.81353170647074,-11.720130535004373
1113433192.3,-0.6976268919895975,-0.4594025482429694,-0.3066774543716395,5.493231198476095,5.651867932812963,6.229838477662024,28.84980711772198,16.380908454222208,-11.095793457820548
1113433192.4,-0.6573581963566154,-0.4755860944065095,-0.3195309182031243,5.423699848132608,5.606481953586545,6.198126067037077,29.39565367005244,16.943825948542184,-10.474395230585614
