t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,561,97.9234,6.2789,-0.2435,565,67.9839,8.805,0.6005,571,53.0464,7.4174,0.3157,582,37.5713,6.6117,0.4903,611,15.7,6.6203,-0.1281,621,0.0,6.5506,-0.5755,0.4903,0.4903
0.1,561,98.5501,6.2555,-0.2442,565,68.8673,8.8624,0.5547,571,53.7897,7.4483,0.2598,582,38.235,6.6623,0.5374,611,16.3614,6.6086,-0.063,621,0.6521,6.491,-0.5718,0.5236918194645692,0.5374
0.2,561,99.1745,6.2317,-0.2519,565,69.7563,8.9182,0.5693,571,54.5358,7.4734,0.2391,582,38.9039,6.7167,0.5927,611,17.0221,6.6043,-0.0094,621,1.2983,6.4326,-0.5717,0.5128969573197772,0.5927
0.3,561,99.7964,6.2059,-0.2839,565,70.6511,8.977,0.6146,571,55.2842,7.4947,0.2165,582,39.5786,6.7769,0.6599,611,17.6826,6.6063,0.0576,621,1.9386,6.3745,-0.5646,0.49706261755796316,0.6599
0.4,561,100.4155,6.1766,-0.2832,565,71.5519,9.039,0.5776,571,56.0348,7.5162,0.2442,582,40.2596,6.843,0.7148,611,18.3435,6.6128,0.1057,621,2.5733,6.3184,-0.5332,0.4751954038469251,0.7148
0.5,561,101.0315,6.1446,-0.2952,565,72.4588,9.0995,0.5358,571,56.7877,7.5421,0.3087,582,40.9474,6.9128,0.6842,611,19.0053,6.6224,0.1335,621,3.2025,6.2669,-0.4415,0.44833673875810437,0.6842
0.6,561,101.6445,6.1143,-0.2542,565,73.3714,9.1529,0.4481,571,57.5435,7.5743,0.3501,582,41.6422,6.9825,0.6626,611,19.6681,6.6331,-0.0388,621,3.827,6.2225,-0.369,0.41929925285590414,0.6626
0.7,561,102.2547,6.0907,-0.1721,565,74.2889,9.1963,0.3508,571,58.3028,7.6121,0.3951,582,42.3437,7.0484,0.6117,611,20.3318,6.6418,-0.0253,621,4.4474,6.186,-0.2951,0.3915195245719956,0.6117
0.8,561,102.8631,6.0761,-0.0691,565,75.2102,9.2302,0.2599,571,59.0661,7.6526,0.4018,582,43.0516,7.1088,0.5555,611,20.9962,6.6452,0.0002,621,5.0646,6.1569,-0.2366,0.3676847752827139,0.5555
0.9,561,103.4703,6.0688,-0.0301,565,76.1346,9.2569,0.2091,571,59.8333,7.6917,0.3673,582,43.7652,7.1642,0.5421,611,21.6605,6.641,0.0304,621,5.679,6.1327,-0.2237,0.3482660302454991,0.5421
1.0,561,104.0771,6.0656,-0.0131,565,77.0613,9.2785,0.1708,571,60.6041,7.7257,0.2761,582,44.4843,7.2172,0.5332,611,22.324,6.6297,-0.1403,621,6.2912,6.1109,-0.2124,0.33157831779397073,0.5332
1.1,561,104.6835,6.0642,-0.0064,565,77.99,9.2955,0.1277,571,61.3781,7.7525,0.2059,582,45.2087,7.2708,0.5548,611,22.9862,6.6146,-0.1536,621,6.9012,6.0896,-0.2131,0.314299082507599,0.5548
1.2,561,105.29,6.0643,0.0112,565,78.9201,9.3069,0.0411,571,62.1543,7.7722,0.1488,582,45.9386,7.327,0.5875,611,23.647,6.6,-0.1311,621,7.5091,6.0682,-0.2166,0.2932832651675786,0.5875
1.3,561,105.8965,6.067,0.0458,565,79.8511,9.3121,0.0101,571,62.9323,7.7873,0.1226,582,46.6742,7.386,0.6014,611,24.3063,6.5877,-0.109,621,8.1148,6.0461,-0.2416,0.2666928389929591,0.6014
1.4,561,106.5035,6.0726,0.07,565,80.7823,9.3123,-0.0083,571,63.7117,7.8011,0.1405,582,47.4158,7.4461,0.6044,611,24.9645,6.5763,-0.1613,621,8.7183,6.0227,-0.2644,0.23504078165913964,0.6044
1.5,561,107.1111,6.079,0.0612,565,81.7135,9.3106,-0.0082,571,64.4925,7.8159,0.1587,582,48.1635,7.5062,0.6008,611,25.6215,6.5635,-0.1956,621,9.3192,5.996,-0.3103,0.20065329460213507,0.6008
1.6,561,107.7192,6.0831,0.039,565,82.6445,9.3104,0.006,571,65.2749,7.8323,0.1739,582,48.9171,7.5663,0.6047,611,26.2771,6.5484,-0.2251,621,9.9172,5.9645,-0.3706,0.16522257596341983,0.6047
1.7,561,108.3275,6.0835,-0.0259,565,83.5757,9.3131,0.0205,571,66.059,7.8495,0.173,582,49.6767,7.6271,0.6009,611,26.9301,6.5108,-0.2268,621,10.5118,5.9274,-0.3885,0.12904289092290191,0.6009
1.8,561,108.9357,6.0806,-0.0721,565,84.5072,9.3172,0.0186,571,66.8448,7.8657,0.1364,582,50.4425,7.6886,0.6031,611,27.5804,6.4954,-0.122,621,11.1025,5.8862,-0.4205,0.09116843286104115,0.6031
1.9,561,109.5435,6.0747,-0.1299,565,85.439,9.3186,-0.0048,571,67.632,7.8796,0.112,582,51.2144,7.7493,0.5876,611,28.2293,6.4822,-0.0997,621,11.689,5.8434,-0.4176,0.05070248442737784,0.5876
2.0,561,110.1504,6.0642,-0.1391,565,86.3706,9.3144,-0.1228,571,68.4206,7.8908,0.0882,582,51.9923,7.8076,0.5546,611,28.877,6.4718,-0.0747,621,12.2713,5.8027,-0.3794,0.008194889912671277,0.5546
2.1,561,110.756,6.0476,-0.2072,565,87.3016,9.3048,-0.1985,571,69.2101,7.8995,0.0676,582,52.7757,7.8617,0.4603,611,29.5238,6.4646,-0.0467,621,12.8498,5.7668,-0.2909,-0.035204205458215655,0.4603
2.2,561,111.3597,6.0258,-0.2495,565,88.2301,9.2649,-0.2275,571,70.0004,7.9061,0.0512,582,53.5643,7.9098,0.3974,611,30.1701,6.4611,-0.0203,621,13.425,5.7367,-0.2409,-0.0778241504958904,0.3974
2.3,561,111.9611,6.0019,-0.2484,565,89.1559,9.251,-0.2367,571,70.7912,7.911,0.0383,582,54.3573,7.9498,0.3184,611,30.8163,6.4623,0.0528,621,13.9974,5.7119,-0.1961,-0.1177362692844111,0.3184
2.4,561,112.5602,5.9798,-0.1628,565,90.0802,9.2359,-0.1856,571,71.5825,7.9148,0.0307,582,55.1538,7.9808,0.2343,611,31.4628,6.4692,0.1391,621,14.5676,5.6925,-0.1474,-0.15254979505480637,0.2343
2.5,561,113.1572,5.9617,-0.1241,565,91.0029,9.2176,-0.2394,571,72.3741,7.918,0.0271,582,55.953,8.0028,0.1336,611,32.1104,6.4822,0.2223,621,15.1362,5.6793,-0.206,-0.18069870446398048,0.1336
2.6,561,113.7528,5.9489,-0.0789,565,91.9234,9.1932,-0.3271,571,73.1661,7.9208,0.0161,582,56.754,8.017,0.0814,611,32.7595,6.5005,0.2126,621,15.7039,5.674,-0.0192,-0.20156616377781408,0.0814
2.7,561,114.3473,5.9419,-0.033,565,92.8411,9.16,-0.4414,571,73.9583,7.9231,0.0121,582,57.5561,8.0252,0.0412,611,33.4107,6.5225,0.2425,621,16.2714,5.6777,0.1761,-0.21576336958367712,0.0412
2.8,561,114.9414,5.9399,0.0026,565,93.7549,9.1165,-0.5094,571,74.7507,7.9246,0.0059,582,58.3588,8.0288,0.0135,611,34.0642,6.5469,0.2602,621,16.8398,5.6899,0.3442,-0.22481020115781478,0.0135
2.9,561,115.5354,5.941,0.0226,565,94.6639,9.0627,-0.6104,571,75.5431,7.925,-0.0015,582,59.1617,8.0297,0.0005,611,34.7201,6.5726,0.2708,621,17.4098,5.7088,0.2332,-0.2300052502685329,0.0005
