t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,54,79.4569,6.6439,0.0847,59,68.0184,6.0499,-0.4492,79,39.9449,5.632,0.3517,87,24.2623,5.2226,0.2512,93,11.4046,4.553,0.3476,97,0.0,4.1005,0.3935,0.2512,0.2512
0.1,54,80.1213,6.6433,-0.1002,59,68.6212,6.0069,-0.4487,79,40.51,5.6686,0.4687,87,24.786,5.2513,0.2027,93,11.8616,4.5873,0.2893,97,0.412,4.1398,0.4205,0.8830538117465471,0.2027
0.2,54,80.785,6.6303,-0.2485,59,69.2187,5.9434,-0.3581,79,41.0791,5.7143,0.4771,87,25.3122,5.2722,0.1299,93,12.3217,4.6158,0.2347,97,0.8281,4.182,0.4534,0.8811318468780616,0.1299
0.3,54,81.447,6.6096,-0.3067,59,69.8117,5.9154,-0.311,79,41.653,5.7631,0.4655,87,25.84,5.2834,0.0472,93,12.7842,4.6326,0.196,97,1.2486,4.2281,0.4978,0.8855249631796978,0.0472
0.4,54,82.1068,6.5869,-0.2328,59,70.4019,5.8899,-0.2969,79,42.2316,5.8083,0.409,87,26.3684,5.2857,-0.0296,93,13.2485,4.6543,0.2036,97,1.6739,4.2787,0.5446,0.8959812621675114,-0.0296
0.5,54,82.7643,6.5641,-0.2364,59,70.9897,5.8654,-0.2024,79,42.8144,5.8487,0.3712,87,26.8969,5.284,-0.0497,93,13.7152,4.6797,0.3232,97,2.1045,4.3331,0.5783,0.9105225884680299,-0.0497
0.6,54,83.4195,6.54,-0.2597,59,71.5751,5.8425,-0.1802,79,43.4012,5.8866,0.362,87,27.4253,5.2837,0.0366,93,14.1849,4.7139,0.444,97,2.5407,4.3894,0.5514,0.9262531401003243,0.0366
0.7,54,84.0722,6.5137,-0.2817,59,72.1584,5.8238,-0.1335,79,43.9917,5.9239,0.3608,87,27.9538,5.2876,0.1406,93,14.6586,4.76,0.593,97,2.9824,4.4449,0.5299,0.9409425926460128,0.1406
0.8,54,84.7222,6.4858,-0.2855,59,72.7402,5.8116,-0.0716,79,44.5859,5.9606,0.3517,87,28.483,5.2955,0.097,93,15.1375,4.8192,0.7365,97,3.4295,4.4977,0.5008,0.9536184645423138,0.097
0.9,54,85.3694,6.458,-0.2721,59,73.3211,5.8066,-0.0172,79,45.1837,5.9954,0.3223,87,29.0131,5.3059,0.1139,93,15.623,4.8894,0.7533,97,3.8818,4.5479,0.4768,0.9643842511220667,0.1139
