t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,46,67.0979,9.2778,-1.5344,45,63.3133,6.3481,0.0881,53,52.2005,6.6435,-0.2889,68,31.3893,7.4848,-0.2657,72,19.9383,8.2287,-0.4801,81,0.0,7.0629,0.3938,-0.2657,-0.2657
0.1,46,68.018,9.1241,-1.527,45,63.9486,6.3572,0.0942,53,52.8633,6.6137,-0.299,68,32.1364,7.4573,-0.2845,72,20.7587,8.1776,-0.5716,81,0.7083,7.1035,0.4244,0.4775664514220363,-0.2845
0.2,46,68.9227,8.9709,-1.5239,45,64.5848,6.3672,0.1059,53,53.5232,6.5833,-0.3004,68,32.8807,7.4287,-0.2629,72,21.5735,8.1196,-0.6202,81,1.4208,7.1467,0.4621,0.4752797567396305,-0.2629
0.3,46,69.8122,8.8185,-1.4966,45,65.222,6.378,0.1093,53,54.18,6.5536,-0.2847,68,33.6222,7.402,-0.226,72,22.3824,8.0589,-0.6295,81,2.1379,7.1941,0.5088,0.47346282924923994,-0.226
0.4,46,70.6865,8.6684,-1.4662,45,65.8603,6.3878,1.9052,53,54.834,6.5262,-0.2499,68,34.3614,7.3808,-0.1616,72,23.1853,7.9986,-0.6074,81,2.8598,7.2451,0.5365,0.4706142269367038,-0.1616
0.5,46,71.5461,8.5219,-1.425,45,66.4994,6.394,0.7977,53,55.4854,6.5014,-0.2241,68,35.0987,7.3655,-0.1173,72,23.9823,7.9405,-0.5816,81,3.5869,7.2967,0.4821,0.46492063676263046,-0.1173
0.6,46,72.3911,8.3796,-1.3825,45,67.1388,6.3943,-0.6829,53,56.1344,6.4791,-0.2044,68,35.8346,7.352,-0.1537,72,24.7735,7.8837,-0.582,81,4.319,7.3447,0.4285,0.4561447724770362,-0.1537
0.7,46,73.2222,8.2415,-1.3471,45,67.7779,6.3878,-2.1459,53,56.7813,6.4585,-0.1898,68,36.5689,7.3344,-0.2244,72,25.5589,7.8246,-0.6293,81,5.0555,7.3865,0.3635,0.4467424969646331,-0.2244
0.8,46,74.0396,8.1073,-1.3096,45,68.4161,6.3752,-0.1686,53,57.4262,6.4393,-0.1865,68,37.3011,7.3104,-0.2936,72,26.338,7.7586,-0.746,81,5.796,7.4226,0.322,0.44027949272754885,-0.2936
0.9,46,74.8438,7.9768,-1.2755,45,69.0528,6.3579,-0.2145,53,58.0692,6.4215,-0.1746,68,38.0308,7.282,-0.3182,72,27.1101,7.6818,-0.8781,81,6.5399,7.4563,0.3353,0.43826142680667984,-0.3182
1.0,46,75.6351,7.8491,-1.2531,45,69.6875,6.3365,-0.2585,53,58.7105,6.4043,-0.1711,68,38.7575,7.253,-0.2905,72,27.8737,7.5918,-1.0241,81,7.2873,7.4906,0.3536,0.43951830209556547,-0.2905
1.1,46,76.4137,7.723,-1.2267,45,70.3198,6.3108,-0.3106,53,59.3501,6.3868,-0.182,68,39.4814,7.2249,-0.2822,72,28.6278,7.4895,-1.1383,81,8.0382,7.5268,0.3724,0.4414907433041035,-0.2822
1.2,46,77.1798,7.5984,-1.2069,45,70.9494,6.28,-0.3449,53,59.9878,6.3679,-0.1798,68,40.2025,7.1966,-0.2946,72,29.3713,7.3799,-1.0959,81,8.7927,7.564,0.3745,0.44292741040797706,-0.2946
1.3,46,77.9336,7.4775,-1.1556,45,71.5756,6.2442,-0.3945,53,60.6236,6.3482,-0.1802,68,40.9206,7.1665,-0.3174,72,30.1037,7.2694,-1.0749,81,9.5509,7.5999,0.2993,0.444178295010566,-0.3174
1.4,46,78.6756,7.363,-1.0815,45,72.198,6.2043,-0.4288,53,61.2575,6.3299,-0.1519,68,41.6357,7.1345,-0.3373,72,30.8253,7.1622,-1.0299,81,10.3124,7.6309,0.2414,0.44647600278583427,-0.3373
