t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,720,99.1934,9.3953,-0.1918,748,78.2217,9.0058,-0.127,749,49.3657,10.1463,0.3744,753,27.5495,7.6553,0.3703,764,13.5063,6.7009,-0.1576,773,0.0,8.5601,-0.9358,0.3703,0.3703
0.1,720,100.132,9.3763,-0.2337,748,79.1217,8.9926,-0.1149,749,50.3822,10.1838,0.3367,753,28.3168,7.691,0.3507,764,14.1756,6.6856,-0.1083,773,0.8514,8.4671,-0.8838,1.2899351509025727,0.3507
0.2,720,101.0685,9.3537,-0.2571,748,80.0204,8.9818,-0.0849,749,51.4022,10.2172,0.2962,753,29.0876,7.7261,0.3573,764,14.8437,6.6769,-0.0681,773,1.6937,8.38,-0.821,1.2969247824692172,0.3573
0.3,720,102.0025,9.3276,-0.2922,748,80.9182,8.9742,-0.0787,749,52.4254,10.2465,0.2406,753,29.8621,7.7625,0.3786,764,15.5114,6.676,0.0418,773,2.5276,8.2985,-0.7649,1.303169775499203,0.3786
0.4,720,102.9338,9.2983,-0.3254,748,81.8152,8.9669,-0.108,749,53.4513,10.272,0.209,753,30.6402,7.801,0.3927,764,16.1792,6.6815,0.1127,773,3.3536,8.2211,-0.7301,1.308146215656898,0.3927
0.5,720,103.862,9.2659,-0.3575,748,82.7113,8.9539,-0.2244,749,54.4796,10.2937,0.1736,753,31.4223,7.8409,0.4015,764,16.8478,6.69,0.1251,773,4.1721,8.1477,-0.6884,1.3117114645178498,0.4015
0.6,720,104.7869,9.2305,-0.3766,748,83.6055,8.9301,-0.3836,749,55.5098,10.3107,0.1265,753,32.2084,7.881,0.3974,764,17.5172,6.698,0.0778,773,4.9834,8.0791,-0.6355,1.314075083708774,0.3974
0.7,720,105.708,9.1923,-0.4041,748,84.4967,8.8947,-0.4485,749,56.5415,10.3215,0.1162,753,32.9985,7.9203,0.3857,764,18.1873,6.7042,0.0554,773,5.7882,8.0166,-0.5429,1.3154338612951806,0.3857
0.8,720,106.6252,9.1516,-0.4274,748,85.384,8.8507,-0.5156,749,57.5737,10.3238,-0.0397,753,33.7925,7.9587,0.369,764,18.858,6.7088,0.0448,773,6.5871,7.9613,-0.4697,1.3158291724753197,0.369
0.9,720,107.5382,9.1089,-0.444,748,86.2659,8.7884,-0.5333,749,58.6057,10.3155,-0.2321,753,34.5902,7.9967,0.3684,764,19.5291,6.7137,0.0596,773,7.3809,7.9146,-0.3848,1.3149083072786318,0.3684
1.0,720,108.4469,9.0652,-0.4329,748,87.1424,8.7399,-0.5297,749,59.6362,10.2949,-0.4392,753,35.3918,8.0342,0.3601,764,20.2009,6.7218,0.1267,773,8.1704,7.8768,-0.3067,1.3122047435078947,0.3601
1.1,720,109.3513,9.0218,-0.4228,748,88.0139,8.692,-0.471,749,60.664,10.262,-0.4022,753,36.197,8.0697,0.3299,764,20.8738,6.7371,0.235,773,8.9566,7.8462,-0.2702,1.307434639332744,0.3299
1.2,720,110.2514,8.9799,-0.4027,748,88.8808,8.6447,-0.4659,749,61.6881,10.2184,-0.5013,753,37.0055,8.1015,0.2918,764,21.5488,6.7623,0.3594,773,9.7399,7.8198,-0.2432,1.300978039868635,0.2918
1.3,720,111.1474,8.9399,-0.3861,748,89.7429,8.5978,-0.4628,749,62.7073,10.1671,-0.5642,753,37.8171,8.1293,0.2583,764,22.2268,6.7974,0.467,773,10.5206,7.7955,-0.2298,1.2935306543702514,0.2583
1.4,720,112.0394,8.9008,-0.394,748,90.6004,8.5516,-0.4535,749,63.7213,10.1119,-0.5811,753,38.6313,8.1549,0.2497,764,22.9087,6.8406,0.4896,773,11.299,7.7724,-0.2207,1.2856219774197546,0.2497
1.5,720,112.9275,8.8613,-0.4055,748,91.4533,8.5067,-0.4616,749,64.7297,10.0571,-0.5126,753,39.4481,8.1806,0.2588,764,23.5953,6.8907,0.5568,773,12.0751,7.7498,-0.2719,1.2773741580977165,0.2588
1.6,720,113.8116,8.8205,-0.4196,748,92.3018,8.4628,-0.4565,749,65.7329,10.0062,-0.4631,753,40.2675,8.2073,0.2829,764,24.2871,6.947,0.619,773,12.849,7.7267,-0.2838,1.26881636340159,0.2829
1.7,720,114.6915,8.7786,-0.4274,748,93.1458,8.4176,-0.4919,749,66.7312,9.9606,-0.4127,753,41.0896,8.235,0.2906,764,24.9849,7.0086,0.6689,773,13.6204,7.7022,-0.3069,1.260266586443354,0.2906
1.8,720,115.5673,8.7362,-0.4397,748,93.985,8.367,-0.568,749,67.7252,9.9192,-0.3806,753,41.9145,8.2635,0.3,764,25.689,7.074,0.668,773,14.3885,7.6589,-0.3332,1.25195302779335,0.3
1.9,720,116.4387,8.6931,-0.4481,748,94.8188,8.3089,-0.6216,749,68.7152,9.8802,-0.3987,753,42.7423,8.2936,0.3238,764,26.3998,7.1411,0.674,773,15.1529,7.6302,-0.3213,1.2437700044581155,0.3238
2.0,720,117.3058,8.6486,-0.4722,748,95.6465,8.2446,-0.6672,749,69.7013,9.842,-0.3963,753,43.5734,8.3271,0.3728,764,27.1173,7.2082,0.6685,773,15.9144,7.5982,-0.3665,1.235192016769663,0.3728
2.1,720,118.1683,8.6008,-0.5134,748,96.4676,8.1778,-0.6714,749,70.6836,9.8032,-0.4129,753,44.408,8.3658,0.4361,764,27.8414,7.2748,0.6647,773,16.6723,7.5601,-0.4515,1.2253962911910867,0.4361
2.2,720,119.0258,8.5488,-0.5512,748,97.2821,8.1118,-0.6536,749,71.6618,9.7613,-0.4605,753,45.2468,8.4104,0.4946,764,28.5722,7.3416,0.6735,773,17.426,7.5138,-0.5436,1.21356773450314,0.4946
2.3,720,119.8779,8.4929,-0.5858,748,98.0901,8.0475,-0.6257,749,72.6355,9.7134,-0.5456,753,46.0903,8.4594,0.5274,764,29.3098,7.4093,0.6881,773,18.1747,7.4619,-0.4918,1.1989517302037644,0.5274
2.4,720,120.7242,8.4343,-0.6036,748,98.8917,7.9849,-0.6124,749,73.6041,9.6573,-0.6401,753,46.9388,8.5102,0.5117,764,30.0542,7.4786,0.7045,773,18.9184,7.4115,-0.4415,1.1813489688810825,0.5117
2.5,720,121.5647,8.3744,-0.6135,748,99.6871,7.9235,-0.6003,749,74.5665,9.5923,-0.7345,753,47.7923,8.5608,0.5048,764,30.8056,7.5491,0.7123,773,19.6574,7.3678,-0.3666,1.1610024868950735,0.5048
2.6,720,122.399,8.3134,-0.6213,748,100.4764,7.8635,-0.5861,749,75.5221,9.5191,-0.8119,753,48.6509,8.611,0.5034,764,31.564,7.6194,0.6603,773,20.3923,7.3314,-0.3058,1.1382328748854105,0.5034
2.7,720,123.2273,8.2507,-0.6401,748,101.2599,7.8051,-0.5653,749,76.4701,9.4402,-0.8233,753,49.5146,8.6616,0.5128,764,32.3293,7.6869,0.6213,773,21.124,7.3013,-0.2589,1.1130610584168303,0.5128
2.8,720,124.0491,8.1864,-0.6554,748,102.0375,7.7485,-0.5453,749,77.41,9.3582,-0.8384,753,50.3833,8.7134,0.5161,764,33.1011,7.7492,0.5595,773,21.8529,7.2777,-0.1926,1.0854911112331762,0.5161
2.9,720,124.8645,8.121,-0.6603,748,102.8097,7.694,-0.5255,749,78.3417,9.2752,-0.8463,753,51.2573,8.7664,0.5245,764,33.8788,7.8044,0.4878,773,22.5798,7.2605,-0.1355,1.0555559088061655,0.5245
3.0,720,125.6733,8.0557,-0.6217,748,103.5764,7.6413,-0.5098,749,79.265,9.1904,-0.8738,753,52.1366,8.8193,0.5154,764,34.6616,7.8523,0.4273,773,23.3052,7.2463,-0.1347,1.0234773704722244,0.5024959444999695
3.1,720,126.4757,7.9913,-0.6072,748,104.338,7.5905,-0.4298,749,80.1796,9.102,-0.8954,753,53.0211,8.8702,0.4853,764,35.4489,7.894,0.3754,773,24.0289,7.2292,-0.1959,0.9894193686405528,0.45731300115585327
3.2,720,127.2717,7.9296,-0.5718,748,105.0947,7.5435,-0.3819,749,81.0852,9.0097,-0.9278,753,53.9105,8.9176,0.4457,764,36.2402,7.9313,0.343,773,24.7507,7.2057,-0.2604,0.9536039551560669,0.42508137226104736
3.3,720,128.0619,7.8732,-0.5049,748,105.8471,7.5045,-0.2935,749,81.9814,8.9161,-0.9207,753,54.8044,8.9612,0.4135,764,37.0351,7.966,0.3266,773,25.4699,7.1781,-0.2763,0.9164666258692105,0.3870149254798889
3.4,720,128.8468,7.8251,-0.4045,748,106.5962,7.4771,-0.1803,749,82.8685,8.8252,-0.8734,753,55.7026,9.0026,0.4029,764,37.8333,7.9995,0.3176,773,26.1864,7.1521,-0.2279,0.8786405764351749,0.35978299379348755
3.5,720,129.6274,7.7869,-0.3113,748,107.3431,7.4619,-0.0901,749,83.7468,8.7403,-0.8004,753,56.6049,9.0436,0.4051,764,38.6349,8.032,0.3067,773,26.9006,7.1331,-0.07,0.8403625366430092,0.34351101517677307
3.6,720,130.4046,7.7571,-0.2467,748,108.089,7.4549,-0.0435,749,84.6169,8.6622,-0.7337,753,57.5113,9.0843,0.3882,764,39.4397,8.0628,0.2854,773,27.6135,7.123,-0.0271,0.8016310289464467,0.33877456188201904
3.7,720,131.179,7.7316,-0.2299,748,108.8342,7.45,-0.0488,749,85.4795,8.5897,-0.6917,753,58.4216,9.123,0.358,764,40.2473,8.0909,0.2548,773,28.3256,7.1205,0.0028,0.7626225116503864,0.3081132769584656
3.8,720,131.9509,7.7059,-0.2766,748,109.5789,7.4442,-0.0618,749,86.335,8.5196,-0.6853,753,59.3357,9.1581,0.3168,764,41.0577,8.116,0.2442,773,29.0378,7.1224,0.0151,0.7239160807616579,0.2824271321296692
3.9,720,132.72,7.6769,-0.3174,748,110.323,7.4375,-0.0456,749,87.1834,8.4491,-0.7081,753,60.2531,9.1895,0.2883,764,41.8704,8.1391,0.234,773,29.7501,7.1252,0.041,0.6855875667355411,0.2424197793006897
4.0,720,133.4861,7.6444,-0.349,748,111.0665,7.4314,-0.0353,749,88.0247,8.3775,-0.717,753,61.1735,9.2194,0.3035,764,42.6855,8.1625,0.2501,773,30.4628,7.1269,0.0135,0.6470846605479869,0.220023512840271
4.1,720,134.2488,7.61,-0.3567,748,111.8094,7.4281,-0.0093,749,88.8589,8.3058,-0.7085,753,62.097,9.2504,0.3268,764,43.5031,8.1883,0.2826,773,31.1755,7.1279,0.0205,0.6071562056883674,0.23542240262031555
4.2,720,135.0081,7.5759,-0.3237,748,112.5523,7.4283,0.0123,749,89.6859,8.2354,-0.6917,753,63.0237,9.284,0.3542,764,44.3233,8.217,0.289,773,31.8885,7.1318,0.1049,0.5646199498062717,0.2349444329738617
4.3,720,135.7641,7.5435,-0.3031,748,113.2952,7.4297,0.0128,749,90.506,8.1666,-0.6688,753,63.9539,9.3193,0.3642,764,45.1466,8.2479,0.3005,773,32.6022,7.1432,0.1688,0.518847027916141,0.25564298033714294
4.4,720,136.5169,7.5133,-0.2828,748,114.0381,7.4286,-0.043,749,91.3194,8.0995,-0.6529,753,64.8876,9.3543,0.3345,764,45.9729,8.2787,0.2877,773,33.3176,7.1646,0.276,0.4701748223120829,0.25433653593063354
4.5,720,137.2668,7.485,-0.2642,748,114.7807,7.4237,-0.0963,749,92.126,8.0341,-0.6336,753,65.8246,9.3868,0.3025,764,46.8022,8.3067,0.2479,773,34.0355,7.194,0.3352,0.4195818181487585,0.22183582186698914
4.6,720,138.014,7.4585,-0.2472,748,115.5226,7.4153,-0.142,749,92.9263,7.9709,-0.6109,753,66.7648,9.4165,0.2813,764,47.634,8.3295,0.1741,773,34.7565,7.2255,0.3202,0.36825637816748896,0.2032773643732071
4.7,720,138.7586,7.4338,-0.2315,748,116.2635,7.4029,-0.169,749,93.7203,7.91,-0.5867,753,67.7079,9.4453,0.283,764,48.4678,8.3464,0.1212,773,35.4805,7.2532,0.2383,0.31658874110043494,0.18040728569030762
4.8,720,139.5009,7.4107,-0.2162,748,117.0029,7.3845,-0.2528,749,94.5084,7.8512,-0.5681,753,68.6539,9.4744,0.2662,764,49.303,8.3582,0.0863,773,36.2068,7.2746,0.1784,0.26347842825213164,0.18055441975593567
4.9,720,140.2408,7.3891,-0.201,748,117.74,7.358,-0.3535,749,95.2906,7.7941,-0.5533,753,69.6027,9.5028,0.2469,764,50.1393,8.3671,0.0707,773,36.9352,7.2918,0.1556,0.2080576451771744,0.1458040177822113
5.0,720,140.9787,7.3689,-0.1908,748,118.4741,7.323,-0.4487,749,96.0673,7.7386,-0.5352,753,70.5543,9.5274,0.1977,764,50.9763,8.3748,0.0799,773,37.6652,7.3084,0.1687,0.15071790225903386,0.12765565514564514
5.1,720,141.7147,7.3498,-0.1846,748,119.2043,7.2805,-0.4533,749,96.8385,7.6857,-0.4756,753,71.5079,9.5462,0.1421,764,51.8142,8.382,0.0784,773,38.397,7.3273,0.224,0.09348464741027651,0.07633018493652344
5.2,720,142.4487,7.331,-0.183,748,119.9299,7.2326,-0.4914,749,97.6046,7.6366,-0.4311,753,72.4632,9.5597,0.0639,764,52.6528,8.3897,0.0884,773,39.1308,7.3497,0.2667,0.03828948146820874,0.03175182640552521
5.3,720,143.1809,7.3126,-0.1769,748,120.6507,7.183,-0.4884,749,98.3661,7.5932,-0.3725,753,73.4197,9.5698,0.0487,764,53.4922,8.3989,0.1137,773,39.8671,7.3765,0.3206,-0.014483215803291594,-0.04723912477493286
5.4,720,143.9113,7.2954,-0.1442,748,121.3666,7.1354,-0.453,749,99.1236,7.5565,-0.3056,753,74.377,9.5767,0.0292,764,54.3327,8.4108,0.1343,773,40.6064,7.4088,0.3862,-0.06517548685664153,-0.038545556366443634
5.5,720,144.6401,7.2805,-0.1202,748,122.078,7.0919,-0.3846,749,99.8778,7.5272,-0.2313,753,75.3348,9.5788,-0.0062,764,55.1745,8.4253,0.1558,773,41.3492,7.447,0.428,-0.11323565360893899,-0.08317919075489044
5.6,720,145.3675,7.2683,-0.0947,748,122.7852,7.0531,-0.3411,749,100.6294,7.5047,-0.1734,753,76.2924,9.5733,-0.1027,764,56.0178,8.4411,0.1598,773,42.0961,7.4909,0.4803,-0.1568010359106593,-0.11802905797958374
5.7,720,146.0939,7.259,-0.0707,748,123.4888,7.0188,-0.2997,749,101.379,7.4877,-0.1329,753,77.2491,9.5598,-0.1791,764,56.8627,8.4566,0.1505,773,42.8476,7.5392,0.52,-0.1933757083079068,-0.2140248566865921
5.8,720,146.8195,7.2524,-0.1802,748,124.1892,6.9889,-0.2592,749,102.1271,7.474,-0.1124,753,78.2041,9.5416,-0.2009,764,57.7091,8.4709,0.1341,773,43.6041,7.5908,0.55,-0.22254757862724625,-0.25086352229118347
5.9,720,147.5445,7.2491,-0.0564,748,124.8868,6.9634,-0.2062,749,102.8739,7.4622,-0.0458,753,79.1574,9.5234,-0.1786,764,58.5568,8.4837,0.1196,773,44.3659,7.6449,0.5309,-0.24730307827524572,-0.25261566042900085
6.0,720,148.2695,7.2496,0.0949,748,125.5821,6.9424,-0.1656,749,103.6196,7.4521,-0.0362,753,80.1089,9.5072,-0.1667,764,59.4057,8.4953,0.1095,773,45.1331,7.7,0.5326,-0.27184085366042005,-0.24366894364356995
6.1,720,148.9947,7.2549,0.274,748,126.2755,6.926,-0.1242,749,104.3645,7.4458,-0.0154,753,81.0588,9.4909,-0.1845,764,60.2558,8.5064,0.1095,773,45.9058,7.7538,0.5028,-0.29783859944118624,-0.26053446531295776
6.2,720,149.7207,7.2657,0.1549,748,126.9675,6.9139,-0.0892,749,105.1091,7.4458,0.016,753,82.007,9.4721,-0.2245,764,61.107,8.5181,0.1353,773,46.6836,7.8028,0.4426,-0.3226926490310694,-0.27829092741012573
6.3,720,150.4482,7.283,0.2339,748,127.6585,6.9049,-0.0822,749,105.8541,7.454,0.1365,753,82.953,9.4496,-0.263,764,61.9595,8.5318,0.1628,773,47.466,7.8458,0.4159,-0.34314908463204724,-0.30599144101142883
6.4,720,151.1777,7.3076,0.317,748,128.3486,6.8967,-0.0846,749,106.6003,7.4702,0.2179,753,83.8967,9.4233,-0.3004,764,62.8135,8.5484,0.196,773,48.2526,7.8855,0.4106,-0.35699086446640943,-0.3144916296005249
6.5,720,151.91,7.339,0.3853,748,129.0378,6.8878,-0.0982,749,107.3484,7.4928,0.2761,753,84.8374,9.3921,-0.3638,764,63.6694,8.5679,0.2286,773,49.0433,7.9281,0.474,-0.36385379663788725,-0.3445761501789093
6.6,720,152.6457,7.3748,0.3574,748,129.7261,6.8779,-0.1056,749,108.099,7.5195,0.3092,753,85.7748,9.3544,-0.4373,764,64.5273,8.5904,0.253,773,49.8386,7.9774,0.5512,-0.3630499804382387,-0.4087652564048767
6.7,720,153.385,7.4114,0.346,748,130.4134,6.8678,-0.088,749,108.8524,7.548,0.2711,753,86.708,9.3109,-0.4877,764,65.3876,8.6159,0.2865,773,50.639,8.0309,0.4741,-0.3539013130023724,-0.4671362042427063
6.8,720,154.1279,7.4455,0.3099,748,131.0997,6.8587,-0.0765,749,109.6086,7.5758,0.2528,753,87.6368,9.2644,-0.4793,764,66.2506,8.6448,0.3249,773,51.4446,8.0805,0.3977,-0.33774196157810693,-0.4973190128803253
6.9,720,154.8739,7.4759,0.2739,748,131.7852,6.8509,-0.0637,749,110.3674,7.6009,0.2184,753,88.5609,9.2173,-0.4772,764,67.1167,8.6774,0.364,773,52.2545,8.1189,0.2769,-0.31805037711971135,-0.4698284864425659
7.0,720,155.6229,7.5035,0.2604,748,132.4699,6.8446,-0.0494,749,111.1286,7.6222,0.1836,753,89.4802,9.17,-0.4831,764,67.9863,8.7132,0.3647,773,53.0677,8.1449,0.1799,-0.2977558216041673,-0.4850829243659973
7.1,720,156.3746,7.5298,0.2559,748,133.1542,6.8401,0.1062,749,111.8917,7.6406,0.1743,753,90.3948,9.1212,-0.5067,764,68.8595,8.7508,0.3726,773,53.8832,8.1638,0.1891,-0.2776942323655273,-0.49264824390411377
7.2,720,157.1288,7.5557,0.2511,748,133.838,6.8376,0.041,749,112.6566,7.6576,0.1687,753,91.3043,9.0697,-0.5781,764,69.7364,8.7882,0.3602,773,54.7005,8.1832,0.2344,-0.256485187334171,-0.5116870403289795
7.3,720,157.8857,7.5806,0.238,748,134.5218,6.8373,-0.0248,749,113.4233,7.6745,0.1736,753,92.2086,9.0155,-0.6019,764,70.617,8.8238,0.3363,773,55.5201,8.2082,0.3125,-0.23243868455948827,-0.5756403803825378
7.4,720,158.6449,7.604,0.2231,748,135.2056,6.8393,-0.0898,749,114.1916,7.6921,0.1819,753,93.1064,8.9409,-0.6046,764,71.501,8.8566,0.2723,773,56.3425,8.2397,0.3757,-0.20504130421675512,-0.5576143860816956
7.5,720,159.4064,7.626,0.2114,748,135.8898,6.8433,0.0581,749,114.9617,7.7105,0.18,753,93.9978,8.8859,-0.5946,764,72.3882,8.8862,0.2414,773,57.1682,8.275,0.3645,-0.15913797662988613,-0.5502483248710632
