t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,533,84.3881,5.9121,-0.1272,542,71.5881,5.9532,0.0994,561,60.3521,6.2789,-0.2435,565,30.4126,8.805,0.6005,571,15.4751,7.4174,0.3157,582,0.0,6.6117,0.4903,0.6005,0.6005
0.1,533,84.9787,5.9005,-0.0601,542,72.1839,5.9632,0.1208,561,60.9788,6.2555,-0.2442,565,31.296,8.8624,0.5547,571,16.2184,7.4483,0.2598,582,0.6637,6.6623,0.5374,0.5608159711017437,0.5547
0.2,533,85.5686,5.897,0.0064,542,72.7809,5.9752,0.1434,561,61.6032,6.2317,-0.2519,565,32.185,8.9182,0.5693,571,16.9645,7.4734,0.2391,582,1.3327,6.7167,0.5927,0.5051772192621139,0.5693
0.3,533,86.1585,5.9007,0.079,542,73.3791,5.9892,0.1408,561,62.2251,6.2059,-0.2839,565,33.0798,8.977,0.6146,571,17.7129,7.4947,0.2165,582,2.0073,6.7769,0.6599,0.44712561866725037,0.6146
0.4,533,86.749,5.9091,0.1185,542,73.9788,6.0047,0.1495,561,62.8442,6.1766,-0.2832,565,33.9806,9.039,0.5776,571,18.4635,7.5162,0.2442,582,2.6883,6.843,0.7148,0.38350153643950563,0.5776
0.5,533,87.3404,5.9196,0.1297,542,74.58,6.0201,0.1395,561,63.4603,6.1446,-0.2952,565,34.8875,9.0995,0.5358,571,19.2164,7.5421,0.3087,582,3.3761,6.9128,0.6842,0.31321745273032103,0.5358
0.6,533,87.9329,5.9304,0.1071,542,75.1827,6.0335,0.112,561,64.0732,6.1143,-0.2542,565,35.8001,9.1529,0.4481,571,19.9722,7.5743,0.3501,582,4.0709,6.9825,0.6626,0.23866101096400547,0.4481
0.7,533,88.5264,5.9401,0.0914,542,75.7866,6.0434,-0.0502,561,64.6834,6.0907,-0.1721,565,36.7176,9.1963,0.3508,571,20.7315,7.6121,0.3951,582,4.7724,7.0484,0.6117,0.16433678692808257,0.3508
0.8,533,89.1209,5.9483,0.0766,542,76.3912,6.0489,-0.0198,561,65.2918,6.0761,-0.0691,565,37.6389,9.2302,0.2599,571,21.4948,7.6526,0.4018,582,5.4803,7.1088,0.5555,0.09403938068720692,0.2599
0.9,533,89.7161,5.9561,0.0831,542,76.9961,6.0497,0.0095,561,65.899,6.0688,-0.0301,565,38.5633,9.2569,0.2091,571,22.262,7.6917,0.3673,582,6.1939,7.1642,0.5421,0.029020173160154084,0.2091
1.0,533,90.3122,5.9662,0.1305,542,77.6009,6.0465,0.0319,561,66.5058,6.0656,-0.0131,565,39.49,9.2785,0.1708,571,23.0329,7.7257,0.2761,582,6.913,7.2172,0.5332,-0.03202808288776184,0.1708
1.1,533,90.9096,5.9812,0.1948,542,78.2053,6.0406,-0.0567,561,67.1123,6.0642,-0.0064,565,40.4187,9.2955,0.1277,571,23.8068,7.7525,0.2059,582,7.6374,7.2708,0.5548,-0.09097625818174707,0.1277
1.2,533,91.5087,6.0018,0.2494,542,78.809,6.0338,-0.0557,561,67.7187,6.0643,0.0112,565,41.3489,9.3069,0.0411,571,24.583,7.7722,0.1488,582,8.3673,7.327,0.5875,-0.14864211660471605,0.0411
1.3,533,92.1101,6.0259,0.2738,542,79.4121,6.028,-0.0415,561,68.3252,6.067,0.0458,565,42.2798,9.3121,0.0101,571,25.361,7.7873,0.1226,582,9.1029,7.386,0.6014,-0.20407906584783522,0.0101
