t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,488,56.9351,6.5449,0.2902,494,45.3906,6.5096,0.2984,507,29.0954,5.3358,0.4231,510,19.6682,5.8343,0.2739,515,7.7971,5.2499,0.1624,521,0.0,4.7155,-0.2386,0.2739,0.2739
0.1,488,57.5911,6.574,0.2978,494,46.0431,6.5397,0.3571,507,29.6309,5.3758,0.3911,510,20.253,5.8619,0.2332,515,8.3229,5.2662,0.1788,521,0.4704,4.693,-0.1779,-1.9832067912550484,0.2332
0.2,488,58.25,6.6038,0.304,494,46.6988,6.5751,0.3926,507,30.1704,5.4141,0.3702,510,20.8405,5.8869,0.2053,515,8.8505,5.2845,0.2032,521,0.9388,4.6752,-0.1512,-2.043815868832618,0.2053
0.3,488,58.9119,6.6342,0.3089,494,47.3583,6.6152,0.4343,507,30.7137,5.4509,0.363,510,21.4302,5.9077,0.1595,515,9.3799,5.3049,0.2243,521,1.4055,4.6582,-0.1736,-2.100570051830656,0.1595
0.4,488,59.5768,6.665,0.3108,494,48.022,6.6586,0.4612,507,31.2606,5.4877,0.3683,510,22.0217,5.9227,0.1033,515,9.9115,5.3268,0.2219,521,1.8704,4.6397,-0.1927,-2.149559664438283,0.1033
0.5,488,60.2449,6.6961,0.3138,494,48.6902,6.7043,0.4818,507,31.8113,5.5251,0.3857,510,22.6145,5.9321,0.0785,515,10.4453,5.3492,0.2218,521,2.3334,4.6202,-0.1928,-2.1856344192880015,0.0785
0.6,488,60.916,6.7275,0.3168,494,49.363,6.7521,0.4786,507,32.3657,5.5633,0.3938,510,23.208,5.9385,0.0689,515,10.9813,5.3713,0.2177,521,2.7945,4.6016,-0.1768,-2.20768089287622,0.0689
0.7,488,61.5904,6.7593,0.3197,494,50.0407,6.8019,0.4969,507,32.924,5.6026,0.4059,510,23.8022,5.9461,0.1046,515,11.5196,5.393,0.2128,521,3.2538,4.5846,-0.1553,-2.2202438550246013,0.1046
0.8,488,62.2679,6.7911,0.2936,494,50.7234,6.8526,0.4971,507,33.4863,5.6433,0.4251,510,24.3974,5.9576,0.1556,515,12.0599,5.4142,0.2085,521,3.7115,4.5695,-0.1379,-2.231557280139771,0.1556
0.9,488,62.9486,6.8219,0.2784,494,51.4111,6.9017,0.4646,507,34.0528,5.6862,0.4476,510,24.9939,5.9728,0.1714,515,12.6024,5.4349,0.2033,521,4.1678,4.5562,-0.1218,-2.2471741410441353,0.1714
1.0,488,63.6322,6.8501,0.2437,494,52.1035,6.9458,0.355,507,34.6236,5.7313,0.4707,510,25.5921,5.9905,0.1843,515,13.1469,5.4551,0.2007,521,4.6228,4.544,-0.1146,-2.26602391965837,0.1843
1.1,488,64.3184,6.8738,0.1948,494,52.7999,6.9824,0.2813,507,35.1991,5.7785,0.4901,510,26.1921,6.0088,0.1869,515,13.6934,5.4753,0.2016,521,5.0766,4.5317,-0.1193,-2.2858146220972198,0.1869
1.2,488,65.0067,6.8921,0.152,494,53.4995,7.0104,0.2068,507,35.7794,5.8274,0.5041,510,26.7939,6.0273,0.189,515,14.2419,5.4956,0.203,521,5.529,4.5175,-0.1431,-2.302264329230022,0.189
1.3,488,65.6965,6.9057,0.1126,494,54.2016,7.0306,0.1445,507,36.3647,5.8774,0.4913,510,27.3975,6.046,0.181,515,14.7925,5.5161,0.204,521,5.98,4.5015,-0.1532,-2.3147211847898914,0.181
1.4,488,66.3877,6.9164,0.0952,494,54.9054,7.0445,0.0344,507,36.9549,5.928,0.4957,510,28.0031,6.0648,0.1801,515,15.3452,5.5366,0.2028,521,6.4294,4.4868,-0.1178,-2.3235061108185118,0.1801
1.5,488,67.0798,6.9265,0.1012,494,55.6103,7.0535,0.0205,507,37.5503,5.9786,0.4898,510,28.6105,6.0831,0.1709,515,15.8998,5.5569,0.1993,521,6.8777,4.4783,0.1546,-2.3291109454365007,0.1709
1.6,488,67.773,6.9382,0.1479,494,56.3158,7.0577,0.0048,507,38.1506,6.0273,0.4581,510,29.2196,6.0999,0.1508,515,16.4565,5.5765,0.196,521,7.3255,4.478,-0.1275,-2.3303318077948916,0.1508
1.7,488,68.4676,6.9533,0.1954,494,57.0215,7.0562,-0.0138,507,38.7555,6.0709,0.3772,510,29.8303,6.1143,0.1327,515,17.0151,5.5949,0.1789,521,7.7735,4.4819,-0.1559,-2.327041128012892,0.1327
1.8,488,69.1639,6.9733,0.2574,494,57.7268,7.0491,-0.0582,507,39.3643,6.1068,0.2955,510,30.4423,6.1264,0.1134,515,17.5754,5.6116,0.1625,521,8.2217,4.4826,0.1007,-2.320649435408956,0.1134
1.9,488,69.8626,6.9991,0.3287,494,58.4312,7.0389,-0.0652,507,39.9764,6.1349,0.2317,510,31.0555,6.1375,0.1141,515,18.1374,5.628,0.1719,521,8.6696,4.4755,-0.0706,-2.3143564018454663,0.1141
2.0,488,70.5641,7.0312,0.3641,494,59.1346,7.0302,-0.0398,507,40.5911,6.1587,0.215,510,31.6699,6.1496,0.1324,515,18.7012,5.6475,0.2316,521,9.1165,4.4629,-0.0851,-2.31157676811102,0.1324
2.1,488,71.2691,7.0688,0.4156,494,59.8375,7.0278,0.0097,507,41.2082,6.1828,0.2484,510,32.2856,6.1635,0.1339,515,19.2672,5.6736,0.3199,521,9.5623,4.4523,-0.0459,-2.3138437940661274,0.1339
2.2,488,71.978,7.1105,0.4504,494,60.5406,7.0338,0.1055,507,41.8278,6.2093,0.2726,510,32.9026,6.178,0.1293,515,19.8363,5.7078,0.4003,521,10.0074,4.4502,0.0197,-2.3186293372693583,0.1293
2.3,488,72.6913,7.155,0.4722,494,61.2447,7.0472,0.1641,507,42.4501,6.2369,0.2702,510,33.5211,6.1906,0.1008,515,20.409,5.7468,0.4216,521,10.4528,4.4573,0.0919,-2.3211753109832207,0.1008
2.4,488,73.4091,7.2014,0.4843,494,61.9502,7.064,0.1735,507,43.0751,6.2631,0.2443,510,34.1406,6.1999,0.0674,515,20.9856,5.7848,0.3551,521,10.8991,4.469,0.1019,-2.317379457099149,0.0674
2.5,488,74.1317,7.2497,0.5057,494,62.6574,7.08,0.148,507,43.7026,6.2864,0.2159,510,34.7609,6.2067,0.0687,515,21.5657,5.8177,0.2953,521,11.3465,4.4793,0.0681,-2.306277322015712,0.0687
2.6,488,74.8592,7.3004,0.5351,494,63.3661,7.0929,0.1101,507,44.3323,6.3072,0.1958,510,35.3819,6.214,0.0941,515,22.1489,5.8459,0.2638,521,11.7947,4.4848,0.0237,-2.2911325791340698,0.0941
