t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,386,94.9026,9.3757,0.3118,392,70.5135,7.4304,0.6529,396,58.9029,6.7125,0.179,402,40.5089,8.4615,-0.515,407,22.094,8.2997,-0.5151,415,0.0,9.132,-0.1404,-0.515,-0.515
0.1,386,95.8417,9.4072,0.3469,392,71.2599,7.4979,0.7565,396,59.5749,6.7263,0.1586,402,41.3524,8.4091,-0.5147,407,22.9212,8.2454,-0.4484,415,0.9125,9.1182,-0.1376,-0.7609268924321787,-0.5147
0.2,386,96.784,9.439,0.1616,392,72.0135,7.5741,0.8352,396,60.2483,6.7422,0.179,402,42.1908,8.3588,-0.4739,407,23.7435,8.2003,-0.3525,415,1.8237,9.1064,0.0604,-0.74426199749843,-0.4739
0.3,386,97.7292,9.4646,0.1106,392,72.775,7.6566,0.8892,396,60.9234,6.7601,0.2013,402,43.0245,8.314,-0.3653,407,24.5618,8.1664,-0.2488,415,2.734,9.0994,0.0226,-0.7271833321105874,-0.3653
0.4,386,98.6763,9.4785,0.038,392,73.545,7.7438,0.9066,396,61.6004,6.7802,0.2252,402,43.854,8.2761,-0.3,407,25.3773,8.1432,-0.1061,415,3.6439,9.0988,-0.0145,-0.71341726924667,-0.3
0.5,386,99.6242,9.4788,-0.0356,392,74.324,7.8348,0.9442,396,62.2796,6.8027,0.2634,402,44.6801,8.2456,-0.2364,407,26.1909,8.1279,-0.0714,415,4.554,9.103,-0.0365,-0.7044302167618655,-0.2364
0.6,386,100.5715,9.4665,-0.19,392,75.1122,7.9293,0.9786,396,62.9611,6.8284,0.3049,402,45.5035,8.2223,-0.1735,407,27.004,8.1347,-0.0585,415,5.4647,9.1096,0.0038,-0.7007905608513038,-0.1735
0.7,386,101.517,9.4446,-0.2731,392,75.91,8.027,1.0089,396,63.6455,6.8588,0.3689,402,46.3249,8.2064,-0.0735,407,27.817,8.1245,-0.0593,415,6.3759,9.1157,0.0029,-0.7020483261486822,-0.0735
0.8,386,102.4601,9.4165,-0.3229,392,76.7177,8.1276,1.032,396,64.3332,6.8961,0.4565,402,47.1451,8.1984,-0.0249,407,28.6289,8.1137,-0.1239,415,7.2877,9.1189,0.0006,-0.7076920334305259,-0.0249
0.9,386,103.4002,9.3852,-0.3402,392,77.5356,8.2308,1.0579,396,65.0251,6.942,0.5422,402,47.9649,8.1974,0.013,407,29.4396,8.1013,-0.1453,415,8.1995,9.1172,-0.0025,-0.7172530378873463,0.013
1.0,386,104.3371,9.3539,-0.2772,392,78.364,8.3365,1.0835,396,65.7221,6.9977,0.6496,402,48.7848,8.2,0.0182,407,30.249,8.0865,-0.176,415,9.1108,9.11,-0.1007,-0.7288223311177985,0.0182
1.1,386,105.2711,9.3252,-0.2407,392,79.2031,8.4448,1.1103,396,66.4252,7.0633,0.7582,402,49.6048,8.1997,-0.0397,407,31.0568,8.0687,-0.2093,415,10.0213,9.0986,-0.1324,-0.7378224273359177,-0.0397
1.2,386,106.2024,9.3014,-0.1915,392,80.0531,8.556,1.1465,396,67.1353,7.1389,0.8601,402,50.4243,8.191,-0.1615,407,31.8626,8.0482,-0.2245,415,10.9305,9.0854,-0.1391,-0.7365111160167747,-0.1615
1.3,386,107.1316,9.2828,-0.1444,392,80.9144,8.6705,1.1854,396,67.8534,7.2231,0.8936,402,51.2425,8.1726,-0.2609,407,32.6663,8.0257,-0.2423,415,11.8383,9.0721,-0.1316,-0.7180887928816775,-0.2609
1.4,386,108.0592,9.2685,-0.1271,392,81.7874,8.7894,1.2332,396,68.5802,7.314,0.95,402,52.0586,8.1486,-0.2909,407,33.4677,8.0014,-0.2586,415,12.7449,9.0597,-0.1217,-0.6814050300903095,-0.2909
1.5,386,108.9854,9.2561,-0.121,392,82.6725,8.913,1.2821,396,69.3164,7.4094,0.9847,402,52.8722,8.1244,-0.2179,407,34.2665,7.9756,-0.2761,415,13.6503,9.0476,-0.1206,-0.6319189869217425,-0.2179
1.6,386,109.9104,9.2436,-0.1285,392,83.5702,9.0407,1.2917,396,70.0622,7.5073,1.0011,402,53.6836,8.103,-0.1867,407,35.0627,7.9481,-0.2897,415,14.5544,9.0355,-0.1233,-0.5767488956664882,-0.1867
1.7,386,110.8341,9.2306,-0.1317,392,84.4808,9.1706,1.3014,396,70.8179,7.606,0.9885,402,54.4929,8.0844,-0.1663,407,35.8561,7.919,-0.3045,415,15.4574,9.0231,-0.1255,-0.5204154916251647,-0.1663
1.8,386,111.7565,9.2176,-0.1298,392,85.4043,9.3005,1.2912,396,71.5834,7.7042,0.9788,402,55.3005,8.0674,-0.1535,407,36.6464,7.8886,-0.3179,415,16.3591,9.0106,-0.1241,-0.4638507281450233,-0.1535
1.9,386,112.6776,9.2051,-0.1259,392,86.3408,9.4291,1.2776,396,72.3587,7.8017,0.9714,402,56.1065,8.052,-0.1446,407,37.4337,7.8568,-0.331,415,17.2595,8.9979,-0.125,-0.4067165669510769,-0.1446
2.0,386,113.5975,9.1926,-0.1309,392,87.2901,9.5569,1.2407,396,73.1437,7.899,0.9774,402,56.911,8.0382,-0.127,407,38.2177,7.8238,-0.3326,415,18.1586,8.9851,-0.1254,-0.3492576913401075,-0.127
2.1,386,114.5161,9.1792,-0.143,392,88.2522,9.684,1.2337,396,73.9385,7.9976,1.0053,402,57.7142,8.0259,-0.1161,407,38.9984,7.7895,-0.3443,415,19.0565,8.9725,-0.1218,-0.29138830936497234,-0.1161
2.2,386,115.4333,9.1647,-0.1512,392,89.2268,9.8088,1.1973,396,74.7433,8.0984,1.03,402,58.5162,8.014,-0.1191,407,39.7756,7.7544,-0.3479,415,19.9532,8.9609,-0.06,-0.2324197634806909,-0.1191
2.3,386,116.349,9.1494,-0.1562,392,90.2136,9.9275,1.1118,396,75.5583,8.2015,1.0519,402,59.317,8.0013,-0.1309,407,40.5493,7.7198,-0.3334,415,20.8488,8.9518,-0.0409,-0.17103005881009414,-0.1309
2.4,386,117.2632,9.1338,-0.1572,392,91.2118,10.0352,0.9458,396,76.3837,8.3066,1.0689,402,60.1164,7.9875,-0.142,407,41.3197,7.6879,-0.2658,415,21.7437,8.9469,-0.0136,-0.10630739807998497,-0.142
2.5,386,118.1758,9.1182,-0.157,392,92.22,10.1296,0.8152,396,77.2197,8.4132,1.08,402,60.9144,7.9729,-0.145,407,42.0871,7.6608,-0.2165,415,22.6384,8.9468,0.0134,-0.038422289807896394,-0.145
2.6,386,119.0868,9.1025,-0.1684,392,93.237,10.2108,0.7024,396,78.0665,8.5212,1.0944,402,61.711,7.9586,-0.1363,407,42.8521,7.6392,-0.1648,415,23.5333,8.9508,0.0481,0.03175443604863639,-0.1363
2.7,386,119.9963,9.0867,-0.172,392,94.2616,10.2814,0.6149,396,78.9241,8.6308,1.1109,402,62.5063,7.9459,-0.0122,407,43.6152,7.6231,-0.1217,415,24.4287,8.9566,0.0538,0.10290005695396941,-0.0122
2.8,386,120.9041,9.07,-0.1866,392,95.2929,10.3431,0.5039,396,79.7927,8.7419,1.127,402,63.3003,7.936,-0.0085,407,44.3769,7.6111,-0.1027,415,25.3246,8.9622,0.0454,0.17371934029027933,-0.0085
2.9,386,121.8101,9.051,-0.2229,392,96.3298,10.3956,0.4187,396,80.6725,8.8544,1.1273,402,64.0937,7.9307,-0.0027,407,45.1376,7.6018,-0.0822,415,26.2211,8.9665,0.0291,0.24306873095765247,-0.0027
3.0,386,122.7141,9.0275,-0.272,392,97.3715,10.4377,0.3187,396,81.5636,8.9676,1.1295,402,64.8868,7.9323,0.0062,407,45.8974,7.5939,-0.0747,415,27.1178,8.9684,0.0081,0.3093715622936872,0.09764319658279419
