t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,197,55.0326,7.6403,0.8522,202,42.3815,7.1118,0.6854,210,33.0861,6.577,0.8668,213,24.8066,4.0919,0.6254,222,13.4092,3.8748,0.3768,234,0.0,3.9858,-0.0054,0.6254,0.6254
0.1,197,55.8009,7.727,0.8726,202,43.0962,7.1817,0.5754,210,33.748,6.6623,0.7461,213,25.2189,4.155,0.604,222,13.7985,3.9122,0.392,234,0.3986,3.9869,0.0427,0.5496214461011946,0.604
0.2,197,56.578,7.8149,0.875,202,43.8179,7.2512,0.5903,210,34.418,6.737,0.6811,213,25.6376,4.2183,0.6796,222,14.1918,3.9532,0.4188,234,0.7976,3.9919,0.0829,0.6028962703496525,0.6796
0.3,197,57.3639,7.9018,0.8542,202,44.544,7.2711,0.6252,210,35.0952,6.8065,0.6464,213,26.0628,4.2863,0.7498,222,14.5892,3.9951,0.4111,234,1.1973,4.0016,0.1376,0.6487328923161639,0.7498
0.4,197,58.1583,7.9857,0.8328,202,45.2749,7.3471,0.6594,210,35.779,6.871,0.5868,213,26.4952,4.3619,0.8386,222,14.9907,4.0352,0.3811,234,1.5981,4.0158,0.1823,0.6861451453749455,0.8386
0.5,197,58.9608,8.0659,0.7998,202,46.0136,7.4268,0.8232,210,36.469,6.9283,0.5426,213,26.9356,4.4458,0.9259,222,15.3961,4.0725,0.376,234,2.0006,4.0334,0.2166,0.7136233977981946,0.9259
0.6,197,59.7714,8.1452,0.8149,202,46.7604,7.5092,0.8493,210,37.1644,6.9791,0.4905,213,27.3848,4.5377,0.9823,222,15.8051,4.1085,0.3757,234,2.4049,4.0538,0.2225,0.7305044926910561,0.9823
0.7,197,60.5901,8.2285,0.8815,202,47.5156,7.5942,0.8725,210,37.8647,7.0276,0.498,213,27.8435,4.6366,1.0494,222,16.2179,4.146,0.4057,234,2.8115,4.0766,0.2443,0.7375792123643754,1.0494
0.8,197,61.4174,8.3186,0.9307,202,48.2793,7.6813,0.8946,210,38.5701,7.0792,0.5521,213,28.3124,4.7415,1.1029,222,16.6345,4.1873,0.4571,234,3.2204,4.1011,0.2587,0.737151824113275,1.1029
0.9,197,62.254,8.4138,0.961,202,49.0519,7.7707,0.9074,210,39.2808,7.1367,0.6153,213,28.7921,4.8513,1.153,222,17.0556,4.2339,0.5138,234,3.6317,4.1266,0.2659,0.7318783549500483,1.153
1.0,197,63.1002,8.5098,0.9473,202,49.8336,7.8625,0.9321,210,39.9977,7.1998,0.6633,213,29.283,4.9665,1.1886,222,17.4816,4.2859,0.5681,234,4.0457,4.153,0.2858,0.7235313660848864,1.1886
1.1,197,63.9559,8.6035,0.9141,202,50.6245,7.9564,0.9491,210,40.721,7.2663,0.6834,213,29.7856,5.0873,1.2458,222,17.913,4.3428,0.6166,234,4.4624,4.181,0.3113,0.711882138809679,1.2458
1.2,197,64.8208,8.6939,0.8739,202,51.4249,8.051,0.9462,210,41.451,7.3339,0.6853,213,30.3006,5.2125,1.2792,222,18.3504,4.4043,0.6618,234,4.8821,4.2123,0.3562,0.6960517731668464,1.2792
1.3,197,65.6945,8.7813,0.8476,202,52.2347,8.1442,0.8943,210,42.1878,7.4014,0.6678,213,30.8282,5.3394,1.2773,222,18.7941,4.47,0.6928,234,5.3051,4.2484,0.4116,0.676005266363368,1.2773
1.4,197,66.5769,8.8662,0.8248,202,53.0536,8.2341,0.8557,210,42.9312,7.4684,0.6624,213,31.3685,5.4655,1.2166,222,19.2446,4.5397,0.7329,234,5.732,4.2895,0.4426,0.65314955078196,1.2166
1.5,197,67.4676,8.9487,0.8008,202,53.8813,8.3198,0.8115,210,43.6814,7.5348,0.6546,213,31.9213,5.5918,1.23,222,19.7022,4.6131,0.768,234,6.1632,4.3351,0.4825,0.6290165504259657,1.23
1.6,197,68.3665,9.0286,0.7956,202,54.7173,8.4007,0.7634,210,44.4381,7.6001,0.643,213,32.4869,5.7203,1.2621,222,20.1673,4.6896,0.7957,234,6.5992,4.3838,0.5061,0.6029340104890647,1.2621
1.7,197,69.2732,9.1063,0.7782,202,55.5612,8.4767,0.7429,210,45.2014,7.6642,0.6156,213,33.0655,5.8509,1.2684,222,20.6403,4.7689,0.8151,234,7.0401,4.4339,0.5099,0.5731073615688043,1.2684
1.8,197,70.1878,9.1839,0.7927,202,56.4124,8.5486,0.7114,210,45.9709,7.7266,0.5983,213,33.6562,5.9633,1.2203,222,21.1213,4.8519,0.8606,234,7.4859,4.4836,0.4936,0.5394311084122422,1.2203
1.9,197,71.1102,9.2643,0.8361,202,57.2708,8.6194,0.7189,210,46.7466,7.7869,0.5749,213,34.2586,6.0848,1.139,222,21.6109,4.9395,0.9062,234,7.9367,4.5324,0.4846,0.5168760192387705,1.139
2.0,197,72.0408,9.3489,0.8178,202,58.1364,8.6925,0.7592,210,47.5281,7.8442,0.5385,213,34.8728,6.198,1.057,222,22.1093,5.0297,0.9151,234,8.3924,4.5808,0.4868,0.4851676054771304,1.057
2.1,197,72.98,9.4352,0.8139,202,59.0096,8.7699,0.7922,210,48.3152,7.8969,0.4871,213,35.4979,6.3037,0.9937,222,22.6168,5.1186,0.8699,234,8.8529,4.6299,0.4965,0.45683737019628545,0.9937
2.2,197,73.9277,9.5175,0.7424,202,59.8906,8.8511,0.8215,210,49.1072,7.9442,0.4327,213,36.1332,6.4043,0.9757,222,23.1329,5.2034,0.8241,234,9.3184,4.6797,0.5107,0.43090928745789475,0.9757
2.3,197,74.883,9.5897,0.621,202,60.7799,8.9338,0.8205,210,49.9038,7.9868,0.3941,213,36.7786,6.5024,0.9649,222,23.6573,5.2852,0.8107,234,9.7889,4.7302,0.5143,0.4052654677631835,0.9649
