t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,348,54.0922,3.1915,0.8572,343,44.1906,3.0061,0.1045,354,28.8719,3.4052,0.2451,362,17.9681,3.0547,-0.2845,368,9.1506,3.3158,-0.5499,378,0.0,4.9666,-2.1567,-0.2845,-0.2845
0.1,348,54.4156,3.2755,0.9127,343,44.4918,3.0182,0.1993,354,29.2134,3.4252,0.2766,362,18.2722,3.0267,-0.2371,368,9.4794,3.2617,-0.4413,378,0.4859,4.7505,-2.3145,0.987740480589088,-0.2371
0.2,348,54.7478,3.3695,1.0028,343,44.7945,3.0361,0.2474,354,29.5562,3.4319,0.005,362,18.5738,3.0041,-0.1783,368,9.8034,3.2171,-0.4159,378,0.9496,4.5249,-2.118,1.012758366118345,-0.1783
0.3,348,55.0898,3.4709,1.0607,343,45.0991,3.0556,0.1894,354,29.8992,3.4264,-0.2369,362,18.8733,2.9871,-0.13,368,10.1231,3.177,-0.3993,378,1.3912,4.3074,-1.9302,1.0323720702912285,-0.13
0.4,348,55.4422,3.576,1.0798,343,45.4055,3.0731,0.1537,354,30.241,3.4101,-0.456,362,19.1714,2.9745,-0.0966,368,10.4388,3.1368,-0.4186,378,1.8126,4.119,-1.5769,1.0467749143034701,-0.0966
0.5,348,55.805,3.6811,0.9868,343,45.7135,3.0869,0.1169,354,30.5807,3.3841,-0.3171,362,19.4684,2.9645,-0.0836,368,10.7503,3.0941,-0.4487,378,2.2168,3.965,-1.2881,1.0568113944747601,-0.0836
0.6,348,56.1782,3.7823,0.935,343,46.0228,3.0988,0.1167,354,30.9174,3.35,-0.3912,362,19.7643,2.9553,-0.0748,368,11.0575,3.0489,-0.4638,378,2.6067,3.8335,-1.2226,1.0636243787625181,-0.0748
0.7,348,56.5611,3.8765,0.8539,343,46.3334,3.1133,0.1853,354,31.2504,3.3101,-0.4395,362,20.0594,2.9463,-0.0716,368,11.3601,3.0028,-0.4627,378,2.9839,3.7117,-1.1701,1.0684025861185347,-0.0716
0.8,348,56.953,3.9607,0.745,343,46.6458,3.1339,0.2656,354,31.5793,3.2669,-0.458,362,20.3537,2.9385,-0.055,368,11.6581,2.9572,-0.4516,378,3.3492,3.5944,-1.1321,1.0717524392553055,-0.055
0.9,348,57.3527,4.0331,0.643,343,46.9605,3.1613,0.3346,354,31.9038,3.2235,-0.3172,362,20.6473,2.9335,-0.0255,368,11.9515,2.9121,-0.4548,378,3.703,3.481,-1.0941,1.0735229331172709,-0.0255
