t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,621,97.1896,9.3575,0.1273,636,73.6481,9.3421,-0.1664,649,56.8611,8.3677,0.4822,655,34.4695,7.5572,0.2623,660,20.6397,7.6501,0.1716,683,0.0,8.1491,-0.1497,0.2623,0.2623
0.1,621,98.1259,9.3696,0.125,636,74.5813,9.323,-0.2415,649,57.7003,8.416,0.4794,655,35.2265,7.5822,0.3075,660,21.4057,7.6693,0.193,683,0.8145,8.1411,-0.2916,1.0163705134730536,0.3075
0.2,621,99.0635,9.3812,0.1093,636,75.5123,9.2976,-0.3024,649,58.5443,8.4638,0.4734,655,35.9863,7.6152,0.4168,660,22.1736,7.6891,0.1848,683,1.628,8.1295,-0.1403,1.0220500476076932,0.4168
0.3,621,100.0021,9.3923,0.1044,636,76.4406,9.2681,-0.328,649,59.393,8.511,0.4664,655,36.7501,7.6589,0.5451,660,22.9434,7.7068,0.151,683,2.4404,8.1172,-0.1334,1.0245840580756895,0.5451
0.4,621,100.9419,9.4028,0.0994,636,77.366,9.2383,-0.2795,649,60.2465,8.5576,0.462,655,37.5187,7.7131,0.6445,660,23.7148,7.7201,0.0588,683,3.2511,8.0975,-0.1091,1.0228390503222253,0.6445
0.5,621,101.8827,9.4127,0.0919,636,78.2884,9.2113,-0.2389,649,61.1045,8.6039,0.4574,655,38.293,7.7736,0.6162,660,24.4872,7.7281,0.0278,683,4.0604,8.0891,-0.0781,1.0168398099352434,0.6162
0.6,621,102.8244,9.4217,0.0765,636,79.2084,9.1885,-0.1986,649,61.9672,8.6496,0.4519,655,39.0734,7.8353,0.6042,660,25.2601,7.7309,0.0025,683,4.8691,8.0834,-0.0384,1.0081787779381792,0.6042
0.7,621,103.767,9.4295,0.0649,636,80.1263,9.1686,-0.1846,649,62.8344,8.6947,0.4431,655,39.8599,7.8948,0.5715,660,26.0332,7.7302,-0.0097,683,5.6772,8.0802,-0.0186,0.9987658885267922,0.5715
0.8,621,104.7102,9.436,0.054,636,81.0421,9.1481,-0.2326,649,63.7061,8.7391,0.4355,655,40.6522,7.9515,0.5504,660,26.8061,7.7281,-0.0279,683,6.4852,8.0788,-0.0057,0.989943481527157,0.5504
0.9,621,105.6541,9.4414,0.044,636,81.9557,9.1234,-0.2938,649,64.5822,8.7827,0.4268,655,41.4502,8.0078,0.5805,660,27.5788,7.7253,-0.0351,683,7.293,8.0782,-0.006,0.981967826404677,0.5805
1.0,621,106.5985,9.4456,0.0326,636,82.8665,9.0928,-0.3571,649,65.4626,8.8254,0.4169,655,42.254,8.0671,0.6275,660,28.3511,7.7217,-0.0448,683,8.1008,8.0765,-0.0291,0.9738524452207523,0.6275
1.1,621,107.5432,9.4486,0.0199,636,83.774,9.0576,-0.3939,649,66.3472,8.867,0.4039,655,43.0639,8.1312,0.6796,660,29.1231,7.7173,-0.0541,683,8.9082,8.0725,-0.0624,0.9641576596518067,0.6796
1.2,621,108.4881,9.4501,0.0084,636,84.6779,9.0204,-0.3651,649,67.236,8.9075,0.3929,655,43.8804,8.199,0.7007,660,29.8945,7.7119,-0.0692,683,9.7151,8.0657,-0.0912,0.9520236263101148,0.7007
1.3,621,109.4332,9.4509,0.0054,636,85.5781,8.9838,-0.3498,649,68.1287,8.9468,0.3813,655,44.7037,8.2667,0.6517,660,30.6654,7.7047,-0.0971,683,10.5213,8.057,-0.1061,0.9378049425227601,0.6517
1.4,621,110.3783,9.4523,0.0263,636,86.4748,8.9491,-0.3282,649,69.0253,8.9849,0.3674,655,45.5336,8.3311,0.6087,660,31.4353,7.6944,-0.1399,683,11.3265,8.0477,-0.0975,0.9229928357616323,0.6087
1.5,621,111.3237,9.4563,0.0713,636,87.368,8.9164,-0.3099,649,69.9256,9.0215,0.3513,655,46.3697,8.3914,0.5725,660,32.204,7.6802,-0.1854,683,12.1308,8.0387,-0.0872,0.9089651104227457,0.5725
1.6,621,112.2698,9.4645,0.1307,636,88.2581,8.8851,-0.3156,649,70.8295,9.0568,0.3407,655,47.2117,8.449,0.5547,660,32.9712,7.6627,-0.1804,683,12.9343,8.0309,-0.0756,0.8960449504752008,0.5547
1.7,621,113.2169,9.4774,0.1852,636,89.1451,8.8537,-0.3235,649,71.7369,9.0912,0.3326,655,48.0594,8.5054,0.5625,660,33.7365,7.6437,-0.184,683,13.737,8.0232,-0.0833,0.8837146683867199,0.5625
1.8,621,114.1654,9.4936,0.1535,636,90.0288,8.8211,-0.3401,649,72.6477,9.1245,0.319,655,48.9128,8.5615,0.5619,660,34.4999,7.6253,-0.1666,683,14.5388,8.0133,-0.119,0.8714297323166939,0.5619
1.9,621,115.1156,9.5107,0.1465,636,90.9092,8.787,-0.3542,649,73.5617,9.1559,0.2846,655,49.7717,8.6177,0.5637,660,35.2617,7.6091,-0.1424,683,15.3395,7.9993,-0.1675,0.8587331808401275,0.5637
2.0,621,116.0675,9.5256,0.1153,636,91.7861,8.7517,-0.3756,649,74.4787,9.1844,0.2549,655,50.6363,8.6742,0.5674,660,36.0219,7.5954,-0.0318,683,16.1385,7.9815,-0.1945,0.8452372488130682,0.5674
2.1,621,117.0205,9.5364,0.0744,636,92.6589,8.7039,-0.3831,649,75.3984,9.2099,0.2272,655,51.5066,8.731,0.5623,660,36.7809,7.5843,-0.0243,683,16.9357,7.963,-0.1833,0.8305480870831652,0.5623
2.2,621,117.9745,9.5426,0.0766,636,93.5275,8.6677,-0.3808,649,76.3206,9.2326,0.2038,655,52.3825,8.7877,0.5587,660,37.539,7.5776,-0.0095,683,17.7312,7.9469,-0.1318,0.814578641090266,0.5587
2.3,621,118.9289,9.5445,-0.0036,636,94.3925,8.6329,-0.351,649,77.2448,9.2529,0.181,655,53.2641,8.8436,0.5472,660,38.2968,7.5787,0.0151,683,18.5253,7.9346,-0.0945,0.7975161447846222,0.5472
2.4,621,119.8832,9.5423,-0.0812,636,95.2543,8.6027,-0.2179,649,78.171,9.2705,0.1531,655,54.1512,8.8981,0.5303,660,39.0552,7.5903,0.1815,683,19.3183,7.9257,-0.07,0.7797101963832882,0.5303
2.5,621,120.8371,9.5361,-0.158,636,96.1134,8.5796,-0.1522,649,79.0988,9.2852,0.1267,655,55.0436,8.9508,0.508,660,39.8153,7.612,0.2711,683,20.1105,7.9185,-0.0648,0.7613636066483545,0.508
2.6,621,121.7902,9.526,-0.1336,636,96.9706,8.5645,-0.0893,649,80.0279,9.2978,0.1142,655,55.9412,9.0016,0.4894,660,40.5779,7.6395,0.3037,683,20.902,7.9108,-0.0897,0.7425856577299824,0.4894
2.7,621,122.7421,9.512,-0.1758,636,97.8267,8.5562,-0.0441,649,80.9583,9.3104,0.1339,655,56.8438,9.0505,0.4704,660,41.3433,7.668,0.2944,683,21.6926,7.9011,-0.117,0.7236110767534272,0.4704
2.8,621,123.6924,9.4942,-0.2179,636,98.6821,8.5523,-0.0433,649,81.8901,9.3251,0.1636,655,57.7512,9.0975,0.4523,660,42.1115,7.6954,0.28,683,22.4821,7.8889,-0.1453,0.7050243790481407,0.4523
