t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,427,91.2113,4.8699,-2.125,428,73.826,8.1926,-1.1919,435,58.9464,9.0613,-0.5334,449,23.5551,8.8715,0.2678,453,12.6482,9.3372,0.0317,459,0.0,9.2489,0.2822,0.2678,0.2678
0.1,427,91.6879,4.6636,-2.0156,428,74.6391,8.0704,-1.2517,435,59.8496,9.0027,-0.6357,449,24.4436,8.8993,0.2884,453,13.582,9.3378,-0.0215,459,0.9262,9.2756,0.2509,1.2774451171301695,0.2884
0.2,427,92.1445,4.4683,-1.9046,428,75.4398,7.9425,-1.3044,435,60.7464,8.9337,-0.7405,449,25.335,8.9286,0.2977,453,14.5155,9.3335,-0.0636,459,1.8548,9.2966,0.1684,1.263882894874958,0.2977
0.3,427,92.5821,4.2835,-1.8071,428,76.2274,7.8097,-1.3524,435,61.6359,8.8545,-0.8388,449,26.2293,8.9578,0.2861,453,15.4485,9.326,-0.0866,459,2.7851,9.3079,0.0572,1.2481288664387562,0.2861
0.4,427,93.0017,4.1075,-1.7248,428,77.0015,7.6724,-1.3913,435,62.5169,8.7661,-0.9243,449,27.1265,8.9852,0.2604,453,16.3806,9.3166,-0.1005,459,3.7158,9.3078,-0.058,1.2304685190414606,0.2604
0.5,427,93.404,3.9396,-1.6473,428,77.7617,7.5319,-1.4183,435,63.3887,8.67,-0.9918,449,28.0262,9.0094,0.2247,453,17.3117,9.3052,-0.1253,459,4.6461,9.2971,-0.1556,1.2113327873758677,0.2247
0.6,427,93.79,3.7796,-1.5638,428,78.5078,7.389,-1.4395,435,64.2506,8.5681,-1.0394,449,28.9281,9.0292,0.1715,453,18.2415,9.2906,-0.1657,459,5.5748,9.2779,-0.2293,1.1912092715457272,0.1715
0.7,427,94.1604,3.6283,-1.4741,428,79.2394,7.2436,-1.4675,435,65.1021,8.4622,-1.0721,449,29.8317,9.0425,0.0931,453,19.1696,9.2722,-0.2016,459,6.5013,9.2519,-0.2893,1.1706322828676496,0.0931
0.8,427,94.5161,3.4856,-1.3911,428,79.9563,7.0946,-1.5125,435,65.9429,8.3532,-1.1018,449,30.7362,9.047,-0.0033,453,20.0958,9.2515,-0.2093,459,7.4249,9.2204,-0.3392,1.1504432418141672,-0.0033
0.9,427,94.8579,3.35,-1.3303,428,80.658,6.94,-1.5779,435,66.7726,8.2407,-1.1417,449,31.6406,9.0418,-0.0996,453,21.02,9.2315,-0.1893,459,8.3452,9.1845,-0.3771,1.1315074280848083,-0.0996
1.0,427,95.1863,3.2192,-1.2954,428,81.3439,6.7782,-1.6563,435,67.5908,8.1234,-1.1978,449,32.5441,9.0276,-0.1842,453,21.9422,9.2138,-0.1629,459,9.2616,9.1447,-0.4188,1.114157739857751,-0.1842
1.1,427,95.5018,3.0912,-1.274,428,82.0106,6.5554,-1.7289,435,68.3969,7.9998,-1.266,449,33.4458,9.0057,-0.2542,453,22.8628,9.1979,-0.1536,459,10.1738,9.0993,-0.4873,1.098118172065193,-0.2542
1.2,427,95.8047,2.9658,-1.2445,428,82.6575,6.3813,-1.7788,435,69.1904,7.8693,-1.337,449,34.3449,8.9774,-0.311,453,23.7818,9.1815,-0.175,459,11.0811,9.0458,-0.5818,1.0828649745369503,-0.311
1.3,427,96.0952,2.8446,-1.1887,428,83.2867,6.2036,-1.8048,435,69.9704,7.7318,-1.404,449,35.241,8.9438,-0.3603,453,24.699,9.1616,-0.2206,459,11.9825,8.9829,-0.6732,1.0679707873905684,-0.3603
