t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL
0.0,383,114.7718,6.821,-0.555,401,76.2446,7.9541,0.16,413,56.2597,7.3937,-0.473,421,35.6528,8.2925,-0.6556,433,19.4232,9.8223,-1.2758,445,0.0,11.4537,-0.3783,-0.6556,-0.6556
0.1,383,115.4513,6.7702,-0.4575,401,77.0409,7.9717,0.1888,413,56.9969,7.3501,-0.3973,421,36.4787,8.2261,-0.6735,433,20.3993,9.6995,-1.1712,445,1.1432,11.4109,-0.4726,0.1498530449856639,-0.6735
0.2,383,116.1263,6.7293,-0.3559,401,77.8391,7.9922,0.2187,413,57.7301,7.3141,-0.3226,421,37.2978,8.1561,-0.7255,433,21.3636,9.5862,-1.0846,445,2.2817,11.3583,-0.5707,0.168744460259122,-0.7255
0.3,383,116.7977,6.698,-0.2689,401,78.6395,8.0157,0.247,413,58.4601,7.2855,-0.2468,421,38.1097,8.0816,-0.7636,433,22.3169,9.4804,-1.0238,445,3.4144,11.2959,-0.6696,0.19325390330159378,-0.7636
0.4,383,117.4663,6.6738,-0.2123,401,79.4423,8.0415,0.2657,413,59.1876,7.2648,-0.1668,421,38.9141,8.0064,-0.741,433,23.26,9.3799,-0.9779,445,4.5404,11.2241,-0.7563,0.22394743665414035,-0.741
0.5,383,118.1326,6.6537,-0.1888,401,80.2478,8.0682,0.2646,413,59.9134,7.2524,-0.0817,421,39.7112,7.9357,-0.6734,433,24.1931,9.2836,-0.9404,445,5.6589,11.1452,-0.8113,0.2582218013142192,-0.6734
0.6,383,118.7971,6.6354,-0.1762,401,81.0559,8.0936,0.2403,413,60.6385,7.2484,0.0027,421,40.5016,7.8718,-0.6035,433,25.1168,9.1903,-0.9181,445,6.7692,11.0624,-0.8332,0.29252825018530043,-0.6035
0.7,383,119.4598,6.6195,-0.1393,401,81.8664,8.1159,0.2029,413,61.3635,7.2521,0.0708,421,41.2859,7.8145,-0.543,433,26.0313,9.0983,-0.916,445,7.8712,10.9776,-0.849,0.32536595205029145,-0.543
0.8,383,120.1213,6.6097,-0.0566,401,82.6789,8.1347,0.1686,413,62.0892,7.261,0.1076,421,42.0648,7.763,-0.4856,433,26.9365,9.0056,-0.9291,445,8.9646,10.8904,-0.8836,0.35667959406584665,-0.4856
0.9,383,120.7823,6.6099,0.0599,401,83.4932,8.1505,0.1461,413,62.8158,7.2721,0.1135,421,42.8388,7.7165,-0.4448,433,27.8323,8.9117,-0.941,445,10.0491,10.7987,-0.9373,0.386248447425081,-0.4448
1.0,383,121.4439,6.6217,0.1762,401,84.3089,8.1646,0.1341,413,63.5436,7.283,0.1037,421,43.6082,7.6724,-0.4371,433,28.7188,8.8176,-0.9355,445,11.1241,10.7013,-0.9976,0.4136513171789778,-0.4371
1.1,383,122.1071,6.6438,0.2629,401,85.126,8.1778,0.1275,413,64.2724,7.2931,0.0978,421,44.3733,7.6286,-0.4397,433,29.5959,8.7248,-0.913,445,12.1891,10.5979,-1.0561,0.439867769847149,-0.4397
1.2,383,122.7729,6.672,0.2997,401,85.9445,8.1906,0.126,413,65.0022,7.3035,0.1109,421,45.134,7.5861,-0.4096,433,30.4639,8.6344,-0.8876,445,13.2434,10.4886,-1.1132,0.465998972991591,-0.4096
1.3,383,123.4416,6.7013,0.2832,401,86.7642,8.2037,0.1352,413,65.7332,7.3162,0.1409,421,45.8908,7.5489,-0.3334,433,31.3229,8.546,-0.8725,445,14.2865,10.3737,-1.169,0.4917572441633963,-0.3334
1.4,383,124.113,6.7275,0.2383,401,87.5853,8.2186,0.1599,413,66.4656,7.3316,0.168,421,46.6442,7.5209,-0.2279,433,32.1731,8.4588,-0.8648,445,15.3179,10.2538,-1.2123,0.5152556932794599,-0.2279
