t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,a0_IDM,a0_PERL
1118849350.2,1195.0,250.68817718268457,4.628287404473318,0.4413757739229417,1198.0,238.94825263046988,2.942720358055922,0.1212745521557709,1204.0,226.21658841481485,3.3170469740549686,0.044150584335041,1190.0,262.26695193994806,4.764763757532878,-0.1209491176260491,0.4413757739229417,0.4413757739229417
1118849350.3,1195.0,251.1532529611443,4.673228164722611,0.3909438819942079,1198.0,239.2429225726827,2.950678486197812,0.104044207342716,1204.0,226.5485020298721,3.3212253270873844,0.0264386916384927,1190.0,262.7427128203902,4.750453851311924,-0.1599980781463172,0.23151203396053827,0.3909438819942079
1118849350.4,1195.0,251.62254477502228,4.712608112837812,0.3383874573842682,1198.0,239.5385396689528,2.961663439210356,0.1367836147682857,1204.0,226.8807103635676,3.322941346825762,0.0036458897420171,1190.0,263.21701749171604,4.7356395752036695,-0.1554124080704704,0.20086127945130622,0.3383874573842682
1118849350.5,1195.0,252.09548464620448,4.746189310803572,0.2835488645896779,1198.0,239.8353992190023,2.975527561777226,0.1671654726284673,1204.0,227.21294764043927,3.321804190603701,-0.0310936730315259,1190.0,263.6897452199189,4.718914988854637,-0.1633223548396788,0.17195630897971922,0.2835488645896779
1118849350.6,1195.0,252.57147976185783,4.773713002262444,0.2112678092291728,1198.0,240.13377668396456,2.992021737464301,0.1944433939454894,1204.0,227.5449483728955,3.318210458522803,-0.0556490079170628,1190.0,264.16082504391983,4.702681491164135,-0.1460533109981404,0.14476259246574133,0.2112678092291728
1118849350.7,1195.0,253.04991438040872,4.794979368757303,0.1565929146132487,1198.0,240.4339238785911,3.0109221550663103,0.2107962555347409,1204.0,227.87652251860268,3.3132724556190265,-0.0635406258019083,1190.0,264.6303959559274,4.688736748985238,-0.1197035812484729,0.12040557533370037,0.1565929146132487
1118849350.8,1195.0,253.530173900798,4.810211039027424,0.106881019791644,1198.0,240.73607901618337,3.032180596784741,0.2359294298336081,1204.0,228.20760002163996,3.308277605124917,-0.0378649895540517,1190.0,265.098692313861,4.677190409687981,-0.0879622070326219,0.09988655412728469,0.106881019791644
1118849350.9,1195.0,254.0117150438173,4.820611821361474,0.0730293245001032,1198.0,241.0404848185366,3.055935450276002,0.2632559454285572,1204.0,228.5382204244069,3.3041304502162365,-0.0286070904385968,1190.0,265.5659232661562,4.667428636218577,-0.0751188859550536,0.08342887592669336,0.0730293245001032
1118849351.0,1195.0,254.49417014033935,4.828490109075845,0.0812693298694593,1198.0,241.34739606832133,3.082289545421524,0.2905499906832366,1204.0,228.8684869406032,3.301199873711325,-0.0183652364093173,1190.0,266.0322750531391,4.659607103435186,-0.0555483661744923,0.0702860886881126,0.0812693298694593
1118849351.1,1195.0,254.97742126191372,4.836532322409908,0.0974819333438737,1198.0,241.6570593114531,3.110975317214336,0.3025609253202057,1204.0,229.1985217660124,3.299496634470272,-0.0089348904421624,1190.0,266.49798712453924,4.654634324572188,-0.0275273387372402,0.05906693365974131,0.0974819333438737
1118849351.2,1195.0,255.46158831605544,4.846808760425748,0.1309286049446786,1198.0,241.96967521663703,3.141342786461049,0.3157730159254711,1204.0,229.5284416169579,3.298900384440493,-0.0010201126810031,1190.0,266.9633475772629,4.652574729898041,-0.0113124434867677,0.04824656578883184,0.1309286049446786
1118849351.3,1195.0,255.94693794000216,4.860183718507458,0.1663515781624171,1198.0,242.2853828045512,3.172808971823102,0.3249326764982708,1204.0,229.8583508005384,3.29928328717144,0.0110853190183983,1190.0,267.4285468291748,4.651410308339066,-0.0206710043136907,0.03638535965401619,0.1663515781624171
1118849351.4,1195.0,256.4337517886129,4.876093253707892,0.156982074928852,1198.0,242.6042850604651,3.205236146456893,0.3353404115180876,1204.0,230.18834192157223,3.3005391335012666,0.0219265960620343,1190.0,267.8935124597716,4.647902303598788,-0.0756842079620013,0.022151210300418046,0.156982074928852
1118849351.5,1195.0,256.9221965599974,4.892802173983712,0.1543460669104331,1198.0,242.92648866879497,3.238836020140537,0.3482809771273217,1204.0,230.51849701610504,3.302562757156384,0.0312675652548652,1190.0,268.3578945380099,4.639739261167395,-0.1485320472962371,0.004750832066475264,0.1543460669104331
1118849351.6,1195.0,257.412253437827,4.908335382606803,0.1350756849203762,1198.0,243.2521217592862,3.2738257896853997,0.3630886847930064,1204.0,230.84888647002316,3.3052263212059074,0.0338698757094135,1190.0,268.821229239048,4.626954759592187,-0.1252706164555189,-0.015507029989482835,0.1350756849203762
1118849351.7,1195.0,257.9037410698267,4.921417257387507,0.1086717086886478,1198.0,243.5813250673732,3.310240372053772,0.3772485476419048,1204.0,231.1795702620067,3.3084495184682527,0.0401895639834956,1190.0,269.2831744609675,4.611949678798172,-0.129537923465791,-0.037316498890127205,0.1086717086886478
1118849351.8,1195.0,258.3963919730588,4.931600807252735,0.0536059981775022,1198.0,243.91423384531967,3.347935186875696,0.3891168221455785,1204.0,231.51061189306557,3.3123831027029835,0.0501924451516566,1190.0,269.7436944296116,4.598449694086323,-0.0997118513678124,-0.058964852669770314,0.0536059981775022
1118849351.9,1195.0,258.8899122494649,4.9388047208735815,0.0351457205372634,1198.0,244.2509610808292,3.386609523311303,0.4015814123005078,1204.0,231.8421059873748,3.317498783485216,0.0673506096301624,1190.0,270.2031003919751,4.589669553182957,-0.0493879711929657,-0.07874329498106385,0.0351457205372634
1118849352.0,1195.0,259.3840006341641,4.942962973109156,0.0160836600715232,1198.0,244.5915947367841,3.4260635957857493,0.4094747348188371,1204.0,232.17420025508167,3.324386570653388,0.0848182358680718,1190.0,270.6619120658014,4.586563923343968,-0.0031322833602036,-0.09524426435766022,0.0160836600715232
1118849352.1,1195.0,259.87834725235734,4.943969390755205,-0.0036846641185505,1198.0,244.93623787262064,3.466799120947231,0.4279241955392536,1204.0,232.5070888396926,3.333385121563073,0.1080865306796738,1190.0,271.12061816023976,4.587557965423667,0.0189144465004272,-0.10777627064212426,-0.0036846641185505
1118849352.2,1195.0,260.3726315158312,4.94171587871951,-0.0467425032253299,1198.0,245.28508259555625,3.510095337768147,0.4621147940319092,1204.0,232.84097725492524,3.344383183091143,0.1276823739849747,1190.0,271.57949198903805,4.589918610544044,0.0185649390989606,-0.11652229170788275,-0.0467425032253299
1118849352.3,1195.0,260.8665226139094,4.936106082848618,-0.0874223617633108,1198.0,245.63842331429387,3.5567190369803536,0.4852437760147396,1204.0,233.17604393186824,3.356950355768289,0.1417240599824274,1190.0,272.0385542311207,4.591326231108772,0.0037835085636034,-0.12215761205452891,-0.0874223617633108
