t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,a0_IDM,a0_PERL
1118849074.5,575.0,394.1181742056718,12.007470630399483,0.0593047113437797,578.0,373.9086429411372,12.628627242947305,-0.0371410566671253,584.0,356.2870101122305,13.327848530727463,-0.0952637262738149,573.0,404.5016043636599,12.438395042247244,0.0054463912788946,0.0593047113437797,0.0593047113437797
1118849074.6,575.0,395.3192471628769,12.013988513721191,0.0812374112743306,578.0,375.1713453638147,12.625421210603,-0.0309135799950848,584.0,357.619326189749,13.318473019616285,-0.1209477999250078,573.0,405.7454569020703,12.438655725956254,-0.0020881973611402,-4.761981268449295,0.0812374112743306
1118849074.7,575.0,396.52107245444734,12.022517317677105,0.1026652688127406,578.0,376.43370390236,12.621749560278944,-0.0470247568398246,584.0,358.9506016249932,13.307035685248144,-0.1193004945398042,573.0,406.989281552826,12.437837289180086,-0.0150894261400765,-4.7323393333141714,0.1026652688127406
1118849074.8,575.0,397.7237964443859,12.031962481124854,-0.054907982933323,578.0,377.6955640762541,12.61545391763457,-0.0919629331284049,584.0,360.2806549152536,13.294030119993112,-0.1312472371047754,573.0,408.2329839604936,12.436210864160168,-0.0223026175905716,-4.711799644292759,-0.054907982933323
1118849074.9,575.0,398.92737097354905,12.03952810213325,-0.0337818609736314,578.0,378.956574618036,12.604756918005682,-0.1491277548640004,584.0,361.6093773205975,13.28041798683819,-0.1309858160476907,573.0,409.47649978180857,12.434105562131988,-0.0260989653529924,-4.696818530528883,-0.0337818609736314
1118849075.0,575.0,400.1314528651386,12.042109729606045,0.0035181010875121,578.0,380.21626794605606,12.589109642360828,-0.2035330454823258,584.0,362.936783226326,13.267700127774564,-0.1140193549910504,573.0,410.7197876535393,12.431651872460131,-0.0303121635872433,-4.678701661752357,0.0035181010875121
1118849075.1,575.0,401.3354612475331,12.038057918284862,0.0439802487791812,578.0,381.4741895553315,12.569322543139323,-0.2424317605562363,584.0,364.2630422524656,13.257480394979812,-0.0815654247774585,573.0,411.9627930957581,12.42845697191301,-0.0473452601022311,-4.648072229093831,0.0439802487791812
1118849075.2,575.0,402.53875631003245,12.02784333172081,-0.1393376003452943,578.0,382.7299931009,12.546748368231468,-0.2426876577799024,584.0,365.5884474723513,13.25062400278262,-0.0484565113809526,573.0,413.2053843741063,12.423368595097738,-0.081042715384843,-4.600676430318994,-0.1393376003452943
1118849075.3,575.0,403.7408060626749,12.01315172115738,-0.1774085593085525,578.0,383.98344720206495,12.522333655093789,-0.2586927376698865,584.0,366.9133060741859,13.246548033861815,-0.0288385667833393,573.0,414.4472868521373,12.414680965489747,-0.1381602284326659,-4.539871337407185,-0.1774085593085525
1118849075.4,575.0,404.9412346175325,11.995419375962594,-0.2048948115752134,578.0,385.23438392461225,12.496400795866755,-0.2738642963221736,584.0,368.2377960170311,13.243250823091234,-0.0336884468387278,573.0,415.6880577266618,12.400736525035963,-0.2136805538372663,-4.473639102562485,-0.2048948115752134
