t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,a0_IDM,a0_PERL
1118849227.6,906.0,410.79045527160025,9.226118747788217,0.3024251157905336,924.0,382.6414641090459,11.747010228192998,-0.6243218534953219,930.0,353.708859390302,11.441839246649568,0.0644919059692706,915.0,423.8327873780863,12.468377947090396,-0.5441829502876453,0.3024251157905336,0.3024251157905336
1118849227.7,906.0,411.7145526735059,9.255829290306783,0.3142977609423349,924.0,383.8130591386274,11.684890363432489,-0.6474862143762437,930.0,354.8533567930578,11.448108808461395,0.1158232381616708,915.0,425.0769200877666,12.414276246539938,-0.632555760432619,0.5038433860118943,0.3142977609423349
1118849227.8,906.0,412.6417141838812,9.28740091720255,0.3312878149550764,924.0,384.9782988492457,11.619903848896202,-0.6755320799396353,930.0,355.99863536172285,11.457462564841782,0.1005327911516208,915.0,426.3152495379648,12.352312757392356,-0.675688551581836,0.4982640450511506,0.3312878149550764
1118849227.9,906.0,413.5721122569904,9.320560544983705,0.3467696531729626,924.0,386.1369078622603,11.552276411430006,-0.70125105120591,930.0,357.1449334357272,11.468498915232283,0.1077650622279554,915.0,427.5470429886976,12.283556257287437,-0.737218650821364,0.4877365623959491,0.3467696531729626
1118849228.0,906.0,414.5058998944477,9.355192204148118,0.3613883299341486,924.0,387.2886333578578,11.482233500497536,-0.7247071373826061,930.0,358.29232778928645,11.479388155963628,0.0977562730877619,915.0,428.7717117129311,12.209818227373534,-0.7780561726112238,0.47287568587605566,0.3613883299341486
1118849228.1,906.0,415.4432196869662,9.391203646207234,0.3718211781338419,924.0,388.4332446686407,11.409992715142035,-0.7403858392265326,930.0,359.4407314721595,11.488685501458075,0.077719952303066,915.0,429.9888361494358,12.132670502749075,-0.8072859492899258,0.4544298140302193,0.3718211781338419
1118849228.2,906.0,416.3842042859716,9.428488333950282,0.3841564296271119,924.0,389.570532508505,11.335764082153982,-0.7594218796445061,930.0,360.58995774586793,11.495839972718828,0.0612585979454819,915.0,431.1980940658219,12.052487824961949,-0.833867587899478,0.43299411278838074,0.3841564296271119
1118849228.3,906.0,417.3289752417813,9.4669307821941,0.3952957213504752,924.0,390.7003083071576,11.25975189091793,-0.7764230706790008,930.0,361.7398110394695,11.5012258993455,0.0473940971008839,915.0,432.399142932266,11.968489503923914,-0.8787869864637291,0.4086761228435692,0.3952957213504752
1118849228.4,906.0,418.2776426227409,9.506416836991932,0.4053164079960113,924.0,391.8224043167605,11.182168301128348,-0.791172372481406,930.0,362.8901628886184,11.505811083610713,0.0451048658871804,915.0,433.5915598309408,11.87984846957398,-0.928528577462682,0.38110714119446026,0.4053164079960113
1118849228.5,906.0,419.23030659558543,9.546862619917976,0.4135477384449913,924.0,392.9366753517649,11.1032523989389,-0.7985565605743771,930.0,364.0409860657076,11.51065245817088,0.0525623379485198,915.0,434.7748979518899,11.78691394938884,-0.9663275237589882,0.34985731063845066,0.4135477384449913
1118849228.6,906.0,420.1870624549406,9.588254567185752,0.4232650407745744,924.0,394.0430000919228,11.02324240421721,-0.8084333741542333,930.0,365.1923422867477,11.516471962607024,0.0604844282657765,915.0,435.9488304872277,11.691736757403447,-0.930867003847478,0.31490319156940766,0.4232650407745744
1118849228.7,906.0,421.1480071345552,9.63063902513311,0.4336131297827715,924.0,395.14127920018007,10.942339760928569,-0.8164852864457396,930.0,366.3443390366303,11.52346303506364,0.0710816016565609,915.0,437.1133073917963,11.59780133394775,-0.8991017450746772,0.27685051804698163,0.4336131297827715
1118849228.8,906.0,422.1132402615674,9.674023515089646,0.443482489340843,924.0,396.2314331743976,10.860739723424135,-0.8224404427609465,930.0,367.4970693265016,11.531142762357463,0.0734443258322168,915.0,438.2686255249278,11.50856132867583,-0.8393949241638518,0.23689624510570118,0.443482489340843
1118849228.9,906.0,423.0828541103094,9.718253459752283,0.4505805838233008,924.0,397.3134032021961,10.778660832545366,-0.8216777616586642,930.0,368.6505373548295,11.53821780418821,0.0597019362017138,915.0,439.4153131637603,11.425191447972065,-0.7847450506900678,0.19634573265159178,0.4505805838233008
1118849229.0,906.0,424.05691874030174,9.7630391401228,0.4545916397449057,924.0,398.3871526031025,10.69632718560356,-0.8231241640023211,930.0,369.8045954046279,11.542943191802664,0.0546090162601065,915.0,440.553889030409,11.346325885025852,-0.7346252016116865,0.15575178640347165,0.4545916397449057
1118849229.1,906.0,425.0354831202369,9.808248458525918,0.4591428156971721,924.0,399.4526669544897,10.613959842130336,-0.822350926541232,930.0,370.9589459037263,11.544066790193616,-0.0150988817810507,915.0,441.6847527810935,11.270949128653257,-0.7005481686560467,0.11471140903325522,0.4591428156971721
1118849229.2,906.0,426.018607101926,9.854231175288083,0.4702229465955574,924.0,400.5099539716351,10.531780500797462,-0.8193683935007432,930.0,372.1132219287119,11.541453709459612,-0.0767873046308068,915.0,442.80832833526273,11.20056195473867,-0.6396235563162481,0.07284667382898555,0.4702229465955574
1118849229.3,906.0,427.0064040236064,9.901707258338387,0.4886216891117443,924.0,401.55904343207527,10.450008707975083,-0.8090234513564042,930.0,373.267071289104,11.535533498383444,-0.1313905796068966,915.0,443.9252414122617,11.137699585202324,-0.5572759003882043,0.030553812540237944,0.4886216891117443
1118849229.4,906.0,427.99904651356456,9.951142540773636,0.5090873843321205,924.0,402.5999868941964,10.368860534469734,-0.8017709005327273,930.0,374.4201517848637,11.52607641682678,-0.1324673614566841,915.0,445.0362823216369,11.083118602328614,-0.4828532877481037,-0.011515120739665763,0.5090873843321205
1118849229.5,906.0,428.99671493980975,10.0022259841713,0.5218850804729382,924.0,403.6328575430753,10.288552443096734,-0.7923477888561343,930.0,375.572042107651,11.511730038949898,-0.1997422349820413,915.0,446.14216726792006,11.034580323294591,-0.4430553667091718,-0.05328831817889781,0.5218850804729382
1118849229.6,906.0,429.9995314011924,10.054103243458504,0.525108276225911,924.0,404.6577532506046,10.209361707470345,-0.7795913461700054,930.0,376.72217183002346,11.490864408502294,-0.2834293871449434,915.0,447.2433480097817,10.9890345139539,-0.4257694017424439,-0.0955322762717662,0.525108276225911
1118849229.7,906.0,431.00754543843226,10.106177501352644,0.5251881068819141,924.0,405.67480810394017,10.131735359283551,-0.7585584650544964,930.0,377.86985123261593,11.462723643320205,-0.368207724664171,915.0,448.3401231301036,10.94646789247009,-0.3862248429485741,-0.13907078360461686,0.5251881068819141
1118849229.8,906.0,432.0207855220745,10.158624171498465,0.5319428692246407,924.0,406.68420259589135,10.056154479744135,-0.7363327118095828,930.0,379.01437200208034,11.427691746001988,-0.4036898551925687,915.0,449.4329129403469,10.909328312413804,-0.3480260216611493,-0.18352242667760635,0.5319428692246407
1118849229.9,906.0,433.0393225670487,10.21211672799062,0.546269309008787,924.0,407.6861449137218,9.98269187682927,-0.7166617174177239,930.0,380.1550892942404,11.386654097157054,-0.462262027189932,915.0,450.522251616889,10.877445218428209,-0.3088313833838689,-0.2278342253825059,0.546269309008787
1118849230.0,906.0,434.06327850089554,10.267001948925966,0.5600138357537106,924.0,408.6808223231956,9.910856312641718,-0.704152008797555,930.0,381.29143723054375,11.340304628926148,-0.515776685836738,915.0,451.6084460351588,10.84644314698626,-0.3298751426387239,-0.2725370456294383,0.5600138357537106
1118849230.1,906.0,435.09275454401296,10.322518913439554,0.5229488687031456,924.0,409.668373382275,9.84016486897562,-0.6810423212203692,930.0,382.4229007617488,11.288965995164403,-0.5675404094702591,915.0,452.6913683087877,10.812002325611813,-0.3796767147144763,-0.32009784633719557,0.5229488687031456
1118849230.2,906.0,436.1277110259769,10.376610725806394,0.4970215111445106,924.0,410.64892974761904,9.7709624379032,-0.6620729193618641,930.0,383.5489873039192,11.232764848233042,-0.6062511608323496,915.0,453.7706027943784,10.772687386173969,-0.4109686599267401,-0.372325575923894,0.4970215111445106
1118849230.3,906.0,437.1678686973029,10.42654270071066,0.4445098072054432,924.0,411.6227002494061,9.704447597845991,-0.6288802165505419,930.0,384.6692144849366,11.171778772118625,-0.6553943752978227,915.0,454.84568723672845,10.729001460850988,-0.4486336986845292,-0.4286341246683362,0.4445098072054432
1118849230.4,906.0,438.2126999160589,10.470081674423128,0.3764732882491236,924.0,412.5900568988343,9.64268539070687,-0.5877136613580491,930.0,385.78310608666783,11.106053262519886,-0.7042978869090799,915.0,455.9163056413812,10.68336663218822,-0.4493169813872778,-0.4867333242133187,0.3764732882491236
1118849230.5,906.0,439.2615347128286,10.506614260969789,0.3243605597799503,924.0,413.5514008662264,9.584193957126526,-0.5506653055799888,930.0,386.89019163781927,11.03565776050266,-0.7520045437810586,915.0,456.9824679199419,10.639878939040171,-0.4063847881017726,-0.5434183373836025,0.3243605597799503
1118849230.6,906.0,440.3137412195305,10.537515873087225,0.2806466721158064,924.0,414.5070934877821,9.529658473967029,-0.5139815691921398,930.0,387.99002302842285,10.96097005155101,-0.78367995940853,915.0,458.0445197155617,10.601156973363944,-0.3600903523637883,-0.5956116394962626,0.23659223318099976
1118849230.7,906.0,441.368892592617,10.565511588611413,0.2674674615376499,924.0,415.4575086993319,9.478645757045363,-0.4818935289604115,930.0,389.08222943822864,10.883158144561692,-0.8069440846518268,915.0,459.1028943247672,10.566335210741707,-0.3338576503472684,-0.6425844809423021,0.18080341815948486
1118849230.8,906.0,442.426828967597,10.593215910978971,0.2749416310186574,924.0,416.4029608393175,9.430397042654482,-0.4600224496288512,930.0,390.1666092399641,10.804437890155931,-0.8022483160625099,915.0,460.15785285344174,10.532835362749202,-0.333746481520879,-0.686850532243412,0.1784849762916565
1118849230.9,906.0,443.48755755781553,10.621355893414972,0.2359201108495292,924.0,417.34365757503787,9.3835376717904,-0.4777257695647567,930.0,391.2427021002058,10.717419314693547,-0.7687434222313252,915.0,461.2094347807477,10.498803183317188,-0.3444662557539003,-0.732099237970679,0.17308837175369263
1118849231.0,906.0,444.5510197798988,10.647888548264245,0.2081184513238997,924.0,418.2796530380709,9.336371588838222,-0.4895325760843279,930.0,392.31081348960544,10.644808473315614,-0.6816463831922023,915.0,462.2575719848816,10.46394089936534,-0.3345100136755561,-0.7801503110189824,0.10988366603851318
