Time,Speed1,E1,N1,Speed2,E2,N2,IVS1,A1,A2
1.0,16.15123809,448.6101607457392,-58.23704806145418,14.16481157,453.70613684867135,-110.6257775892762,48.80199485125124,,
1.1,16.17277662,448.4607414886362,-56.62703464030366,14.29524076,453.5557999730759,-109.2102789508664,48.99551072255157,0.21538530000000813,1.3042919000000086
1.2000000000000002,16.19589052,448.3109400214093,-55.01448572635307,14.43025809,453.4049174828765,-107.78228506558472,49.17910454485149,0.23113899999998447,1.3501733000000005
1.3000000000000005,16.21444444,448.1624171378277,-53.40063987487156,14.56333333,453.2543938690018,-106.33875223692571,49.34844040553506,0.18553920000002164,1.3307523999999973
1.4000000000000004,16.23818182,448.0139341881971,-51.78403380262881,14.69,453.1040847643536,-104.8828570479988,49.50824088778975,0.2373738000000006,1.2666666999999894
1.5000000000000004,16.25934342,447.8653749342289,-50.16575932180106,14.81913036,452.95401758192617,-103.41409288253746,49.65692737083001,0.21161599999999206,1.2913036000000122
1.6000000000000003,16.27454545,447.71735237233537,-48.54576878764429,14.94909091,452.8029996759724,-101.93194879370256,49.79386611581936,0.15202030000001107,1.2996055000000002
1.7000000000000006,16.28888889,447.5697988044772,-46.924211372300434,15.07444444,452.650682033324,-100.43778068334116,49.92023215703797,0.14343439999997498,1.2535352999999954
1.8000000000000007,16.30818182,447.4218459329789,-45.30092348752678,15.19272727,452.4977959329768,-98.93061739210114,50.03537290057143,0.19292930000002412,1.1828282999999995
1.9000000000000008,16.32222222,447.2735051702287,-43.6761626511723,15.313333330000004,452.34360390464377,-97.41248393269191,50.14097685082798,0.14040399999998943,1.2060606000000351
2.000000000000001,16.33967008,447.1250934377427,-42.049788192611416,15.43909091,452.18913335736346,-95.88129027053829,50.23516973907922,0.17447860000000742,1.257575799999947
2.100000000000001,16.35333333,446.975633126155,-40.42217211974751,15.560000000000002,452.0339921578951,-94.33830818632202,50.31890134834296,0.1366325000000045,1.2090909000000305
2.200000000000001,16.36454545,446.8259560055945,-38.7930103627455,15.67545455,451.8781739674952,-92.78346741736075,50.39232533466384,0.11212119999999705,1.1545454999999716
2.3000000000000007,16.37888889,446.6745859717912,-37.16261377993247,15.786666670000002,451.72212776778986,-91.21760087981455,50.456140067518426,0.14343439999997593,1.1121212000000331
2.400000000000001,16.3903927,446.5227911557904,-35.53113120949286,15.89181818,451.5656961010528,-89.6404852510138,50.509841280108326,0.1150381000000066,1.0515150999999703
2.5000000000000013,16.40444444,446.3688450968178,-33.89909639550669,15.982222220000002,451.4096553665828,-88.05444763570975,50.55544599943568,0.14051739999999238,0.9040404000000232
2.6000000000000014,16.41239289,446.2131378653578,-32.266042372290336,16.06625,451.2533144869864,-86.45910420680248,50.59293571547517,0.07948450000000655,0.840277799999977
2.700000000000001,16.42159822,446.056642149544,-30.63241748391136,16.14308176,451.0969693323625,-84.85675999812206,50.62409599323411,0.09205330000000378,0.768317600000013
