t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1
1118849077.7,597.0,349.12456488525737,16.4996440347799,-0.092025111832848,599.0,330.323497686011,16.016073619932136,-0.15849861943603194,603.0,302.8065459052281,15.398730655965801,0.3515130124290375,589.0,381.1232089161481,14.135523281660685,-0.49779255195244676
1118849077.8,597.0,350.7740245978406,16.489550216926848,-0.14311520300299227,599.0,331.9242813421116,15.99959950208001,-0.24405991435913463,603.0,304.34816236943317,15.433598628132497,0.3743674860828334,589.0,382.53428535468964,14.08600548916522,-0.5821075173193878
1118849077.9,597.0,352.4222511853798,16.474981533825257,-0.19626923815966377,599.0,333.5229638238056,15.974050131769008,-0.332313978061599,603.0,305.8933804734826,15.470763452872843,0.39932882698847444,589.0,383.9400356327755,14.02900007252725,-0.631494624377095
1118849078.0,597.0,354.0687778388111,16.45555153479638,-0.2563618827337497,599.0,335.11851351669884,15.936943726137985,-0.46008501706667465,603.0,307.44245828897584,15.510792856973518,0.4340022214833481,589.0,385.33973297313037,13.964946734575793,-0.702875648687019
1118849078.1,597.0,355.7130987601094,16.430866891206946,-0.28627929952851605,599.0,336.70983021948143,15.889390329515418,-0.5554071347016771,603.0,308.9957305223561,15.554651810664163,0.4711039013760218,589.0,386.7326909205226,13.894212213314804,-0.7706781967285351
1118849078.2,597.0,357.3547016836889,16.401191580329208,-0.3347381781653863,599.0,338.29606424741445,15.835290229106468,-0.5998884125596557,603.0,310.55360588302483,15.602855402662415,0.5157471849157125,589.0,388.1182679159468,13.817327695162055,-0.8309934532270813
1118849078.3,597.0,358.9931379483176,16.367533712256844,-0.3696225754917368,599.0,339.8767927927461,15.779280677530052,-0.5347607517348518,603.0,312.11649407231863,15.654908383214401,0.5499107520349856,589.0,389.49590409471614,13.735395880225283,-0.847549956957466
1118849078.4,597.0,360.6280676422881,16.33106016715466,-0.393662064565648,599.0,341.45203330425824,15.725529552694471,-0.4948249320944039,603.0,313.684718171599,15.709573602395537,0.569226405487696,589.0,390.8651800187405,13.65012260025379,-0.8715290823543015
1118849078.5,597.0,362.2592424846157,16.292436679431834,-0.41029146117969456,599.0,343.0221510795846,15.676825953844684,-0.4380769984248442,603.0,315.2584593834692,15.765250635045607,0.5211088115326491,589.0,392.22584551933545,13.563187411634821,-0.881053445061411
1118849078.6,597.0,363.88644822991114,16.25167822646107,-0.4337701294824561,599.0,344.58765853398893,15.633323134234455,-0.39520566149915815,603.0,316.83770946432674,15.819750982110266,0.49783206295526256,589.0,393.5777772267016,13.475446735665248,-0.8877674212730486
1118849078.7,597.0,365.50945359434354,16.208429062196522,-0.46187128286726675,599.0,346.1489743828561,15.592993843154717,-0.41832869733641487,603.0,318.4222010482597,15.87008069650736,0.4431344806088426,589.0,394.92087985796616,13.386605889660649,-0.9206682637255782
1118849078.8,597.0,367.12798365621927,16.162172175279526,-0.49605667328587216,599.0,347.70628252271877,15.553168954075613,-0.4274815597639702,603.0,320.0113674890437,15.913248119168907,0.3639255431367169,589.0,396.2549831456618,13.295459864248457,-0.9522733436277643
1118849078.9,597.0,368.7417041512204,16.11223772475031,-0.5469482725986397,599.0,349.25947505242,15.51068163995011,-0.4748738997230641,603.0,321.60442243124436,15.947850724868978,0.27617780916454315,589.0,397.57977573931953,13.20039200889078,-1.001257169809306
1118849079.0,597.0,370.35020594474935,16.05779814585569,-0.5991223709947381,599.0,350.80811938321244,15.462204975911325,-0.5546847662804164,603.0,323.200562775828,15.97495616681699,0.2183593212357464,589.0,398.8947868880219,13.09983096514458,-1.0651517828509098
1118849079.1,597.0,371.95298981677337,15.997879294610216,-0.6622987825963962,599.0,352.35150247955215,15.40545695084433,-0.6433854907025558,603.0,324.79916515916653,15.997091499940007,0.18549847765604502,589.0,400.19941197796186,12.992670833659316,-1.1247577226349992
1118849079.2,597.0,373.54945756554747,15.93147568084572,-0.7356406193845695,599.0,353.888748315448,15.339459767122618,-0.7428564616690451,603.0,326.39982824237956,16.016170164339705,0.1625905873437903,589.0,401.4929816687294,12.878722981694963,-1.191807037989542
1118849079.3,597.0,375.1389231855969,15.857836720192863,-0.8019780945268058,599.0,355.4189324141481,15.26422220686593,-0.837475554643708,603.0,328.0022424178171,16.032113344408966,-0.44269566938604005,589.0,402.7748642568382,12.75892878047472,-1.2436142559622831
1118849079.4,597.0,376.72064824080246,15.776664383896843,-0.8803586861756955,599.0,356.94118174283415,15.180764366863405,-0.9155198391242817,603.0,329.6059881957436,16.042802214071305,-0.23025109743925357,589.0,404.04456455841404,12.635077251056984,-1.2742926957926994
1118849079.5,597.0,378.29388615151413,15.688093830340026,-0.9553098030550446,599.0,358.45479662199,15.091533216230367,-0.9076092996226776,603.0,331.2103889131059,16.045212133180925,0.07852810666971712,589.0,405.3017796040886,12.50922366242137,-1.2655228075908174
1118849079.6,597.0,379.8579283290949,15.592749721290888,-1.0207439708776476,599.0,359.95938038534064,15.000142050811032,-0.909643297083911,603.0,332.8144964956488,16.036939517721862,0.4422968263881788,589.0,406.54639554924546,12.383095240734383,-1.2611515788012568
1118849079.7,597.0,381.41216569839804,15.491997664729352,-1.0343508910251276,599.0,361.4548817635481,14.909885513325342,-0.8850479770999021,603.0,334.4171885295888,16.016901161032244,-0.28253631117550077,589.0,407.7784275506741,12.257544787800851,-1.253944617474229
1118849079.8,597.0,382.9561620688639,15.387929744603388,-1.0557422595276247,599.0,362.9414883760114,14.822246735902754,-0.8575908776797491,603.0,336.01729291793754,15.985186605979175,-0.4060423849883115,589.0,408.9979126150417,12.132156499591666,-1.2579030052445679
