t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1
1118848825.3,98.0,141.06270976355088,9.34826763802158,-0.08306023642691622,103.0,128.97854274771106,9.620072808462192,-0.3487662403812677,107.0,114.53119947304285,10.327496773570589,0.2864985935210606,96.0,154.05651550108735,10.162006045836943,-0.44646269100151287
1118848825.4,98.0,141.99725271065614,9.342591304084314,-0.18031414637818519,103.0,129.93883502861536,9.585772809626269,-0.2977687714647762,107.0,115.5653685022464,10.355883810498622,0.15680397896198597,96.0,155.07048785477565,10.117441027932554,-0.5016006377542289
1118848825.5,98.0,142.9310676400554,9.333707283902072,-0.09625483824003087,103.0,130.89594594568817,9.556445531825712,-0.25503334351156537,107.0,116.60164897533862,10.369725651346762,0.059355378262942654,96.0,156.0796600448928,10.066002774405575,-0.5926819219160319
1118848825.6,98.0,143.86393493515266,9.323638618041477,-0.09766093609778888,103.0,131.85030751135196,9.530785781449516,-0.22863801440233236,107.0,117.6389146456134,10.375587754146242,0.03218940880871743,96.0,157.0832641579386,10.006079486512336,-0.6821088099520621
1118848825.7,98.0,144.7958155500983,9.313973680868285,-0.08847929358299543,103.0,132.80219940899866,9.50705217148621,-0.2365290204534836,107.0,118.67674310879701,10.380981509526075,-0.02177266734590908,96.0,158.08055416425296,9.93972063977458,-0.6711857051051259
1118848825.8,98.0,145.72677939011425,9.305303119453193,-0.07850992366079532,103.0,133.7517032873205,9.483025394952458,-0.2532227887533332,107.0,119.71519873036169,10.388130921770347,-0.024937609722432596,96.0,159.071107724629,9.871350567745049,-0.6668664461959667
1118848825.9,98.0,146.65692538532403,9.29761678474389,-0.06832850844292306,103.0,134.6986816341452,9.45654154154377,-0.28661305245761093,107.0,120.75424071448367,10.392708760668345,-0.004971439580379694,96.0,160.05491409507795,9.804776841236482,-0.6360299137269705
1118848826.0,98.0,147.58636137732353,9.29110305524088,-0.05496485821545817,103.0,135.64289095030009,9.427644781550024,-0.3024064719582171,107.0,121.79334947509795,10.389466451616638,0.026154880816096564,96.0,161.03223623876127,9.741666032426572,-0.5990946223708511
1118848826.1,98.0,148.51523535357887,9.286376469866273,-0.03450103430643154,103.0,136.5842319412836,9.399175038123936,-0.26971723985782775,107.0,122.83174423897606,10.378428825942818,-0.15936744525248725,96.0,162.0034396889343,9.682402971034689,-0.5515757493168107
1118848826.2,98.0,149.44372410514285,9.283398561417966,-0.021865500107040747,103.0,137.52290777941704,9.374341724543244,-0.2215540964698759,107.0,123.86882107829479,10.36310796043481,-0.18773380202948925,96.0,162.9689109810966,9.627022872215214,-0.5145652953289502
