t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1
1118849231.7,947.0,324.6358841918129,9.520895870557364,0.49501964249501845,952.0,314.7068602005707,9.531099783800002,-0.7688067000168048,960.0,289.2840396606128,12.038456497174945,-0.9594797525024757,948.0,339.7243998446141,11.37143051775447,0.14184447618369672
1118849231.8,947.0,325.59047120377613,9.570844368747412,0.5440986902220718,952.0,315.6558974605823,9.449645416424623,-0.7554452164243406,960.0,290.48304638136085,11.94167791778894,-1.035065600959969,948.0,340.86213455821405,11.383263754249615,0.11419255622348784
1118849231.9,947.0,326.55034014731604,9.626534502019236,0.6166535930816605,952.0,316.59693643204594,9.371134012815922,-0.7137351512971997,960.0,291.67198431310294,11.837080717055247,-1.1206165968167503,948.0,342.00103627163185,11.394770514098637,0.13478046528060775
1118849232.0,947.0,327.5161378750614,9.689420052873029,0.6962590502547192,952.0,317.53043404043126,9.29881815491666,-0.6289383461620203,960.0,292.85009060430144,11.725045106912122,-1.188366517535509,948.0,343.1412563481361,11.409631015993991,0.18675783972422802
1118849232.1,947.0,328.48858761009706,9.759574647840237,0.768415321998834,952.0,318.4571455106226,9.235411248881379,-0.5379810565917847,960.0,294.0167480421667,11.608103650393481,-1.1669979252271179,948.0,344.2831973015105,11.429188051495672,0.2020014970172338
1118849232.2,947.0,329.4683625169879,9.835923490027215,0.8255813727972349,952.0,319.37800704559794,9.181819450642838,-0.4483043987844664,960.0,295.1716311995177,11.489559496627683,-1.1666866280567096,948.0,345.4272442520475,11.451750959241922,0.2151575346497164
1118849232.3,947.0,330.45601996328236,9.917225435832508,0.8342378867859451,952.0,320.2939601783057,9.137243203541814,-0.3720618814313605,960.0,296.31471959061184,11.372208325254489,-1.1435126288756567,948.0,346.5735152047497,11.473668094795716,0.19006200298088052
1118849232.4,947.0,331.4520113573632,10.002602445801225,0.871398106136604,952.0,321.2058268178139,9.100089586619703,-0.3120203978205969,960.0,297.44624866291457,11.258373120801664,-1.097470581282156,948.0,347.72177475766057,11.49152296345171,0.1400514647888074
1118849232.5,947.0,332.45668773347353,10.090925076394157,0.8930846016092869,952.0,322.11427237719954,9.068821601080106,-0.2640151199250039,960.0,298.5666991626572,11.15063687404931,-0.9698733233151239,948.0,348.8715466709056,11.503915301439338,0.10064636371217474
1118849232.6,947.0,333.4702217223263,10.17975470066329,0.8815266719256691,952.0,323.01982768334113,9.042284521713071,-0.22486511936309378,960.0,299.67682448148213,11.051869502448294,-0.872701101595382,948.0,350.0223351693627,11.511854667711551,0.06522612033001782
1118849232.7,947.0,334.4924719654844,10.265250162478253,0.7092374547169948,952.0,323.92292714814386,9.019704774392025,-0.19111103689379333,960.0,300.7776431183634,10.964503235177622,-0.7571777446612169,948.0,351.1738278910259,11.517999765549073,0.06315977446822382
1118849232.8,947.0,335.52290918079893,10.34349414380465,0.6321613557849777,952.0,324.82395680782446,9.000888419219427,-0.08989565756260755,960.0,301.87035150641645,10.889664525883454,-0.6389907419901861,948.0,352.32599447464855,11.525331906904755,0.0900263185168143
1118849232.9,947.0,336.56068831379935,10.41208851624744,0.543806533912315,952.0,325.7233280145161,8.986535714615805,-0.06293017003170469,960.0,302.9561728618553,10.826762582893128,-0.5457375411044733,948.0,353.4790521279525,11.535821159142058,0.1338685479438265
1118849233.0,947.0,337.6048399311145,10.470943830043279,0.46519692653440353,952.0,326.6215596941568,8.978097878190207,-0.026914871056946163,960.0,304.0361968548383,10.773717276768885,-0.46468621095007806,948.0,354.63333703537097,11.549876989239223,0.1705926689762355
1118849233.1,947.0,338.6534016420956,10.500290389573125,0.46430890733552443,952.0,327.51932020962937,8.977112431216883,0.016421953282400415,960.0,305.11126783083574,10.727702243195662,-0.4118226881614671,948.0,355.7891784763764,11.566951830892926,0.19926290217644071
1118849233.2,947.0,339.7057264040347,10.546204849219103,0.4284606885520384,952.0,328.41740365842213,8.98455654468256,0.13192211089340214,960.0,306.18194935128093,10.685928165703485,-0.3839031394811943,948.0,356.94685525823735,11.586583806292214,0.22598235756941543
1118849233.3,947.0,340.76249451822093,10.589157434521178,0.40671765217377137,952.0,329.3166584437331,9.000539161488398,0.22533275780097184,960.0,307.2485531408133,10.646147624923401,-0.3803030767899966,948.0,358.10662403889125,11.60879180680865,0.21814446175160773
1118849233.4,947.0,341.8234535943194,10.63002408740924,0.3879014169706503,952.0,330.2178921930436,9.024135824739865,0.3021167164580618,960.0,308.3112141148369,10.607071855548716,-0.3768741464751648,948.0,359.2687327628297,11.633382671923595,0.23741814503084047
1118849233.5,947.0,342.88840626149187,10.669029256076328,0.3783358111573576,952.0,331.1217658942984,9.053338200343907,0.35063564498002076,960.0,309.3700055627494,10.568757102722383,-0.36555674150004286,948.0,360.4333357714915,11.658677501306384,0.231185881621979
1118849233.6,947.0,343.95718773376666,10.70660018937675,0.3676054872608972,952.0,332.0287106677001,9.085557267695798,0.3359683466924042,960.0,310.42507307095406,10.53259306136369,-0.33519947792238763,948.0,361.6003165917624,11.68093890415939,0.1812218424229253
1118849233.7,947.0,345.0296945679552,10.743536494397516,0.3657357663526036,952.0,332.93892156948147,9.118660767922428,0.3367476147401185,960.0,311.4767204380549,10.50035428065465,-0.29474781951570816,948.0,362.76914297896553,11.695588839891384,0.16357900035903894
1118849233.8,947.0,346.10588887919744,10.780349730460538,0.3651620500054874,952.0,333.85244487301895,9.151805302849166,0.3368022372944596,960.0,312.52537101759384,10.472657310097897,-0.2516761825587375,948.0,363.93889547589276,11.699461098666617,-0.033452901130450005
1118849233.9,947.0,347.18574202409644,10.81671316755396,0.35273865168846374,952.0,334.76931410067687,9.185579250317106,0.34953828218899813,960.0,313.5714102507324,10.448127352673389,-0.23226690714337006,948.0,365.1084726028451,11.692081440384143,-0.2145383106348774
1118849234.0,947.0,348.26916679424846,10.851782235463517,0.3355943151206487,952.0,335.68966620898294,9.221462915787388,0.3911270667685773,960.0,314.6150229581109,10.42412679491713,-0.2412318386611436,948.0,366.27683884043154,11.675243311297512,-0.35130198660038237
1118849234.1,947.0,349.3560081943759,10.885045767053882,0.3172997237283217,952.0,336.6137865966765,9.260944838068749,0.43540915201302627,960.0,315.656147398149,10.398362005866746,-0.26930157793328924,948.0,367.44320187699924,11.652017420090715,-0.23926887859589654
1118849234.2,947.0,350.4461006604685,10.91680355481767,0.30603969114009255,952.0,337.54207906202026,9.304904468805812,0.4848658718202788,960.0,316.6945670773715,10.370031578582505,-0.2942839470422524,948.0,368.6071134405791,11.62621385149772,-0.24413396124868636
1118849234.3,947.0,351.53933485849564,10.947880405721696,0.3124168630953965,952.0,338.4749958855393,9.353432001617577,0.5310361197591879,960.0,317.7300721037533,10.340068949048977,-0.3017714574843945,948.0,369.7685124254951,11.601765846814157,-0.21387380810226136
1118849234.4,947.0,352.6356862558337,10.979147541021876,0.3184200895301175,952.0,339.4129528224619,9.40570673682352,0.5282531579310175,960.0,318.7625998594201,10.310486164271632,-0.2867275835544987,948.0,370.92767196008884,11.581424845050451,-0.1671935618012155
1118849234.5,947.0,353.7352046956159,11.011221254642388,0.3286901610726044,952.0,340.3562336305574,9.45990942510014,0.535835053124361,960.0,319.7922818450985,10.283153549265302,-0.2373010514675986,948.0,372.085021722295,11.565570399115932,-0.14041873717284525
1118849234.6,947.0,354.8379756802498,11.044198438053973,0.3366482426480558,952.0,341.3049100924996,9.513619813727805,0.5185885034746063,960.0,320.8193910139312,10.259029827425568,-0.20580099316562694,948.0,373.2409246684931,11.552488524807819,-0.124658974648716
1118849234.7,947.0,355.9440604992213,11.077497941356333,0.3160972854706255,952.0,342.25882899060167,9.564758148305856,0.4853413879690983,960.0,321.8442587541616,10.238324977149103,-0.17450356979824583,948.0,374.3955523154039,11.540064413392706,-0.1270905031224668
1118849234.8,947.0,357.053434242348,11.109976921174114,0.3018579021409689,952.0,343.217692325369,9.612508547073418,0.4681154754141323,960.0,322.86722528405886,10.221005620801671,-0.1436165884539783,948.0,375.5489075770952,11.527040820432727,-0.1368062551112104
1118849234.9,947.0,358.1659497328381,11.140332888618785,0.2757041907153881,952.0,344.1812005873463,9.657656692422341,0.44966032404966805,960.0,323.8886271315472,10.207031328976738,-0.0741850738745959,948.0,376.7008932657217,11.512672952110398,-0.16510418775216437
1118849235.0,947.0,359.28134377286796,11.16754791196769,0.24209732133233766,952.0,345.14919311133906,9.702193787448648,0.45569398624697594,960.0,324.90906847360986,10.201795512286687,-0.05504291035421972,948.0,377.8513203259866,11.495868253222286,-0.19918228993984394
1118849235.1,947.0,360.39927484903086,11.191073611322244,0.19405456569548676,952.0,346.12172647988297,9.748473583437441,0.48508611522508754,960.0,325.92886656795326,10.194166374553312,-0.036854235651852904,948.0,378.99987969637766,11.475319154576425,-0.24627399673843856
1118849235.2,947.0,361.5193632245184,11.21069389841804,0.15843879786960097,952.0,347.0990683659146,9.79836413716699,0.5251971321809679,960.0,326.94805720608605,10.189646388117968,-0.01759147864909273,948.0,380.146174381073,11.450574539308121,-0.29013125502850595
1118849235.3,947.0,362.6412159704005,11.226361019240432,0.12303293030095924,952.0,348.0816166578839,9.85260170222278,0.5692291998263603,960.0,327.9669727234483,10.188663959123764,0.012401396651050616,948.0,381.28983329699673,11.422603779164511,-0.30274657826963086
1118849235.4,947.0,363.76445289064804,11.238377385675358,0.09285022175469172,952.0,349.069765688825,9.910378916633615,0.5966215306813167,960.0,328.98600355277705,10.191952627494171,0.0729237512223412,948.0,382.43060516379796,11.392833556910947,-0.3151261960531038
1118849235.5,947.0,364.88876732307335,11.247911262884315,0.0988675928257086,952.0,350.0637565246219,9.96943779926834,0.5950911914486368,960.0,330.00560583582495,10.20009303345299,0.1382806829012695,948.0,383.56833154911584,11.361694149402343,-0.3311636416321693
1118849235.6,947.0,366.0140265415806,11.257273107210361,0.11314489465555594,952.0,351.06357731671415,10.026978042580714,0.5429715911537842,960.0,331.0262728921418,10.213248092862596,0.20302992157204205,948.0,384.70283371185394,11.328349105354663,-0.3609035757426541
1118849235.7,947.0,367.1403518447406,11.269232955993516,0.15770315644517194,952.0,352.0689757457426,10.080990538011122,0.5026108176927951,960.0,332.04850167350287,10.231327534358433,0.21006982927881587,948.0,385.8338316561213,11.29160977999474,-0.4012508588693946
1118849235.8,947.0,368.26809284857745,11.285587120789263,0.2126605281307274,952.0,353.0795750005035,10.130994557174619,0.4653748751055598,960.0,333.07277260720736,10.254091139706599,0.25627483642308363,948.0,386.960952010126,11.25079730010091,-0.4450413141983113
1118849235.9,947.0,369.3976796486231,11.306148880090054,0.20711910624984306,952.0,354.0950075504502,10.177656441794925,0.4379132498712569,960.0,334.0995088946685,10.280634609526803,0.28750570143748055,948.0,388.08378726739943,11.205907845388305,-0.4857914672293708
1118849236.0,947.0,370.52943216795023,11.328901506484067,0.2147211352345952,952.0,355.1149836273372,10.221865095963075,0.42147409415645043,960.0,335.1289804556105,10.308796609334701,0.28943271341606985,948.0,389.2019570364565,11.157487535743734,-0.5182575191666366
1118849236.1,947.0,371.6634244221304,11.350943577121596,0.1939451980287099,952.0,356.1392836466274,10.264135289828888,0.40382719102581516,960.0,336.1612030781979,10.335655842413994,0.23383179653786043,948.0,390.3151601964465,11.106575664048382,-0.5171574114672406
1118849236.2,947.0,372.7994483294369,11.36953456896704,0.15073714121854362,952.0,357.1677189511416,10.30457080041194,0.385652955602501,960.0,337.19592831159014,10.35884882541806,0.1921497410908707,948.0,391.42321561001785,11.054532607385594,-0.5212537427724402
1118849236.3,947.0,373.9370651147921,11.382801138163195,-0.3153346986263717,952.0,358.2001019732629,10.343089642041512,0.3664053292852718,960.0,338.2327464509698,10.377513962177181,0.15066962178665952,948.0,392.5260705145012,11.00256548227737,-0.5156423549300242
1118849236.4,947.0,375.07569916374354,11.38987984082333,-0.11924884186825462,952.0,359.2362365080134,10.379601052970061,0.3433480859556891,960.0,339.2712474985213,10.392506988846836,0.12470472541695835,948.0,393.62375965053127,10.951217238338108,-0.5089052538440195
1118849236.5,947.0,376.2147232394718,11.390601673775128,0.07493327517436191,952.0,360.275919196844,10.41405272365125,0.32326114532413897,960.0,340.31116241950724,10.405791430897223,0.13323730657185284,948.0,394.7163345018365,10.900279787746989,-0.511480055338006
1118849236.6,947.0,377.3535063660362,11.385060857502097,0.2652346438325551,952.0,361.3189433522139,10.446430383716853,0.3032178224656704,960.0,341.35241110979916,10.41918237492923,0.14147189502512814,948.0,395.8038077166261,10.849184508039038,-0.5161252736020746
