t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,IDM_a0
1113433597.9,1489.0,246.5844390967818,9.863160206520451,0.37007742295455875,1495.0,236.00093648443055,8.931946524497084,0.40330880734410424,1500.0,216.25532196804886,7.5002482000578405,1.3474733958731901,1485.0,262.11137720292817,9.582779331333413,-0.24756978012130954,0.37007742295455875
1113433598.0,1489.0,247.5726427720589,9.900913299021598,0.3976628221414408,1495.0,236.89614030200823,8.972129827056097,0.4068501331668707,1500.0,217.01213343348732,7.6359811087111025,1.317221888081014,1485.0,263.0666760050664,9.523196711432066,-0.34110561128330585,-2.639460715593401
1113433598.1,1489.0,248.56471664233712,9.940564106542462,0.40866902162464636,1495.0,237.79536851210827,9.012434374943886,0.41550713031762215,1500.0,217.7823159226592,7.767668674726257,1.268055621976764,1485.0,264.01774212836347,9.498125754509918,-0.39778661564460405,-2.7463651158236817
1113433598.2,1489.0,249.560741580358,9.97993465387505,0.35013376173670757,1495.0,238.69866282570717,9.053451897033737,0.43135056299093927,1500.0,218.56539957874017,7.8940044468932875,1.2121559908767459,1485.0,264.96617984518434,9.470628581906544,-0.41261113511609004,-2.838491531611609
1113433598.3,1489.0,250.5605540817451,10.016315373866274,0.31074443931850243,1495.0,239.60619270745173,9.097145737858664,0.4707630549828306,1500.0,219.36083674557176,8.014738889738613,1.1548232011896737,1485.0,265.91185487513553,9.44287201711688,-0.28298247363631807,-2.937251089568053
1113433598.4,1489.0,251.56375002802278,10.047603551687311,0.2576245945447443,1495.0,240.51828325035333,9.144665120173208,0.5103336189262271,1500.0,220.168080682427,8.130139847365252,1.10432474904522,1485.0,266.8547786793577,9.415604067327225,-0.27794252514892626,-3.0375105256259793
1113433598.5,1489.0,252.5697729611729,10.072855111315382,0.20108554931338635,1495.0,241.43527799694527,9.195229811665648,0.5002886992307667,1500.0,220.98661282798898,8.24050306387377,1.056201814028903,1485.0,267.79497716846964,9.388365714911885,-0.28237363038695906,-3.135441536977176
1113433598.6,1489.0,253.578010391157,10.091893488366384,0.06151832125098941,1495.0,242.35739945335425,9.247199316513187,0.5056329489491767,1500.0,221.8159427470488,8.346095317323456,1.0109259451126655,1485.0,268.73238568186883,9.359804553072665,-0.3051538439391751,-3.2294767579479378
1113433598.7,1489.0,254.58783901484537,10.104678985400792,0.03718431297521643,1495.0,243.28469348016648,9.298681219731536,0.49085068291856443,1500.0,222.65561583594882,8.447366460676259,0.9943231532388321,1485.0,269.66677724801275,9.328026769805742,-0.3597524522216593,-3.3198265711179453
1113433598.8,1489.0,255.59861821195497,10.110904956792352,0.010879503027426587,1495.0,244.2169815904359,9.347080985657746,0.4459751047206665,1500.0,223.50524469342653,8.545210688878186,0.9659032977986363,1485.0,270.597753108945,9.29149044883915,-0.4160040439703897,-3.4074520647113324
1113433598.9,1489.0,256.60965829508234,10.10989670575436,-0.018663090411099224,1495.0,245.15381086748118,9.389504555247566,0.3600733723995527,1500.0,224.36456447787535,8.641185000097773,0.9568609462451233,1485.0,271.5248099492661,9.249646357582478,-0.47244954853270105,-3.4927751351593117
1113433599.0,1489.0,257.62020240002255,10.100985393050637,-0.1473786086654763,1495.0,246.09452550560033,9.424788207135807,0.29538590334011006,1500.0,225.23349712319177,8.737467906230432,0.9720857361741843,1485.0,272.4474234550656,9.202623758407437,-0.5259565802953334,-3.574888770283901
1113433599.1,1489.0,258.629459789413,10.084162394757021,-0.23442524677403057,1495.0,247.0384906597067,9.454514874991144,0.2568420872412158,1500.0,226.11218470720436,8.836283774021936,1.0200675275273043,1485.0,273.36508516835113,9.150610507303734,-0.5643563137423596,-3.652261944188687
1113433599.2,1489.0,259.63668097532104,10.060261323403422,-0.3080179629719304,1495.0,247.98526203018832,9.48091253464135,0.23354340149306335,1500.0,227.00095284111595,8.939078904209445,1.0648143443489138,1485.0,274.2773024648548,9.093735422769626,-0.6138943057569702,-3.7243097205269358
1113433599.3,1489.0,260.64121037019214,10.0303265740195,-0.3713616890330841,1495.0,248.93451210850515,9.50408903169496,0.1601824484435594,1500.0,227.90021065773794,9.046077428230573,1.105320394935335,1485.0,275.1836060424929,9.032336129991924,-0.658081909219233,-3.7919300541434606
1113433599.4,1489.0,261.64247005100844,9.994867042306185,-0.4054410735905787,1495.0,249.88581951969832,9.522059192168012,0.11125276589763854,1500.0,228.81033541955404,9.156417808091467,1.1325935732485306,1485.0,276.08356618803225,8.966866780795614,-0.6982114814746971,-3.85632190913198
1113433599.5,1489.0,262.6399030261868,9.953792461260626,-0.4666142523011452,1495.0,250.83858023610227,9.533155135912386,0.056348957697944325,1500.0,229.73158447786003,9.268563358027944,1.10165867796533,1485.0,276.97676733238626,8.897156106284408,-0.7510556218186075,-3.9177512917343162
1113433599.6,1489.0,263.6329364051173,9.906875117349072,-0.5294888994116635,1495.0,251.79212838623926,9.537807866826386,0.01392949166856321,1500.0,230.66403413568688,9.380429798509354,1.0871877048174996,1485.0,277.86271720908724,8.821841427733787,-0.8198832226187842,-3.9759855766752
1113433599.7,1489.0,264.62098381903365,9.854073160978079,-0.5915505877532065,1495.0,252.74593179948386,9.53826039806573,-0.014725495968404077,1500.0,231.607521165768,9.489310803111893,1.0432438352620244,1485.0,278.7407613884525,8.73904215957169,-0.9071717041231881,-4.031604400698224
1113433599.8,1489.0,265.6034653551325,9.795557561000527,-0.6249046034840369,1495.0,253.69970771938657,9.53725799998892,-0.01670321006186332,1500.0,232.5616196669219,9.592659219966865,0.9789337492382466,1485.0,279.61011421893926,8.648014450164673,-0.9915148119657927,-4.086093344645412
1113433599.9,1489.0,266.5798335719382,9.731806775112474,-0.6747432518705524,1495.0,254.65339781937016,9.536543999682506,-0.005683211315978867,1500.0,233.52573591565806,9.689665754756254,0.9339566266098327,1485.0,280.4700246199591,8.550193570231771,-1.0049906765954704,-4.140479344642047
1113433600.0,1489.0,267.5496183255777,9.663888297678008,-0.7098687541941429,1495.0,255.60700960040262,9.535691620966816,-0.02104185999212353,1500.0,234.49930603594572,9.781736650996994,0.8965694168458568,1485.0,281.31996207597734,8.44855555013281,-1.0263272456213464,-4.194475508036911
1113433600.1,1489.0,268.5124868410791,9.593482012350433,-0.7254606531977863,1495.0,256.5604164324676,9.532445020331894,-0.09252278542807048,1500.0,235.48195529771198,9.87124858432871,0.8830800908046847,1485.0,282.1596875665634,8.345954261587536,-1.0242423745033244,-4.247436487574855
1113433600.2,1489.0,269.468263933433,9.522059834725875,-0.7390951853468878,1495.0,257.51129522548274,9.485130839971143,-0.21680728831385504,1500.0,236.4735268184899,9.960181831229127,0.8850641461604875,1485.0,282.9891864768344,8.244023943831891,-1.0129173524640687,-4.299894320643188
1113433600.3,1489.0,270.41684293085814,9.449520113778256,-0.7569652852969381,1495.0,258.4589726020108,9.468416690590466,-0.3860889764693601,1500.0,237.47401254919123,10.049532782798341,0.8801208261539569,1485.0,283.80855496429166,8.14334580531335,-0.9949790867106155,-4.353103147463405
1113433600.4,1489.0,271.35800243610794,9.373669991216364,-0.8073689660061723,1495.0,259.4044908091144,9.441947451481997,-0.5686832363838744,1500.0,238.48344571963835,10.139130626143814,0.8787266732466852,1485.0,284.6179233174802,8.044021258458455,-0.9816838778220021,-4.406260960367504
1113433600.5,1489.0,272.2912743273883,9.29176783439194,-0.8817825455356093,1495.0,260.3468899212721,9.406034791672377,-0.40810910054413563,1500.0,239.50178943853211,10.22774375173148,0.8607903567892539,1485.0,285.41741636834416,7.945839758822487,-0.972231244652422,-4.454724965566853
1113433600.6,1489.0,273.2160396509333,9.203538636507314,-0.8822562530210165,1495.0,261.2853503690509,9.363174163902809,-0.46010011307714715,1500.0,240.52884545370378,10.313376551701843,0.8202214898219696,1485.0,286.2071293761534,7.848420397360986,-0.9665165264367064,-4.492626012592392
1113433600.7,1489.0,274.13185196644827,9.112707673791476,-0.8799829397694985,1495.0,262.21936365564676,9.3170915680139,-0.47337511629740125,1500.0,241.56419021715885,10.393518717399527,0.7282024499381302,1485.0,286.98714063260906,7.751804731751176,-0.9388163045720377,-4.518879075552125
1113433600.8,1489.0,275.03873254250277,9.02490384729825,-0.8235258604996871,1495.0,263.1487546830815,9.270728980682112,-0.46577177873151293,1500.0,242.60715578548476,10.465792649118644,0.6438339684295975,1485.0,287.7575780193152,7.656943002371295,-0.9146394261031503,-4.5402652553680305
1113433600.9,1489.0,275.93717955914803,8.944036485608148,-0.7454064718999556,1495.0,264.073556091156,9.225299180807358,-0.46469222169814295,1500.0,243.65691174712828,10.529326583751622,0.5622837844749643,1485.0,288.518691721162,7.565331034565768,-0.8753208438347363,-4.567218312661286
1113433601.0,1489.0,276.82790245762783,8.870421483988299,-0.7174041391148259,1495.0,264.99381746880493,9.17992837217162,-0.475015871270228,1500.0,244.71265901396794,10.585618753041228,0.5063574876564335,1485.0,289.27087012715185,7.478237085232156,-0.8263641302299202,-4.606834951806713
1113433601.1,1489.0,277.71147503518614,8.801030067177104,-0.6970665384314704,1495.0,265.90941578092634,9.132037870255676,-0.5168794371875767,1500.0,245.77381927594243,10.637586486449441,0.48044045565739263,1485.0,290.0145965144774,7.39629066127719,-0.7667358376063994,-4.6593645925520875
