t,veh_ID1,Y1,v1,a1,Following1,veh_ID2,Y2,v2,a2,Following2,veh_ID3,Y3,v3,a3
1113433676.6,1726.0,218.80005071302912,6.147587908669894,0.5993902362136817,1732.0,1732.0,201.89312948221303,3.915872775514622,-0.0895702256296648,1739.0,1739.0,185.57081633221384,5.57691229045132,0.31365700921431516
1113433676.7,1726.0,219.4178158323903,6.207714478552805,0.5918617942977893,1732.0,1732.0,202.2853842099322,3.929221778868678,0.45830021917380076,1739.0,1739.0,186.13002596672519,5.607280399775982,0.2931011610134342
1113433676.8,1726.0,220.0416425285845,6.268819445331309,0.6264798636012584,1732.0,1732.0,202.68165318368537,3.9961576961948,1.1088531498344352,1739.0,1739.0,186.69221551483957,5.636510562511778,0.2909207109912408
1113433676.9,1726.0,220.67173761538885,6.333082290756591,0.6625761568381764,1732.0,1732.0,203.08730296478322,4.116837925762351,1.7166019405622004,1739.0,1739.0,187.2573441386439,5.666061913575153,0.29951853918657584
1113433677.0,1726.0,221.30838893382665,6.399944077998845,0.6786123450338047,1732.0,1732.0,203.50722781588516,4.2816590962765,2.142313615889096,1739.0,1739.0,187.82547883594725,5.696632032491875,0.31557390098663873
1113433677.1,1726.0,221.9517430071116,6.467137387700017,0.6692262050697851,1732.0,1732.0,203.9449022042697,4.471828671414631,1.9389061075783347,1739.0,1739.0,188.39672864870417,5.728364222646557,0.3271932007030931
1113433677.2,1726.0,222.60172532161587,6.532508902385612,0.6172848090838954,1732.0,1732.0,204.40191645673357,4.668456377862705,1.9250056905996775,1739.0,1739.0,188.9712050884335,5.761164571940647,0.3372105277317507
1113433677.3,1726.0,223.25807351981328,6.594455061562096,0.5773365776324236,1732.0,1732.0,204.87836082947703,4.860431077006848,1.8474703168478164,1739.0,1739.0,189.54900521730633,5.794838005515598,0.3448783919868866
1113433677.4,1726.0,223.92038415429846,6.65175762814285,0.527733897456793,1732.0,1732.0,205.37357491934554,5.043850720363287,1.7568911273503351,1739.0,1739.0,190.13020299931375,5.829117634632714,0.3442025009577036
1113433677.5,1726.0,224.5881770739489,6.704100764865559,0.4816947968810792,1732.0,1732.0,205.88670025514634,5.218655995652248,1.681888353643096,1739.0,1739.0,190.7148440938198,5.863704255488295,0.3457853804908595
1113433677.6,1726.0,225.26102780771674,6.7529139104910305,0.23777663758787285,1732.0,1732.0,206.4169496816403,5.386332534226455,1.6203678889945556,1739.0,1739.0,191.30294106756043,5.898235219323357,0.34309216786572405
1113433677.7,1726.0,225.9387187948417,6.800905832008339,0.24098332682316798,1732.0,1732.0,206.9636882869263,5.548439571493841,1.5722014492304273,1739.0,1739.0,191.89446531796014,5.932249788671787,0.33548353749467086
1113433677.8,1726.0,226.62124543129985,6.8496268971547725,0.24505046132517186,1732.0,1732.0,207.52641502399553,5.70609516989189,1.5327003362173954,1739.0,1739.0,192.48937650705943,5.965973993313609,0.35065105955826364
