t,a_0_origin,a_1_origin,a_2_origin,v_0_origin,v_1_origin,v_2_origin,x_0_origin,x_1_origin,x_2_origin
1113433787.1,-0.0621659734440259,-0.3917995787556484,0.0946739987392043,4.953863703128632,6.476189161806832,7.052177612082627,0.0,-16.92530325756607,-39.737478753906686
1113433787.2,-0.0448093403974803,-0.3558557548613531,0.0933492402836436,4.940494366508424,6.438332524086412,7.061208346815908,0.4947179034818703,-16.279577173271406,-39.03180945596171
1113433787.3,-0.0121846528196656,-0.3194127123266463,0.0684506133981021,4.933371490647747,6.405040086079791,7.069650321323793,0.9884111963396265,-15.637408542763097,-38.32526652255473
1113433787.4,0.0261163648205361,-0.3171438218978134,0.0560711555247505,4.9351126189580725,6.373656243973806,7.0768512736312905,1.4818354018199216,-14.998473726260414,-37.617941442806995
1113433787.5,0.0908079822300471,-0.3415802834820923,0.0417230511565637,4.944559342944569,6.341179484718111,7.082506601405327,1.9758189999150773,-14.362731939825807,-36.90997354905517
1113433787.6,0.0851266755167404,-0.3876767515775662,0.0250538050900584,4.956538137365217,6.304933266829622,7.086368231072462,2.4708738739306,-13.730426302248446,-36.20152980743126
1113433787.7,0.0490619573385856,-0.4439882539604837,0.013971041068914,4.965674586471653,6.263303655264688,7.08878018384074,2.966984510122444,-13.102014456143706,-35.4927723866856
1113433787.8,0.007081443829241,-0.4554738747050372,0.0329276910244935,4.969497200328857,6.218280408182779,7.09201323518769,3.463743099462448,-12.47793525297135,-34.783732715734146
1113433787.9,-0.0521684055740162,-0.4220938533022335,0.0730739467776766,4.96776714883603,6.174353101640366,7.08745017909082,3.960606316920689,-11.8583035774802,-34.07475954502024
1113433788.0,-0.1163372271590409,-0.3821088567170918,0.0935775101048156,4.9606216618002215,6.1340099934750905,7.098919397989478,4.45702575745247,-11.242885422724441,-33.365441066166255
1113433788.1,-0.1837412987920368,-0.3590668516865045,0.5003668260325677,4.947896821792618,6.0967389217467165,7.11013520273833,4.9524516816321125,-10.631347976963355,-32.65498833612986
1113433788.2,-0.2365526497340792,-0.3499276072619693,0.1270035389463159,4.930074242738655,6.061086129790809,7.116123014022224,5.4463502348586985,-10.023456724386534,-31.943675425291843
1113433788.3,-0.2381638299620003,-0.3533595483659657,-0.2483743980161599,4.908887190710113,6.025720337677207,7.114964614072143,5.938298306531124,-9.419116401013014,-31.232121043887105
1113433788.4,-0.258967028705614,-0.3862421495976635,-0.5148207421410377,4.885600672985226,5.9895637070719365,7.107680450319522,6.428022699715882,-8.818352198775614,-30.520988790667502
1113433788.5,-0.2973587734602518,-0.4070612203131389,-0.1324624270908009,4.859541355952142,5.951797705279501,7.0965527252205,6.915279801162768,-8.221284128158032,-29.810777131890518
1113433788.6,-0.3469588902174727,-0.4396697745255146,-0.1462347686739433,4.829360339356424,5.911488227869383,7.083478390100565,7.399724885928208,-7.628119831500612,-29.10177557612448
1113433788.7,-0.381798171914413,-0.489062664141881,-0.1648877154943117,4.7947423384755785,5.867274989562642,7.068882909115547,7.8809300198198,-7.039181670629006,-28.394157511163627
1113433788.8,-0.418007381981044,-0.555958041645743,-0.1924292395177214,4.75626892516709,5.817360126214116,7.05212033782005,8.35848058300192,-6.454949914840114,-27.688107348816885
1113433788.9,-0.4542253424799512,-0.6441567850267251,-0.1988757278846518,4.714311514461536,5.759869974141085,7.0329513101428205,8.832009604983398,-5.8760884098223585,-26.983853766418747
1113433789.0,-0.4914992095735055,-0.7279086896002036,-0.2077137855358959,4.668818892673748,5.694142719517321,7.012217163950428,9.301166125340188,-5.303387775139413,-26.28159534271407
1113433789.1,-0.5244452562787587,-0.777433293124275,-0.2022228597875089,4.620189327880687,5.622031003550358,6.991312329828546,9.765616536367872,-4.737579088986109,-25.58141886802511
1113433789.2,-0.5544286815626717,-0.7632977998209696,-0.1862472554960045,4.568787286935042,5.546814445274422,6.971502187422503,10.22506536710867,-4.179136816544826,-24.883278142162567
1113433789.3,-0.6122490324236844,-0.7643700329279763,-0.1757281327447096,4.513201908957813,5.470812120971783,6.953445347272415,10.67916482690336,-3.6282554882325257,-24.187030765427807
1113433789.4,-0.6928493879043682,-0.7638594333350102,-0.1625911975764087,4.451021592901597,5.394781855089464,6.936966983605435,11.127376001996254,-3.084975789429393,-23.49251014888395
1113433789.5,-0.7243170613024456,-0.7729741677740075,-0.1613629120847161,4.381792092063739,5.318323528713305,6.921188300119209,11.569016686244566,-2.54932052023932,-22.799602384697693
1113433789.6,-0.7506123472406578,-0.7777713046077445,-0.1765367101815561,4.30803865404331,5.240364301888626,6.904730378978984,12.003508223549886,-2.021386128709196,-22.108306450742845
1113433789.7,-0.748766654733241,-0.7887507291662581,-0.2343964815345741,4.233062620851016,5.160799988126201,6.885823452013676,12.430563287294603,-1.5013279142084741,-21.418778759193174
1113433789.8,-0.7377422420792203,-0.7760240124507429,-0.2983495334167211,4.158730153715405,5.081324420068217,6.8623940151704375,12.850152926022986,-0.9892216937987257,-20.731367885833947
1113433789.9,-0.7172106546735953,-0.7396685742782527,-0.389577225987219,4.085648261528182,5.004341755325635,6.83213994266705,13.2623718467851,-0.484938385029011,-20.0466411879421
1113433790.0,-0.7055916500340871,-0.6828905631820977,-0.5043222045965643,4.013851980245965,4.932142839838326,6.792827475440085,13.667346858873799,0.011885844729107475,-19.365392817036707
1113433790.1,-0.6990188724971255,-0.6027234902973545,-0.5710303880355498,3.9429736777341247,4.86694660886135,6.743158907460168,14.065188141772808,0.5018403171641239,-18.688593497891702
1113433790.2,-0.6888476931902,-0.5319065887620817,-0.6610972880054241,3.8729402950199017,4.809407097288979,6.683844781008293,14.45598384041051,0.9856580024716379,-18.017243313468242
1113433790.3,-0.649404969651467,-0.5645083940278031,-0.7202508404556279,3.8045813744886816,4.753805554764516,6.61734724251548,14.83985992388591,1.4638186350742899,-17.35218371229209
1113433790.4,-0.6202958177130794,-0.6136207293936823,-0.7585664974246163,3.738889713044563,4.693939936211392,6.546157575824371,15.217033478262607,1.9362059096230837,-16.694008471375042
1113433790.5,-0.5973476108958568,-0.5239380249666176,-0.7366843013366821,3.6758913903941774,4.636029114322128,6.4720644060680455,15.58777253343456,2.402704362149791,-16.043097372280442
1113433790.6,-0.5573979077771929,-0.442358955493971,-0.7350235923649328,3.616147273967943,4.586836883931304,6.396996941278894,15.952374466652685,2.863847662062426,-15.399644304913096
1113433790.7,-0.5123680918318038,-0.4944962200513347,-0.7078737935222986,3.562136743884922,4.539143476448759,6.323399015241393,16.311288667545313,3.32014668008145,-14.763624507087087
1113433790.8,-0.4741194181140625,-0.5507958748876107,-0.6662356435216179,3.5136719900441435,4.486498543220832,6.253309758926883,16.665079104241812,3.7714287810649125,-14.134789068378609
1113433790.9,-0.5099493911979474,-0.5269441838498384,-0.6295585888861195,3.465326063588056,4.432745898279582,6.187482672993493,17.01402900692335,4.217391003139909,-13.512749446782607
1113433791.0,-0.5638029275435072,-0.5163036563799702,-0.5930948446970946,3.412574111546995,4.38071356424229,6.1256383303136985,17.357924015680084,4.65806397626605,-12.897093396617294
1113433791.1,-0.5834283656624373,-0.540964937157117,-0.5685397526743466,3.35611276101619,4.327981940456764,6.066880446734215,17.696358359308277,5.093498751500988,-12.287467457764933
1113433791.2,-0.5809123928291926,-0.5651090187681078,-0.5630828008152549,3.298711796260647,4.272997677993378,6.009640634486611,18.029099587172112,5.523547732423509,-11.683641403703803
1113433791.3,-0.593548014197082,-0.5773426901876887,-0.5968097734426158,3.2408119418247083,4.216384538163197,5.952055074286212,18.356075774076373,5.948016843231358,-11.085556618265173
1113433791.4,-0.6273043251443675,-0.5864215397257935,-0.6198463046663125,3.180625006349703,4.15871527603073,5.892724356597029,18.67714762148509,6.366771833940987,-10.49331764672101
1113433791.5,-0.629501217265178,-0.5849753734251275,-0.6484724206957537,3.117593451232882,4.100667783326229,5.830874289360834,18.992058544364227,6.779740986908877,-9.9071377144231
1113433791.6,-0.6263692081781309,-0.5989668953689976,-0.6833203335366032,3.053541172271924,4.041612815782706,5.765928885853972,19.300615275539485,7.186855016864314,-9.32729755566237
1113433791.7,-0.6027762098935444,-0.5925095124704869,-0.7357979524822801,2.9908519301280783,3.981802858885798,5.697210191052083,19.602834930659498,7.588025800597791,-8.754140601817028
1113433791.8,-0.5704000217670785,-0.5142576324158092,-0.7869379085829188,2.931017245165123,3.926245153508656,5.623957437825433,19.898928389424213,7.983428201217492,-8.18808222037319
1113433791.9,-0.5203019517312653,-0.5053894306798217,-0.8470367585326787,2.8746887855224883,3.875060718388875,5.545353428995506,20.189213690958525,8.373493494812323,-7.629616677032146
1113433792.0,-0.484601021824507,-0.5835485689028937,-0.9177226404084776,2.822084162120427,3.820500468689194,5.460457887975923,20.47405233834067,8.758271554166242,-7.079326111183548
1113433792.1,-0.4591456525987101,-0.6368978152156356,-0.966093900661661,2.7726809463857625,3.7594505688032727,5.368460665051448,20.753790593765956,9.137269106040833,-6.537880183532195
1113433792.2,-0.4259823744710293,-0.6494557687936009,-1.0336385990966777,2.726346297417755,3.695103819496149,5.2694167842966335,21.02874195595615,9.50999682545583,-6.005986311064788
1113433792.3,-0.3274406524709302,-0.6222859104537297,-1.0716244609741945,2.6856856854599376,3.63148799563931,5.165146126343948,21.29934355510005,9.876326416212606,-5.484258165532793
1113433792.4,-0.2362239093560125,-0.5807671311848563,-1.0667068482580289,2.654078078253271,3.5712816623526087,5.059237645468898,21.566331743285758,10.236464899112207,-4.973038976942149
