t,a_0_origin,a_1_origin,a_2_origin,v_0_origin,v_1_origin,v_2_origin,x_0_origin,x_1_origin,x_2_origin
1118848902.4,0.090094651774533,1.964024210778501,1.8721231123056647,10.930559355264563,6.745417861238205,3.4597159844700065,0.0,-18.99317666678421,-33.33988087124912
1118848902.5,0.0272496993780857,1.9596606285366207,1.9065606993351256,10.938643624644888,6.942385457959964,3.647134922515272,1.0934601489956748,-18.30878650082427,-32.98453832589996
1118848902.6,-0.0825684528327428,1.9385445869352087,1.934940159728327,10.936980241261352,7.1380739865406095,3.837669523290205,2.187241342290875,-17.60476352859942,-32.61029810360955
1118848902.7,-0.2386428023343901,1.8733390411714392,1.9340417530374945,10.923206015005269,7.330723256984717,4.030588381918986,3.2802506551042825,-16.881323666423086,-32.216885208349126
1118848902.8,-0.380007203655082,1.8209512125930345,1.940463739159117,10.896676978370536,7.518727248417811,4.224805820615199,4.371244804772957,-16.13885114115304,-31.80411549822233
1118848902.9,-0.4573235510834729,1.7605830067301091,1.9327855382571069,10.860770443087585,7.700993037631523,4.418960289000085,5.459117175846032,-15.377865126850438,-31.37192719274168
1118848903.0,-0.3635947769022659,1.694693361390724,1.915475469891262,10.821126040270762,7.8768335114679315,4.611862169754271,6.543212000013838,-14.59897379939548,-30.920386069803996
1118848903.1,-0.335878601733265,1.6043919457446931,1.889649510721928,10.782586369656084,8.045679919173264,4.802865031953494,7.623397620510218,-13.802848127863555,-30.449649709718727
1118848903.2,-0.2837248108427362,1.527632843324091,1.8686418833624667,10.748447384296831,8.206933440224763,4.991780601219735,8.69994930820782,-12.9902174598936,-29.959917428059924
1118848903.3,-0.2143479265447179,1.4449206857178711,1.8466084495186847,10.721004511090568,8.359976521092106,5.178532653683681,9.773421902976992,-12.161871961827757,-29.451401765314884
1118848903.4,-0.1600363477194457,1.3563871741805036,1.8251734985617567,10.70137142866847,8.50420295171758,5.363099709350254,10.844540699965094,-11.318662988187185,-28.92432014716293
1118848903.5,-0.0997291529589377,1.238816343840882,1.8001378556361545,10.68867354364335,8.639013184069968,5.545872366169981,11.914042948580601,-10.461502181397876,-28.378871543387092
1118848903.6,-0.0822968479379092,1.140174120370716,1.7949220423106975,10.679775729172468,8.763791600779529,5.727664331905942,12.982465412221416,-9.591361942155402,-27.815194708483318
1118848903.7,-0.112565837186289,1.0353377843139775,1.7814777194200362,10.67025043052836,8.877897535663651,5.908512707565592,14.049966720206456,-8.709277485333288,-27.233385856509642
1118848903.8,-0.205716879573592,0.9288934345532212,1.7327881726939012,10.655908610088227,8.980921765995301,6.086219149956487,15.116274672237452,-7.816336520250246,-26.633649263633586
1118848903.9,-0.3151906011992041,0.8414874064089333,1.6014390233772666,10.633525947899525,9.073335352377848,6.256804945176056,16.18074640013687,-6.913623664331595,-26.016498058876948
1118848904.0,-0.4465138898468894,0.7653635879537078,1.4896278695769216,10.60079657667726,9.156768701274688,6.416939733648688,17.2424625263656,-6.002118461649047,-25.38281082493569
1118848904.1,-0.5852411948550479,0.707188137550476,1.3831486256009389,10.556463511066324,9.233228760305488,6.565765842016998,18.3003255307528,-5.082618588570085,-24.733675546152327
1118848904.2,-0.6513283227728193,0.6595088125312635,1.289781887463446,10.500642353540751,9.304192467502045,6.704238795574667,19.35318082398321,-4.155747527179599,-24.070175314272717
1118848904.3,-0.7501006394035653,0.6103751647320784,1.1944243735127935,10.434642360555625,9.370690146822277,6.833204685777916,20.39994505968791,-3.222003396463421,-23.393303140205205
1118848904.4,-0.8379987759733405,0.5782351784656964,1.1002129710769966,10.359851163068305,9.43349912357622,6.952598463800794,21.439669735869145,-2.281793932943529,-22.704012982726198
1118848904.5,-0.9325188560759478,0.536072617759208,1.0053702908384976,10.27646901923577,9.492381778325434,7.062155445070452,22.471485744984236,-1.3354998878485276,-22.003275287282563
1118848904.6,-1.029912671532807,0.4684341512456409,0.9227035167907672,10.183447694118174,9.545462287564366,7.162476315705008,23.494481580651964,-0.38360768455387984,-21.292043699243848
1118848904.7,-1.1493363630336242,-0.5352538770321877,0.8964851524494417,10.079544664079236,9.590001858042555,7.255475800999818,24.50763119856184,0.5731655227264554,-20.5711460934088
1118848904.8,-1.270124417711786,-0.3810678155860907,0.8633075155569335,9.96418873082316,9.623874963818496,7.343790185571468,25.50981786830694,1.53385936381936,-19.841182794080126
1118848904.9,-1.3868453580919529,-0.2317161556234734,0.8503373184590926,9.837508757103308,9.448244873686868,7.4297886623477245,26.499902742703412,2.4874653556946384,-19.102503851684077
1118848905.0,-1.483426547221163,-0.1058637124847226,0.8531328274839952,9.699825813081167,9.460467477337918,7.51527652708898,27.47676947121262,3.432900973246035,-18.355250592212187
1118848905.1,-1.5994811860827454,0.0072037582075398,0.8916405841961358,9.551106492105053,9.4646117019699,7.601802082394771,28.43931608647175,4.37915493221152,-17.59939666173804
1118848905.2,-1.7225469045720423,-0.0519078831876722,0.9256066882930516,9.390852016575824,9.462680098538067,7.6908901793823965,29.386414011905728,5.325519522236874,-16.834762048649168
1118848905.3,-1.848975818545877,-0.0849750268365213,0.972640447665678,9.218561931960298,9.456765577252192,7.783949185448853,30.316884709332683,6.271491806026319,-16.061020080407857
1118848905.4,-1.929207493289831,-0.0860065994949611,1.0195061084886283,9.034382767438988,9.449377697580086,7.881611483967634,31.22953194430268,7.216798969767879,-15.27774204693688
1118848905.5,-2.026965908525274,0.1011752460615525,0.9947727451995354,8.8396003056428,9.443043126838738,7.982741465259109,32.12323109795683,8.161420010988962,-14.484524399475447
1118848905.6,-2.0961029339317525,0.0390343974065877,0.98425709095851,8.636600735674412,9.43941459948774,8.08450090066672,32.99704115002264,9.105542897305114,-13.681162281179368
1118848905.7,-2.1433759465827187,-0.0253661177882086,0.9452120849212594,8.427869709703588,9.439060873986364,8.18371198398982,33.85026467229143,10.049466670978816,-12.867751636946338
1118848905.8,-2.174537116191942,-0.080384055043519,0.8787891283536186,8.214817539206008,9.441797614377398,8.277500026117572,34.68239903473709,10.993509595397,-12.044691036441122
1118848905.9,-2.218047403828233,0.1059952812297004,0.7797688274920124,7.997620289423342,9.44648907390238,8.363044570202396,35.49302092616843,11.937923929811078,-11.212663806625002
1118848906.0,-2.2659027208260016,0.042107507534972,0.6797813042231642,7.775905344429359,9.450137561985994,8.43858598936388,36.281697207861114,12.882755261605638,-10.372582278646647
1118848906.1,-2.3170206512883595,-0.1431693369706555,0.6076917840437,7.54929653409202,9.447647920275127,8.505221277941173,37.04795730178715,13.827644535718676,-9.525391915281489
1118848906.2,-2.3670950888959594,-0.4299241677816826,0.5840446453265972,7.317266749992558,9.433529855110226,8.56690155817609,37.79128546599135,14.771703424487939,-8.671785773475605
1118848906.3,-2.435986986864412,-0.4274181877446661,0.6230677121698812,7.078924986950575,9.4039900023036,8.628173226310933,38.511095052838485,15.71357941735856,-7.812032034251246
1118848906.4,-2.500396208656868,-0.62689962899186,0.6500702687505692,6.833968466259588,9.35724890481512,8.691605543499323,39.20673972549902,16.651641362714358,-6.946043095760956
1118848906.5,-2.53136545993218,-0.8251583562635175,0.6645458618033748,6.5842790109510645,9.292874782733202,8.757104451413433,39.87765209935968,17.58414754709183,-6.073607596015066
1118848906.6,-2.476633234760564,-1.007684064649993,0.6618722228871745,6.333782375557611,9.21161933497636,8.823191375166727,40.52355516868501,18.509372252977343,-5.194592804686025
1118848906.7,-2.43391090038024,-1.0836456423632794,-0.0183231942168898,6.08616959849116,9.11527397853862,8.888128832872034,41.14455276738765,19.425716918652952,-4.309026794284165
