t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,124,48.2567,7.3239,0.6303,136,34.5104,7.7673,0.5591,140,25.9615,7.3695,-0.4345,146,16.0564,6.9748,0.0921,162,0.3113,12.3052,-1.6246,164,0.0,6.3121,0.2112
0.1,124,48.9923,7.3866,0.6328,136,35.2899,7.8229,0.4917,140,26.6963,7.3274,-0.3585,146,16.7545,6.9869,0.0475,162,1.5337,12.1427,-1.6502,164,0.6323,6.3331,0.2035
0.2,124,49.7341,7.4512,0.6389,136,36.0747,7.8725,0.4443,140,27.4273,7.2924,-0.3009,146,17.4535,6.9919,0.0106,162,2.7398,11.9794,-1.6378,164,1.2666,6.3535,0.1992
0.3,124,50.4824,7.5149,0.6156,136,36.8642,7.9172,0.3444,140,28.155,7.2616,-0.2794,146,18.1526,6.9916,-0.014,162,3.9297,11.8176,-1.598,164,1.903,6.3736,0.195
0.4,124,51.237,7.5756,0.5808,136,37.6578,7.9561,0.2856,140,28.8797,7.2322,-0.2795,146,18.8516,6.9884,-0.1358,162,5.1034,11.657,-1.589,164,2.5413,6.3934,0.1909
0.5,124,51.9974,7.6334,0.5716,136,38.4549,7.9859,0.1983,140,29.6015,7.2035,-0.2678,146,19.5503,6.9851,-0.0846,162,6.2611,11.4975,-1.575,164,3.1816,6.4125,0.1817
0.6,124,52.7636,7.6902,0.5745,136,39.2544,8.0041,0.0967,140,30.3205,7.1768,-0.2424,146,20.2488,6.9849,0.0674,162,7.403,11.3404,-1.5422,164,3.8238,6.4305,0.1692
0.7,124,53.5355,7.7483,0.5989,136,40.0551,8.0097,-0.0077,140,31.037,7.1529,-0.213,146,20.9475,6.9899,0.2727,162,8.5294,11.1872,-1.5272,164,4.4676,6.4473,0.1439
0.8,124,54.3134,7.8086,0.6194,136,40.8558,8.0033,-0.1568,140,31.7512,7.1319,-0.1507,146,21.6471,7.0004,0.1,162,9.6406,11.0374,-1.5038,164,5.1129,6.4574,0.1361
0.9,124,55.0973,7.8698,0.607,136,41.6552,7.9859,-0.2889,140,32.4635,7.1137,-0.1259,146,22.3478,7.0135,0.1049,162,10.7369,10.8875,-1.5277,164,5.7594,6.4723,0.1279
1.0,124,55.8873,7.9302,0.591,136,42.4525,7.959,-0.3996,140,33.1742,7.1005,-0.0751,146,23.0497,7.0249,0.073,162,11.8179,10.7334,-1.5918,164,6.4073,6.4863,0.1218
1.1,124,56.6832,7.9889,0.5723,136,43.2467,7.9244,-0.3776,140,33.884,7.0948,-0.0113,146,23.7525,7.0308,0.0196,162,12.8832,10.5721,-1.6466,164,7.0566,6.5003,0.134
1.2,124,57.485,8.0459,0.5583,136,44.0371,7.8845,-0.42,140,34.5935,7.0956,-0.0453,146,24.4555,7.0301,-0.0411,162,13.932,10.4041,-1.7042,164,7.7074,6.5151,0.1469
1.3,124,58.2924,8.1027,0.6023,136,44.8234,7.8416,-0.4346,140,35.3032,7.0979,-0.0235,146,25.1582,7.0243,-0.0792,162,14.9639,10.2329,-1.7112,164,8.3597,6.5308,0.1493
1.4,124,59.1057,8.1627,0.6571,136,45.6054,7.7988,-0.4186,140,36.013,7.0977,0.0301,146,25.8603,7.0163,-0.0854,162,15.9787,10.0634,-1.6689,164,9.0135,6.5453,0.124
1.5,124,59.9253,8.2291,0.7371,136,46.3833,7.7594,-0.2648,140,36.7226,7.0955,0.0343,146,26.5615,7.0086,-0.0743,162,16.9768,9.8991,-1.587,164,9.6686,6.5557,-0.0144
1.6,124,60.7519,8.3028,0.8115,136,47.1577,7.7269,-0.2004,140,37.4321,7.0952,0.0198,146,27.262,7.0021,-0.0474,162,17.9588,9.7405,-1.5325,164,10.3244,6.5606,-0.0037
1.7,124,61.5862,8.3835,0.8632,136,47.9293,7.7053,-0.1092,140,38.1419,7.0993,0.0817,146,27.962,6.997,-0.0366,162,18.9252,9.5874,-1.4775,164,10.9804,6.5607,0.0033
1.8,124,62.429,8.472,0.9549,136,48.6994,7.697,-0.0106,140,38.8522,7.1082,0.138,146,28.6615,6.9932,-0.026,162,19.8765,9.44,-1.4216,164,11.6364,6.5582,0.0058
1.9,124,63.2811,8.5699,1.0565,136,49.4693,7.7009,0.087,140,39.5637,7.1216,0.1888,146,29.3607,6.9907,-0.0144,162,20.8134,9.2972,-1.4221,164,12.292,6.5548,-0.0452
2.0,124,64.1433,8.6752,1.1082,136,50.24,7.7129,0.138,140,40.2767,7.138,0.163,146,30.0597,6.9897,-0.0045,162,21.736,9.1556,-1.4317,164,12.9473,6.55,-0.0714
2.1,124,65.0162,8.7818,1.0323,136,51.012,7.7276,0.1379,140,40.9913,7.1545,0.1455,146,30.7587,6.9898,0.0083,162,22.6444,9.0114,-1.4731,164,13.6019,6.5417,-0.1279
2.2,124,65.8994,8.8838,0.9703,136,51.7854,7.7401,0.0972,140,41.7075,7.1679,0.1045,146,31.4577,6.9906,0.0122,162,23.5381,8.8634,-1.5093,164,14.2554,6.5284,-0.1921
2.3,124,66.7927,8.9805,0.9257,136,52.5597,7.7469,0.0438,140,42.4247,7.1778,0.0801,146,32.1568,6.9915,0.009,162,24.417,8.7136,-1.4121,164,14.9073,6.5111,-0.1736
2.4,124,67.6954,9.0738,0.9065,136,53.3343,7.7457,-0.0772,140,43.143,7.1873,0.1055,146,32.856,6.9922,0.0092,162,25.2809,8.5654,-1.3795,164,15.5575,6.4931,-0.1622
2.5,124,68.6073,9.1653,0.8854,136,54.1084,7.7357,-0.1983,140,43.8623,7.1996,0.1445,146,33.5553,6.9937,0.0307,162,26.1303,8.4215,-1.3311,164,16.2061,6.4774,-0.1298
2.6,124,69.5283,9.2542,0.8552,136,54.8811,7.7179,-0.2969,140,44.583,7.2143,0.1538,146,34.2549,6.998,0.0813,162,26.9667,8.3068,-1.2795,164,16.8532,6.4648,-0.1041
2.7,124,70.458,9.3397,0.8189,136,55.6517,7.694,-0.2626,140,45.3052,7.2282,0.1287,146,34.9551,7.0065,0.1396,162,27.7907,8.1733,-1.2946,164,17.4991,6.4542,-0.0966
2.8,124,71.3961,9.4215,0.7809,136,56.4197,7.6659,-0.2969,140,46.0286,7.2405,0.1275,146,35.6563,7.0183,0.1147,162,28.6016,8.0452,-1.243,164,18.1441,6.4445,-0.0886
2.9,124,72.3421,9.4993,0.7418,136,57.1847,7.635,-0.3205,140,46.7534,7.2548,0.177,146,36.3588,7.0302,0.0994,162,29.4,7.9216,-1.2055,164,18.7881,6.436,-0.0748
3.0,124,73.2957,9.5733,0.7048,136,57.9466,7.6022,-0.3333,140,47.4799,7.2751,0.2553,146,37.0623,7.0395,0.0683,162,30.1861,7.8006,-1.1927,164,19.4313,6.4287,-0.0643
3.1,124,74.2566,9.6437,0.6716,136,58.7053,7.5727,-0.3447,140,48.2087,7.3007,0.2907,146,37.7665,7.046,0.0482,162,30.9601,7.6798,-1.2042,164,20.0738,6.4217,-0.0775
3.2,124,75.2243,9.7109,0.643,136,59.4609,7.5377,-0.3582,140,48.94,7.3256,0.1959,146,38.4714,7.0513,0.0479,162,31.722,7.5579,-1.2166,164,20.7156,6.4135,-0.0985
3.3,124,76.1986,9.7754,0.6052,136,60.2128,7.5012,-0.3733,140,49.6734,7.3433,0.1129,146,39.1768,7.0569,0.0531,162,32.4717,7.4355,-1.2159,164,21.3564,6.4033,-0.1194
3.4,124,77.1793,9.8376,0.5846,136,60.9611,7.4639,-0.3759,140,50.4082,7.3528,0.0524,146,39.8828,7.0626,0.0488,162,33.2091,7.3144,-1.1901,164,21.9962,6.3915,-0.1313
3.5,124,78.166,9.8972,0.5564,136,61.7056,7.4275,-0.3327,140,51.1438,7.3588,0.0513,146,40.5893,7.0671,0.0324,162,33.9347,7.1971,-1.1028,164,22.6347,6.3791,-0.1088
3.6,124,79.1585,9.9523,0.497,136,62.4467,7.3938,-0.2986,140,51.8801,7.3668,0.1029,146,41.2961,7.0695,0.0242,162,34.6488,7.0854,-1.0424,164,23.272,6.3668,-0.1012
3.7,124,80.1561,9.9997,0.369,136,63.1846,7.364,-0.2612,140,52.6174,7.3788,0.1385,146,42.0031,7.07,-0.0073,162,35.3521,6.9804,-0.9732,164,23.9082,6.3567,-0.074
