t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,IDM_a0
1113433964.3,2883.0,282.87569908359546,9.02602106307544,0.06733369601592225,2890.0,269.2816667827213,6.068201455962975,-0.14112221080769732,2901.0,256.53550317633074,6.311199888166171,-0.026182204051645806,2872.0,309.6614502377816,6.121395930648019,-0.7870070987563063,0.06733369601592225
1113433964.4,2883.0,283.77856885962814,9.031374457578131,0.008001609418162355,2890.0,269.8878218341189,6.05489957198925,-0.15294186082701483,2901.0,257.1664665285784,6.308067156785944,-0.04846354956758321,2872.0,310.2696449791455,6.042498896629824,-0.7877143909958244,-0.6103313085279707
1113433964.5,2883.0,284.681578261223,9.0288135743201,-0.07049784762643474,2890.0,270.49246114132677,6.037886572167349,-0.18984552080671177,2901.0,257.79701941285265,6.302990528699343,-0.07250077305536735,2872.0,310.8699481409515,5.9635643394913,-0.7877560301284846,-0.6680901641964865
1113433964.6,2883.0,285.584041209839,9.020445397998168,-0.1180119085670327,2890.0,271.09527225682797,6.018335737857372,-0.20407556142621608,2901.0,258.4269639081413,6.295899377073863,-0.09646499287436584,2872.0,311.4623670147834,5.884813137147228,-0.7840547764277086,-0.7245049829569098
1113433964.7,2883.0,286.4855096414387,9.008923233994905,-0.141547670905976,2890.0,271.6961334427943,5.998887981469179,-0.18776864951514896,2901.0,259.05610081380553,6.286838736211276,-0.10798427806039237,2872.0,312.0469448066917,5.806742701017186,-0.7647317514804506,-0.7805449038834142
1113433964.8,2883.0,287.3856985124695,8.994854186622517,-0.1753855040191805,2890.0,272.29514966250434,5.981436412731742,-0.16246232431583416,2901.0,259.6842374263634,6.275893514945148,-0.12782271059119704,2872.0,312.6237702732143,5.729766629435785,-0.7529211488368974,-0.8376233129956658
1113433964.9,2883.0,288.28435468586105,8.978269281208238,-0.17008124520108595,2890.0,272.89251046949516,5.9657797270849935,-0.15031555400974572,2901.0,260.3111867999677,6.263093957140806,-0.14793463670466397,2872.0,313.19294889770623,5.6538058604029375,-0.7447141430747711,-0.8960216031600255
1113433965.0,2883.0,289.1813492921393,8.961622844357297,-0.15167581300531582,2890.0,273.4883394738137,5.95080035928607,-0.14893136098334406,2901.0,260.9367606497644,6.248383038793974,-0.169001610751733,2872.0,313.7545963299239,5.579142783951458,-0.7273359654237785,-0.9558013393745096
1113433965.1,2883.0,290.07682098464915,8.947811005838487,-0.11529162092830632,2890.0,274.0826651745015,5.935713654470622,-0.15245985485679808,2901.0,261.5607580223341,6.231564412600477,-0.194078050331043,2872.0,314.3089420891284,5.507772400135596,-0.6656885099410215,-1.0186482668444978
1113433965.2,2883.0,290.97104020870654,8.936573475310663,-0.10191731071960676,2890.0,274.67545183239076,5.92001950331517,-0.1734222522057939,2901.0,262.18293143153875,6.211903771492768,-0.2311052498005911,2872.0,314.85645294000705,5.442444617438939,-0.5955791504111592,-1.08630527225824
1113433965.3,2883.0,291.86408751658325,8.924372682222804,-0.1592427196302982,2890.0,275.26660805161964,5.903104881260263,-0.19040744442712915,2901.0,262.8029307081498,6.188081760727115,-0.2840723121935651,2872.0,315.39776998625774,5.38389630757726,-0.5347988717499992,-1.1581286323310265
1113433965.4,2883.0,292.75566472639946,8.907171514103645,-0.2361329821517746,2890.0,275.8559778972447,5.884292031240916,-0.214252706601983,2901.0,263.42030366773827,6.15937743104245,-0.3366908438260976,2872.0,315.9334602638274,5.329909243814237,-0.5075162779597353,-1.231395511126059
1113433965.5,2883.0,293.6451658839863,8.882851637633003,-0.3228690670242592,2890.0,276.4433339440419,5.862828904703062,-0.2474142932110761,2901.0,264.0346210276396,6.126969766985347,-0.32394491398813446,2872.0,316.46382643197455,5.277414119129404,-0.5252096704374225,-1.303488016107282
1113433965.6,2883.0,294.53186648355734,8.85116035378688,-0.4055677172820294,2890.0,277.02834888096055,5.837469833670571,-0.28912518815473087,2901.0,264.64565063419656,6.093622364153638,-0.3175869203733365,2872.0,316.98893292233197,5.224715688018687,-0.530863625986741,-1.373296277374081
1113433965.7,2883.0,295.4150240729274,8.81199143361397,-0.4665945566560126,2890.0,277.6105476622088,5.806505791293321,-0.35695298253261226,2901.0,265.25342820906303,6.061929133175611,-0.29212222875535626,2872.0,317.5087452056267,5.171529977874896,-0.5349747120884095,-1.440727534829799
1113433965.8,2883.0,296.29382664340653,8.764059975968712,-0.5724411493602897,2890.0,278.18933143728884,5.769169710307942,-0.4220805367275041,2901.0,265.85818155579256,6.033137801414155,-0.2617606619707539,2872.0,318.02322618124555,5.118089534501878,-0.5359684641276067,-1.505352244973798
