t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,293,72.2997,6.0755,-0.6835,299,58.3988,8.2339,0.0696,311,46.4916,7.6567,-0.2976,329,22.7237,5.5654,0.6673,348,11.6404,4.6912,0.4048,343,0.0,3.9533,0.885
0.1,293,72.9038,6.0063,-0.704,299,59.2226,8.2417,0.0656,311,47.2558,7.6267,-0.1938,329,23.2836,5.6324,0.6982,348,12.1116,4.7324,0.4488,343,0.3997,4.0413,0.9525
0.2,293,73.5009,5.9344,-0.7382,299,60.0472,8.2493,0.0641,311,48.0175,7.6086,-0.1026,329,23.8503,5.7012,0.6505,348,12.5872,4.7796,0.5246,343,0.8086,4.1365,1.034
0.3,293,74.0906,5.8605,-0.7444,299,60.8724,8.256,0.0496,311,48.778,7.6003,-0.0578,329,24.4238,5.7687,0.6203,348,13.0679,4.8353,0.6191,343,1.2275,4.2403,1.1309
0.4,293,74.6731,5.7885,-0.6557,299,61.6982,8.2587,-0.003,311,49.5379,7.5992,0.0262,329,25.0038,5.8312,0.5567,348,13.5546,4.8988,0.6851,343,1.6572,4.3535,1.1986
0.5,293,75.2486,5.7228,-0.5781,299,62.5237,8.2526,-0.1594,311,50.298,7.6027,0.074,329,25.5896,5.8858,0.4727,348,14.0479,4.9657,0.6865,343,2.0986,4.4753,1.2773
0.6,293,75.818,5.6657,-0.4964,299,63.348,8.2329,-0.3622,311,51.0586,7.6081,0.0792,329,26.1805,5.9312,0.3889,348,14.5477,5.0311,0.6524,343,2.5525,4.6034,1.3276
0.7,293,76.3821,5.6161,-0.4345,299,64.1695,8.1982,-0.5572,311,51.8196,7.6124,0.0531,329,26.7754,5.9676,0.3065,348,15.054,5.0956,0.6638,343,3.0195,4.7354,1.3543
0.8,293,76.9415,5.572,-0.4006,299,64.987,8.1506,-0.553,311,52.5809,7.6136,-0.0152,329,27.3736,5.9968,0.2524,348,15.567,5.1639,0.7312,343,3.4997,4.8693,1.3236
0.9,293,77.4967,5.5317,-0.3704,299,65.7992,8.0943,-0.6188,311,53.3421,7.6105,-0.0899,329,27.9746,6.0229,0.2466,348,16.0871,5.2382,0.7847,343,3.9934,5.0041,1.3271
1.0,293,78.048,5.4945,-0.341,299,66.6056,8.0331,-0.6564,311,54.1028,7.6029,-0.1682,329,28.5783,6.0507,0.2915,348,16.6147,5.3143,0.7401,343,4.5005,5.138,1.3068
1.1,293,78.5958,5.4605,-0.3087,299,67.4056,7.9679,-0.7004,311,54.8624,7.5904,-0.1585,329,29.185,6.0828,0.3384,348,17.1498,5.3868,0.6848,343,5.0208,5.2679,1.2477
1.2,293,79.1403,5.43,-0.2714,299,68.1989,7.8977,-0.7377,311,55.6206,7.5733,-0.2062,329,29.795,6.1179,0.3501,348,17.6919,5.4547,0.6487,343,5.5537,5.3898,1.0961
1.3,293,79.682,5.4031,-0.2365,299,68.9849,7.8214,-0.7994,311,56.3769,7.5525,-0.2358,329,30.4085,6.1515,0.3097,348,18.2406,5.5206,0.6461,343,6.0982,5.5001,0.9735
1.4,293,80.2211,5.3798,-0.2056,299,69.763,7.7402,-0.8373,311,57.131,7.5296,-0.2502,329,31.025,6.1796,0.2427,348,18.796,5.5863,0.6501,343,6.653,5.5969,0.8412
1.5,293,80.7581,5.3592,-0.1848,299,70.5328,7.6573,-0.8336,311,57.8828,7.5054,-0.2901,329,31.6441,6.2015,0.189,348,19.3578,5.6509,0.6321,343,7.2169,5.6804,0.7254
1.6,293,81.293,5.3401,-0.1659,299,71.2945,7.5769,-0.7686,311,58.632,7.4792,-0.3183,329,32.2652,6.22,0.1764,348,19.9261,5.7137,0.6142,343,7.7886,5.7534,0.67
1.7,293,81.8261,5.3219,-0.1596,299,72.0485,7.5026,-0.6964,311,59.3778,7.4368,-0.3538,329,32.8881,6.239,0.1971,348,20.5005,5.7754,0.6098,343,8.3672,5.8194,0.6172
1.8,293,82.3575,5.3052,-0.1406,299,72.7954,7.4349,-0.6379,311,60.1199,7.4049,-0.3882,329,33.5131,6.2602,0.218,348,21.0811,5.8369,0.596,343,8.9522,5.8808,0.5784
1.9,293,82.8873,5.2917,-0.1008,299,73.5356,7.3704,-0.633,311,60.8586,7.3703,-0.3669,329,34.1402,6.2827,0.22,348,21.6679,5.8978,0.582,343,9.5432,5.9387,0.5517
2.0,293,83.4161,5.2835,-0.0861,299,74.2693,7.3033,-0.7264,311,61.5938,7.3334,-0.3889,329,34.7696,6.3042,0.2003,348,22.2606,5.956,0.5451,343,10.1399,5.9952,0.5867
2.1,293,83.9443,5.2817,0.0268,299,74.996,7.2292,-0.8156,311,62.3252,7.2944,-0.4084,329,35.401,6.3237,0.1787,348,22.8589,6.0099,0.4975,343,10.7423,6.0528,0.6151
2.2,293,84.4728,5.2868,0.1455,299,75.7148,7.1468,-0.898,311,63.0526,7.2537,-0.4255,329,36.0342,6.3419,0.1784,348,23.4623,6.059,0.4384,343,11.3506,6.1144,0.6719
