t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,210,64.7371,9.1878,0.3923,213,48.7439,8.2286,0.1845,222,32.7079,7.5056,0.3065,234,16.6883,6.9752,0.696,252,9.1629,5.6791,1.3057,253,0.0,4.4166,0.2917
0.1,210,65.6578,9.226,0.3446,213,49.5677,8.2476,0.2061,222,33.46,7.5371,0.2844,234,17.3893,7.0447,0.6694,252,9.7373,5.8089,1.3909,253,0.443,4.444,0.3115
0.2,210,66.582,9.2598,0.3109,213,50.3936,8.27,0.2569,222,34.2151,7.5661,0.2597,234,18.0971,7.1114,0.6447,252,10.3252,5.9486,1.5112,253,0.889,4.4755,0.3628
0.3,210,67.5096,9.2909,0.2927,213,51.2219,8.2976,0.3168,222,34.973,7.5918,0.2249,234,18.8115,7.1756,0.6228,252,10.9277,6.1008,1.6493,253,1.3384,4.5123,0.4223
0.4,210,68.4402,9.3205,0.2807,213,52.0533,8.33,0.357,222,35.7333,7.6139,0.1896,234,19.5322,7.2382,0.6124,252,11.5459,6.2648,1.6517,253,1.7917,4.5544,0.4768
0.5,210,69.3736,9.3489,0.2642,213,52.8881,8.3648,0.3672,222,36.4957,7.6329,0.1731,234,20.2591,7.2998,0.6034,252,12.1809,6.4351,1.6733,253,2.2495,4.6013,0.5109
0.6,210,70.3099,9.376,0.252,213,53.7263,8.3998,0.3288,222,37.2598,7.6505,0.1662,234,20.9921,7.3598,0.3937,252,12.8328,6.6026,1.597,253,2.7122,4.6528,0.5574
0.7,210,71.2488,9.4016,0.2352,213,54.568,8.4338,0.3177,222,38.0257,7.6675,0.1623,234,21.7309,7.417,0.3721,252,13.5009,6.7597,1.47,253,3.1803,4.7087,0.6021
0.8,210,72.1901,9.4249,0.208,213,55.413,8.4663,0.2991,222,38.7933,7.6836,0.1511,234,22.4753,7.4718,0.3597,252,14.1841,6.904,1.3145,253,3.6542,4.7688,0.6443
0.9,210,73.1336,9.4448,0.1417,213,56.2611,8.4958,0.2613,222,39.5624,7.6982,0.1282,234,23.2252,7.5263,0.3693,252,14.8811,7.0365,1.2095,253,4.1342,4.8328,0.6753
1.0,210,74.0788,9.4605,0.1064,213,57.1119,8.5205,0.1785,222,40.3328,7.7104,0.1033,234,23.977,7.5093,0.5617,252,15.5909,7.158,1.1062,253,4.6209,4.9006,0.7131
1.1,210,75.0254,9.4716,0.0706,213,57.9649,8.5394,0.132,222,41.1043,7.7201,0.0792,234,24.7309,7.5678,0.573,252,16.3122,7.2683,0.9945,253,5.1146,4.972,0.7488
1.2,210,75.9729,9.4783,0.0346,213,58.8195,8.5531,0.0936,222,41.8767,7.7279,0.0698,234,25.4905,7.6254,0.5446,252,17.0439,7.3664,0.8849,253,5.6155,5.0468,0.7823
1.3,210,76.9208,9.4801,-0.0199,213,59.6753,8.5623,0.0565,222,42.65,7.7363,0.1064,234,26.2557,7.6788,0.49,252,17.7849,7.4529,0.7792,253,6.1241,5.1248,0.8073
1.4,210,77.8687,9.4765,-0.2157,213,60.5317,8.5665,0.022,222,43.4242,7.7479,0.1567,234,27.026,7.7262,0.4235,252,18.534,7.5306,0.7175,253,6.6406,5.2057,0.8363
1.5,210,78.8158,9.4663,-0.4383,213,61.3883,8.5651,-0.0596,222,44.1998,7.7643,0.2163,234,27.8007,7.7677,0.3693,252,19.2908,7.6037,0.6904,253,7.1653,5.2893,0.8629
1.6,210,79.7616,9.4497,-0.6257,213,62.2444,8.5572,-0.1492,222,44.9773,7.7858,0.2719,234,28.5793,7.8041,0.3271,252,20.0546,7.6736,0.6647,253,7.6986,5.3755,0.8882
1.7,210,80.7016,9.3502,-0.2396,213,63.0995,8.5431,-0.2241,222,45.7571,7.8114,0.2793,234,29.3613,7.8371,0.3028,252,20.8252,7.7386,0.6043,253,8.2406,5.4642,0.8935
1.8,210,81.6354,9.3268,-0.256,213,63.9529,8.5255,-0.1158,222,46.5397,7.8396,0.2954,234,30.1466,7.8685,0.3146,252,21.6021,7.7978,0.552,253,8.7915,5.5551,0.9107
1.9,210,82.5669,9.3017,-0.2762,213,64.8046,8.509,-0.0904,222,47.3251,7.8688,0.3003,234,30.935,7.8998,0.32,252,22.3847,7.8539,0.5433,253,9.3516,5.6466,0.9049
