t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,59,82.548,6.0499,-0.4492,79,54.4746,5.632,0.3517,87,38.7919,5.2226,0.2512,93,25.9342,4.553,0.3476,97,14.5296,4.1005,0.3935,116,0.0,3.7437,0.7714
0.1,59,83.1508,6.0069,-0.4487,79,55.0396,5.6686,0.4687,87,39.3156,5.2513,0.2027,93,26.3912,4.5873,0.2893,97,14.9417,4.1398,0.4205,116,0.3782,3.821,0.7971
0.2,59,83.7484,5.9434,-0.3581,79,55.6088,5.7143,0.4771,87,39.8418,5.2722,0.1299,93,26.8514,4.6158,0.2347,97,15.3577,4.182,0.4534,116,0.7643,3.9008,0.8214
0.3,59,84.3413,5.9154,-0.311,79,56.1826,5.7631,0.4655,87,40.3696,5.2834,0.0472,93,27.3138,4.6326,0.196,97,15.7783,4.2281,0.4978,116,1.1585,3.9825,0.8039
0.4,59,84.9316,5.8899,-0.2969,79,56.7612,5.8083,0.409,87,40.8981,5.2857,-0.0296,93,27.7782,4.6543,0.2036,97,16.2036,4.2787,0.5446,116,1.5609,4.0645,0.7961
0.5,59,85.5193,5.8654,-0.2024,79,57.344,5.8487,0.3712,87,41.4265,5.284,-0.0497,93,28.2449,4.6797,0.3232,97,16.6342,4.3331,0.5783,116,1.9713,4.1443,0.7624
0.6,59,86.1047,5.8425,-0.1802,79,57.9308,5.8866,0.362,87,41.9549,5.2837,0.0366,93,28.7145,4.7139,0.444,97,17.0703,4.3894,0.5514,116,2.3895,4.2198,0.7104
0.7,59,86.688,5.8238,-0.1335,79,58.5213,5.9239,0.3608,87,42.4835,5.2876,0.1406,93,29.1882,4.76,0.593,97,17.512,4.4449,0.5299,116,2.815,4.2898,0.6589
0.8,59,87.2698,5.8116,-0.0716,79,59.1156,5.9606,0.3517,87,43.0126,5.2955,0.097,93,29.6672,4.8192,0.7365,97,17.9592,4.4977,0.5008,116,3.2472,4.3549,0.6169
0.9,59,87.8507,5.8066,-0.0172,79,59.7134,5.9954,0.3223,87,43.5427,5.3059,0.1139,93,30.1526,4.8894,0.7533,97,18.4114,4.5479,0.4768,116,3.6858,4.4166,0.593
1.0,59,88.4315,5.8082,0.0582,79,60.3144,6.0262,0.2783,87,44.0739,5.3173,0.1177,93,30.6454,4.967,0.8098,97,18.8686,4.5953,0.414,116,4.1304,4.4764,0.5797
