t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,655,77.9256,7.5572,0.2623,660,64.0958,7.6501,0.1716,683,43.4561,8.1491,-0.1497,681,23.7969,8.596,0.0383,694,14.9707,8.8602,-0.3352,695,0.0,9.7736,0.0171
0.1,655,78.6826,7.5822,0.3075,660,64.8618,7.6693,0.193,683,44.2706,8.1411,-0.2916,681,24.6568,8.6029,0.1254,694,15.8551,8.8266,-0.3871,695,0.9773,9.7729,-0.0229
0.2,655,79.4424,7.6152,0.4168,660,65.6297,7.6891,0.1848,683,45.0841,8.1295,-0.1403,681,25.5178,8.6165,0.1965,694,16.7357,8.787,-0.4614,695,1.954,9.7611,-0.1973
0.3,655,80.2061,7.6589,0.5451,660,66.3995,7.7068,0.151,683,45.8965,8.1172,-0.1334,681,26.3804,8.6349,0.2381,694,17.6121,8.7393,-0.5627,695,2.929,9.7382,-0.3188
0.4,655,80.9747,7.7131,0.6445,660,67.1709,7.7201,0.0588,683,46.7072,8.0975,-0.1091,681,27.2449,8.6558,0.2196,694,18.4831,8.6815,-0.6754,695,3.9012,9.7052,-0.4257
0.5,655,81.7491,7.7736,0.6162,660,67.9433,7.7281,0.0278,683,47.5165,8.0891,-0.0781,681,28.1116,8.6775,0.2221,694,19.3479,8.6141,-0.7683,695,4.8696,9.6636,-0.5124
0.6,655,82.5295,7.8353,0.6042,660,68.7162,7.7309,0.0025,683,48.3252,8.0834,-0.0384,681,28.9804,8.6993,0.2213,694,20.2056,8.5403,-0.7289,695,5.8336,9.6157,-0.4964
0.7,655,83.316,7.8948,0.5715,660,69.4893,7.7302,-0.0097,683,49.1333,8.0802,-0.0186,681,29.8515,8.7213,0.2278,694,21.0558,8.4645,-0.7249,695,6.7926,9.5646,-0.5111
0.8,655,84.1083,7.9515,0.5504,660,70.2622,7.7281,-0.0279,683,49.9413,8.0788,-0.0057,681,30.7248,8.7449,0.251,694,21.8986,8.391,-0.6858,695,7.7465,9.5133,-0.4997
0.9,655,84.9063,8.0078,0.5805,660,71.0349,7.7253,-0.0351,683,50.7491,8.0782,-0.006,681,31.6006,8.7714,0.288,694,22.7343,8.3232,-0.6141,695,8.6953,9.4639,-0.4736
