t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,586,128.8056,4.7062,-1.0645,598,110.6953,7.6459,-1.2669,609,83.493,10.8854,-0.4628,611,66.7326,10.8961,-0.074,621,21.9487,12.1343,-1.0375,625,0.0,10.5443,0.2811
0.1,586,129.271,4.6015,-1.0037,598,111.4535,7.5178,-1.2862,609,84.5791,10.8376,-0.4919,611,67.8216,10.8827,-0.1929,621,23.1569,12.0293,-1.0546,625,1.0559,10.5732,0.296
0.2,586,129.7262,4.5032,-0.9391,598,112.1988,7.3885,-1.2902,609,85.6603,10.787,-0.5172,611,68.9086,10.8569,-0.3197,621,24.3545,11.922,-1.085,625,2.1147,10.6036,0.3096
0.3,586,130.172,4.4117,-0.8696,598,112.9313,7.2595,-1.2814,609,86.7363,10.7327,-0.5687,611,69.9924,10.819,-0.4323,621,25.5411,11.8113,-1.1219,625,3.1767,10.6353,0.3229
0.4,586,130.6089,4.3273,-0.7973,598,113.6508,7.1316,-1.2685,609,87.8065,10.6715,-0.6522,611,71.0719,10.7719,-0.5022,621,26.7165,11.6968,-1.1605,625,4.2404,10.6391,0.3413
0.5,586,131.0378,4.25,-0.7313,598,114.3576,7.0046,-1.2632,609,88.8702,10.6019,-0.7382,611,72.1465,10.7207,-0.5142,621,27.8803,11.5785,-1.1964,625,5.306,10.6739,0.3539
0.6,586,131.4592,4.1782,-0.6858,598,115.0517,6.8775,-1.2705,609,89.9266,10.5252,-0.795,611,73.2161,10.6707,-0.4775,621,29.0321,11.4571,-1.2235,625,6.3751,10.7084,0.336
0.7,586,131.8736,4.1097,-0.6679,598,115.7331,6.7493,-1.2844,609,90.975,10.444,-0.8258,611,74.2809,10.6258,-0.4135,621,30.1716,11.3338,-1.2346,625,7.4475,10.7391,0.2789
0.8,586,132.2812,4.042,-0.6716,598,116.4015,6.6198,-1.2981,609,92.0152,10.3595,-0.8617,611,75.3416,10.5876,-0.3442,621,31.2988,11.2104,-1.2245,625,8.5226,10.7633,0.2046
0.9,586,132.682,3.9732,-0.6863,598,117.057,6.489,-1.3087,609,93.0467,10.2703,-0.921,611,76.3988,10.5556,-0.2916,621,32.4138,11.089,-1.1955,625,9.5998,10.7808,0.146
1.0,586,133.0758,3.903,-0.7018,598,117.6993,6.3579,-1.3058,609,94.0689,10.1744,-0.9934,611,77.4529,10.5272,-0.2719,621,33.5168,10.9708,-1.1614,625,10.6786,10.794,0.1178
