t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,294,70.0117,6.2491,0.236,305,53.4993,5.9523,0.2393,314,44.9618,6.5751,-0.35,313,34.0692,6.6218,-0.9858,326,21.3008,7.3676,-0.7062,339,0.0,9.9898,0.3055
0.1,294,70.6376,6.2689,0.159,305,54.0956,5.9743,0.2,314,45.617,6.5291,-0.5648,313,34.7268,6.5299,-0.8455,326,22.034,7.2951,-0.7362,339,1.0004,10.0176,0.2487
0.2,294,71.2652,6.2833,0.127,305,54.694,5.9933,0.1785,314,46.2665,6.4605,-0.8025,313,35.376,6.4538,-0.6706,326,22.7597,7.2196,-0.7673,339,2.0032,10.0392,0.1817
0.3,294,71.8943,6.2981,0.1673,305,55.2943,6.0122,0.199,314,46.908,6.3697,-1.0065,313,36.0185,6.3967,-0.4685,326,23.4777,7.1409,-0.7977,339,3.0078,10.0527,0.089
0.4,294,72.5252,6.3196,0.2601,305,55.8967,6.0354,0.2649,314,47.5396,6.2618,-1.1452,313,36.6563,6.3603,-0.2572,326,24.1878,7.0594,-0.8243,339,4.0132,10.0556,-0.0317
0.5,294,73.1587,6.3504,0.353,305,56.5017,6.066,0.3442,314,48.1598,6.1426,-1.2299,313,37.2916,6.3446,-0.0546,326,24.8895,6.9752,-0.8493,339,5.0182,10.0449,-0.1817
0.6,294,73.7957,6.3888,0.4122,305,57.1105,6.1089,0.4024,314,48.7677,6.0156,-1.3003,313,37.9262,6.3486,0.1335,326,25.5827,6.8882,-0.8813,339,6.0213,10.0172,-0.3714
0.7,294,74.4367,6.4323,0.4546,305,57.7235,6.1513,0.4425,314,49.3625,5.8807,-1.3874,313,38.5622,6.3704,0.3008,326,26.2669,6.7974,-0.9254,339,7.0206,9.9678,-0.613
0.8,294,75.0824,6.4813,0.521,305,58.341,6.1982,0.4919,314,49.9434,5.7365,-1.4865,313,39.2011,6.4071,0.4317,326,26.9419,6.7018,-0.9773,339,8.0136,9.8924,-0.89
0.9,294,75.7334,6.5385,0.6184,305,58.9634,6.2504,0.5486,314,50.5094,5.5835,-1.562,313,39.8442,6.455,0.5222,326,27.607,6.6012,-1.023,339,8.9977,9.7893,-1.1656
