t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,354,73.8884,6.649,-0.246,362,60.3356,7.1041,-0.2134,368,45.3928,7.126,-0.3902,378,30.713,8.3674,-0.0154,381,14.5833,8.335,0.2316,391,0.0,8.3151,-0.5292
0.1,354,74.552,6.6236,-0.2505,362,61.0449,7.0826,-0.2024,368,46.1035,7.0867,-0.3809,378,31.5497,8.3661,-0.0027,381,15.4179,8.3573,0.1523,391,0.8289,8.2634,-0.5158
0.2,354,75.2131,6.5992,-0.195,362,61.7521,7.0622,-0.1929,368,46.8102,7.0486,-0.3667,378,32.3863,8.3659,-0.0007,381,16.2545,8.3753,0.1059,391,1.6528,8.2143,-0.4649
0.3,354,75.8721,6.5793,-0.1399,362,62.4574,7.0428,-0.1811,368,47.5133,7.0126,-0.3235,378,33.2229,8.3656,-0.0085,381,17.0926,8.3859,0.0471,391,2.472,8.1692,-0.4201
0.4,354,76.5293,6.5664,-0.0781,362,63.1608,7.0245,-0.1676,368,48.2129,6.9803,-0.2807,378,34.0594,8.3642,-0.0317,381,17.9314,8.3893,0.0011,391,3.2868,8.128,-0.3893
0.5,354,77.1856,6.5589,-0.0483,362,63.8624,7.008,-0.1483,368,48.9096,6.953,-0.2292,378,34.8956,8.3601,-0.0928,381,18.7702,8.388,-0.0194,391,4.0977,8.0885,-0.3864
0.6,354,77.8412,6.5531,-0.1655,362,64.5625,6.9934,-0.1326,368,49.6038,6.9304,-0.1916,378,35.7311,8.3502,-0.2026,381,19.6089,8.3852,-0.0196,391,4.9045,8.0482,-0.4152
0.7,354,78.4963,6.5482,-0.1139,362,65.2611,6.9798,-0.1221,368,50.2958,6.9101,-0.2202,378,36.5652,8.332,-0.2567,381,20.4473,8.3831,-0.009,391,5.7072,8.0055,-0.4431
0.8,354,79.1511,6.5479,0.0953,362,65.9584,6.9667,-0.1184,368,50.9857,6.8882,-0.2579,378,37.397,8.304,-0.3695,381,21.2856,8.3827,0.0034,391,6.5055,7.9604,-0.462
0.9,354,79.8063,6.5561,0.3731,362,66.6545,6.9546,-0.1042,368,51.6732,6.8619,-0.3158,378,38.2255,8.266,-0.4801,381,22.1239,8.3835,0.0156,391,7.2992,7.9146,-0.4589
1.0,354,80.4627,6.572,0.1911,362,67.3495,6.9447,-0.0797,368,52.3578,6.8302,-0.3748,378,39.0497,8.2186,-0.5798,381,22.9623,8.3836,-0.0129,391,8.0885,7.8703,-0.4229
1.1,354,81.1208,6.5908,0.1915,362,68.0436,6.9374,-0.0277,368,53.039,6.7932,-0.416,378,39.8688,8.1634,-0.5959,381,23.8005,8.3804,-0.0814,391,8.8735,7.8291,-0.3871
1.2,354,81.7808,6.6091,0.1793,362,68.7371,6.9327,-0.0158,368,53.7162,6.751,-0.4725,378,40.6822,8.1029,-0.6343,381,24.6381,8.3721,-0.1607,391,9.6545,7.7909,-0.3646
1.3,354,82.4426,6.6275,0.1935,362,69.4303,6.9307,-0.0028,368,54.3889,6.7032,-0.5331,378,41.4893,8.0397,-0.6517,381,25.4747,8.3596,-0.1344,391,10.4317,7.7539,-0.3635
1.4,354,83.1064,6.6475,0.2003,362,70.1234,6.9314,0.0091,368,55.0566,6.6499,-0.5895,378,42.29,7.975,-0.6651,381,26.3099,8.3454,-0.1333,391,11.2052,7.7165,-0.3791
1.5,354,83.7722,6.6678,0.1855,362,70.8166,6.9336,0.0401,368,55.7187,6.5921,-0.5862,378,43.0842,7.9087,-0.6768,381,27.1438,8.3325,-0.1117,391,11.9749,7.678,-0.3884
1.6,354,84.4398,6.685,0.1434,362,71.51,6.9348,-0.0048,368,56.3749,6.532,-0.5962,378,43.8717,7.8405,-0.6972,381,27.9765,8.3218,-0.0902,391,12.7408,7.639,-0.391
1.7,354,85.109,6.6989,0.1206,362,72.2033,6.9315,-0.0971,368,57.0251,6.472,-0.5831,378,44.6522,7.7706,-0.7111,381,28.8082,8.3126,-0.154,391,13.5027,7.6001,-0.3858
1.8,354,85.7796,6.7125,0.1406,362,72.896,6.9222,-0.1933,368,57.6694,6.4141,-0.5542,378,45.4257,7.6998,-0.7152,381,29.639,8.3027,-0.1895,391,14.2608,7.562,-0.3558
1.9,354,86.4516,6.7289,0.1736,362,73.5875,6.9081,-0.1479,368,58.3081,6.3601,-0.4353,378,46.1922,7.6287,-0.7206,381,30.467,8.2562,-0.2962,391,15.0152,7.5253,-0.3408
2.0,354,87.1254,6.7473,0.1797,362,74.2776,6.8926,-0.1445,368,58.9417,6.3124,-0.3697,378,46.9514,7.5567,-0.7365,381,31.2915,8.234,-0.4778,391,15.766,7.4904,-0.3219
2.1,354,87.801,6.7643,0.1465,362,74.9661,6.8784,-0.1226,368,59.571,6.2742,-0.2756,378,47.7034,7.4822,-0.7719,381,32.1132,8.2009,-0.3715,391,16.5134,7.4582,-0.2893
2.2,354,88.4781,6.7766,-1.3539,362,75.6534,6.8665,-0.1013,368,60.1972,6.2482,-0.163,378,48.4477,7.4044,-0.8038,381,32.9312,8.1587,-0.4336,391,17.2579,7.4312,0.2155
2.3,354,89.156,6.7824,-0.3559,362,76.3395,6.8565,-0.0728,368,60.8214,6.2358,-0.0729,378,49.1842,7.3254,-0.7407,381,33.7449,8.1146,-0.409,391,18.0002,7.4136,0.1081
2.4,354,89.8342,6.7818,0.532,362,77.0247,6.8479,-0.0619,368,61.445,6.2364,0.0908,378,49.913,7.2497,-0.6848,381,34.5544,8.0763,-0.3225,391,18.7413,7.4093,-0.0301
