t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,636,93.3072,9.3421,-0.1664,649,76.5203,8.3677,0.4822,655,54.1287,7.5572,0.2623,660,40.2989,7.6501,0.1716,683,19.6592,8.1491,-0.1497,681,0.0,8.596,0.0383
0.1,636,94.2405,9.323,-0.2415,649,77.3595,8.416,0.4794,655,54.8857,7.5822,0.3075,660,41.0649,7.6693,0.193,683,20.4737,8.1411,-0.2916,681,0.8599,8.6029,0.1254
0.2,636,95.1715,9.2976,-0.3024,649,78.2035,8.4638,0.4734,655,55.6455,7.6152,0.4168,660,41.8328,7.6891,0.1848,683,21.2872,8.1295,-0.1403,681,1.7209,8.6165,0.1965
0.3,636,96.0998,9.2681,-0.328,649,79.0522,8.511,0.4664,655,56.4092,7.6589,0.5451,660,42.6026,7.7068,0.151,683,22.0996,8.1172,-0.1334,681,2.5835,8.6349,0.2381
0.4,636,97.0251,9.2383,-0.2795,649,79.9056,8.5576,0.462,655,57.1778,7.7131,0.6445,660,43.374,7.7201,0.0588,683,22.9103,8.0975,-0.1091,681,3.448,8.6558,0.2196
0.5,636,97.9476,9.2113,-0.2389,649,80.7637,8.6039,0.4574,655,57.9522,7.7736,0.6162,660,44.1464,7.7281,0.0278,683,23.7196,8.0891,-0.0781,681,4.3147,8.6775,0.2221
0.6,636,98.8676,9.1885,-0.1986,649,81.6264,8.6496,0.4519,655,58.7326,7.8353,0.6042,660,44.9193,7.7309,0.0025,683,24.5282,8.0834,-0.0384,681,5.1835,8.6993,0.2213
0.7,636,99.7855,9.1686,-0.1846,649,82.4936,8.6947,0.4431,655,59.5191,7.8948,0.5715,660,45.6924,7.7302,-0.0097,683,25.3364,8.0802,-0.0186,681,6.0545,8.7213,0.2278
0.8,636,100.7013,9.1481,-0.2326,649,83.3653,8.7391,0.4355,655,60.3114,7.9515,0.5504,660,46.4653,7.7281,-0.0279,683,26.1444,8.0788,-0.0057,681,6.9279,8.7449,0.251
0.9,636,101.6149,9.1234,-0.2938,649,84.2414,8.7827,0.4268,655,61.1094,8.0078,0.5805,660,47.2379,7.7253,-0.0351,683,26.9522,8.0782,-0.006,681,7.8037,8.7714,0.288
1.0,636,102.5257,9.0928,-0.3571,649,85.1218,8.8254,0.4169,655,61.9131,8.0671,0.6275,660,48.0103,7.7217,-0.0448,683,27.76,8.0765,-0.0291,681,8.6823,8.8012,0.3168
1.1,636,103.4332,9.0576,-0.3939,649,86.0064,8.867,0.4039,655,62.7231,8.1312,0.6796,660,48.7822,7.7173,-0.0541,683,28.5674,8.0725,-0.0624,681,9.564,8.8323,0.3163
1.2,636,104.3371,9.0204,-0.3651,649,86.8951,8.9075,0.3929,655,63.5396,8.199,0.7007,660,49.5537,7.7119,-0.0692,683,29.3743,8.0657,-0.0912,681,10.4487,8.8621,0.2783
1.3,636,105.2373,8.9838,-0.3498,649,87.7878,8.9468,0.3813,655,64.3628,8.2667,0.6517,660,50.3245,7.7047,-0.0971,683,30.1805,8.057,-0.1061,681,11.3362,8.8888,0.2457
1.4,636,106.1339,8.9491,-0.3282,649,88.6844,8.9849,0.3674,655,65.1927,8.3311,0.6087,660,51.0945,7.6944,-0.1399,683,30.9857,8.0477,-0.0975,681,12.2263,8.9129,0.2261
1.5,636,107.0272,8.9164,-0.3099,649,89.5848,9.0215,0.3513,655,66.0289,8.3914,0.5725,660,51.8632,7.6802,-0.1854,683,31.79,8.0387,-0.0872,681,13.1188,8.9359,0.2246
1.6,636,107.9173,8.8851,-0.3156,649,90.4887,9.0568,0.3407,655,66.8709,8.449,0.5547,660,52.6304,7.6627,-0.1804,683,32.5935,8.0309,-0.0756,681,14.0135,8.9595,0.2517
1.7,636,108.8042,8.8537,-0.3235,649,91.3961,9.0912,0.3326,655,67.7186,8.5054,0.5625,660,53.3957,7.6437,-0.184,683,33.3962,8.0232,-0.0833,681,14.9108,8.9852,0.2789
1.8,636,109.688,8.8211,-0.3401,649,92.3069,9.1245,0.319,655,68.5719,8.5615,0.5619,660,54.1591,7.6253,-0.1666,683,34.198,8.0133,-0.119,681,15.8107,9.0137,0.3111
1.9,636,110.5684,8.787,-0.3542,649,93.2209,9.1559,0.2846,655,69.4309,8.6177,0.5637,660,54.9208,7.6091,-0.1424,683,34.9986,7.9993,-0.1675,681,16.7136,9.0449,0.3331
2.0,636,111.4453,8.7517,-0.3756,649,94.1379,9.1844,0.2549,655,70.2955,8.6742,0.5674,660,55.6811,7.5954,-0.0318,683,35.7977,7.9815,-0.1945,681,17.6197,9.077,0.3092
2.1,636,112.3181,8.7039,-0.3831,649,95.0576,9.2099,0.2272,655,71.1658,8.731,0.5623,660,56.4401,7.5843,-0.0243,683,36.5949,7.963,-0.1833,681,18.529,9.1078,0.285
2.2,636,113.1867,8.6677,-0.3808,649,95.9797,9.2326,0.2038,655,72.0417,8.7877,0.5587,660,57.1981,7.5776,-0.0095,683,37.3904,7.9469,-0.1318,681,19.4412,9.1357,0.2511
2.3,636,114.0517,8.6329,-0.351,649,96.904,9.2529,0.181,655,72.9233,8.8436,0.5472,660,57.956,7.5787,0.0151,683,38.1845,7.9346,-0.0945,681,20.356,9.1605,0.2285
2.4,636,114.9135,8.6027,-0.2179,649,97.8302,9.2705,0.1531,655,73.8103,8.8981,0.5303,660,58.7144,7.5903,0.1815,683,38.9775,7.9257,-0.07,681,21.2732,9.1844,0.1222
2.5,636,115.7726,8.5796,-0.1522,649,98.758,9.2852,0.1267,655,74.7028,8.9508,0.508,660,59.4745,7.612,0.2711,683,39.7697,7.9185,-0.0648,681,22.1929,9.2095,0.1327
2.6,636,116.6298,8.5645,-0.0893,649,99.6871,9.2978,0.1142,655,75.6004,9.0016,0.4894,660,60.2371,7.6395,0.3037,683,40.5612,7.9108,-0.0897,681,23.1129,9.1901,0.1369
2.7,636,117.4858,8.5562,-0.0441,649,100.6175,9.3104,0.1339,655,76.503,9.0505,0.4704,660,61.0025,7.668,0.2944,683,41.3518,7.9011,-0.117,681,24.0332,9.2153,0.1214
2.8,636,118.3413,8.5523,-0.0433,649,101.5493,9.3251,0.1636,655,77.4104,9.0975,0.4523,660,61.7706,7.6954,0.28,683,42.1413,7.8889,-0.1453,681,24.9557,9.2357,0.1266
2.9,636,119.1964,8.5512,0.0004,649,102.4827,9.3425,0.1889,655,78.3224,9.1428,0.4325,660,62.5415,7.7219,0.2787,683,42.9294,7.8745,-0.1631,681,25.8799,9.2489,0.07
3.0,636,120.0516,8.5525,0.0488,649,103.4179,9.3611,0.1884,655,79.2389,9.1866,0.418,660,63.3151,7.7493,0.2984,683,43.7161,7.8593,-0.1398,681,26.8052,9.2556,0.03
3.1,636,120.9071,8.5565,0.1106,649,104.3548,9.3779,0.0562,655,80.1597,9.2286,0.3999,660,64.0915,7.7796,0.3415,683,44.5013,7.8446,-0.1281,681,27.7309,9.2585,0.0128
3.2,636,121.7631,8.564,0.1019,649,105.2932,9.39,0.034,655,81.0845,9.2685,0.3742,660,64.8713,7.8153,0.4012,683,45.2851,7.8316,-0.1083,681,28.6568,9.2596,0.0079
3.3,636,122.62,8.575,0.1419,649,106.2325,9.3958,0.0095,655,82.0132,9.3053,0.3298,660,65.6549,7.8577,0.4764,683,46.0678,7.8211,-0.0846,681,29.5827,9.2586,-0.0354
3.4,636,123.4783,8.5894,0.1787,649,107.172,9.3948,-0.0168,655,82.9454,9.3386,0.296,660,66.4431,7.9063,0.5292,683,46.8495,7.8132,-0.0322,681,30.5083,9.2527,-0.1242
3.5,636,124.3381,8.607,0.2097,649,108.1111,9.3862,-0.1419,655,83.8808,9.3684,0.2622,660,67.2363,7.9582,0.542,683,47.6305,7.808,-0.0187,681,31.4329,9.2401,-0.2197
3.6,636,125.1998,8.6272,0.232,649,109.0488,9.3691,-0.2399,655,84.8189,9.3946,0.2284,660,68.0348,8.0101,0.5234,683,48.4112,7.8056,-0.0058,681,32.356,9.2225,-0.1215
3.7,636,126.0637,8.6503,0.2661,649,109.9845,9.344,-0.3201,655,85.7595,9.4169,0.1554,660,68.8383,8.0617,0.5238,683,49.1918,7.8056,0.0065,681,33.2774,9.2056,-0.0968
3.8,636,126.93,8.6771,0.3124,649,110.9174,9.3132,-0.3685,655,86.7021,9.4349,0.1185,660,69.6471,8.1142,0.5436,683,49.9725,7.8082,0.0435,681,34.1974,9.1946,-0.0444
3.9,636,127.7993,8.7085,0.3671,649,111.847,9.2792,-0.3942,655,87.6462,9.4475,0.0737,660,70.4613,8.169,0.5698,683,50.7535,7.8131,0.0714,681,35.1168,9.1921,0.0128
4.0,636,128.672,8.745,0.378,649,112.7722,9.2262,-0.4076,655,88.5913,9.4539,0.025,660,71.2811,8.2262,0.5765,683,51.5352,7.8205,0.0981,681,36.0363,9.1975,0.0636
