t,veh_ID0,Y0,v0,a0,veh_ID1,Y1,v1,a1,veh_ID2,Y2,v2,a2,veh_ID-1,Y-1,v-1,a-1,IDM_a0
1113433760.9,1977.0,284.60554107018254,4.551871159554561,0.15082155393179317,1976.0,269.1805041242036,7.4365647133776545,-0.18442662937877696,2004.0,235.04955265008493,6.799100590423691,0.10715128335220762,1957.0,289.2367630893165,6.12382011820953,0.07284266052767636,0.15082155393179317
1113433761.0,1977.0,285.0614186246111,4.565679929017577,0.12596328304311855,1976.0,269.9231641389713,7.41663558197612,-0.29252557470379786,2004.0,235.73000910063791,6.810028420635939,0.09513513788373582,1957.0,289.84954912322445,6.131900559949646,0.039566846080711184,-6.700898935664227
1113433761.1,1977.0,285.51856101857294,4.577167950217344,0.108907656390166,1976.0,270.66339032101064,7.387888058811312,-0.3954720233408435,2004.0,236.41151673545363,6.820124275678213,0.09175048773013074,1957.0,290.4629050650001,6.135218275564064,0.006586914725753559,-6.246344341056196
1113433761.2,1977.0,285.97681077206704,4.587827119666517,0.11417584509217313,1976.0,271.4003766680669,7.3518388823130065,-0.40841241148966523,2004.0,237.09398318434333,6.82920470211559,0.0616554986564227,1957.0,291.07641719495615,6.1350243235572455,-0.009285040656678905,-5.833033526215909
1113433761.3,1977.0,286.4361894550629,4.599746540249716,0.13528318565317576,1976.0,272.13352596884783,7.311147133305972,-0.4427692240546013,2004.0,237.77725662896682,6.836264190354883,0.043888780752404086,1957.0,291.6899079739479,6.134791256277278,0.01110068251397779,-5.460121715159122
1113433761.4,1977.0,286.8968318640738,4.613101639969677,0.14422286989660874,1976.0,272.86244901381644,7.267313766066877,-0.47412813544538857,2004.0,238.46110765984534,6.840756427215284,0.023273297615518534,1957.0,292.30355987745247,6.1382468138143444,0.07720724114112124,-5.125704217161325
1113433761.5,1977.0,287.3588582913684,4.627426905920556,0.1567198923260788,1976.0,273.58680657718736,7.219837501350983,-0.5189706041399497,2004.0,239.14527614826343,6.842613341147,0.004488862502014257,1957.0,292.9177820551683,6.146196740500799,0.12595578287465162,-4.821189960469351
1113433761.6,1977.0,287.82245501203,4.6445075073120625,0.20335796573970563,1976.0,274.3061689944949,7.167410844800046,-0.5859152027663495,2004.0,239.8295335826242,6.8425353460682246,-0.009286712971223372,1957.0,293.5329789367962,6.157740892059045,0.1690588547151828,-4.540247432292255
1113433761.7,1977.0,288.28799246581667,4.666241568420671,0.2548199398081232,1976.0,275.01997220577596,7.108653380821144,-0.6606838906319279,2004.0,240.5137324911309,6.841442824065099,-0.01753740390792738,1957.0,294.1495221570193,6.173123512401771,0.17548237299562125,-4.285845002921285
1113433761.8,1977.0,288.7558503822064,4.69091675937418,0.2653602167478261,1976.0,275.7275060444372,7.042023392403346,-0.7529387800910334,2004.0,241.19778704752378,6.839648303792968,-0.026522506449850075,1957.0,294.76778383173837,6.1921099819795575,0.2045459782541226,-4.059868147353097
1113433761.9,1977.0,289.2261688555443,4.71545270738273,0.24445880357309843,1976.0,276.427911626564,6.966088250133001,-0.8581021515814725,2004.0,241.88162202843517,6.83705131443496,-0.03724000439548346,1957.0,295.388026418733,6.212741757912962,0.20841440699305505,-3.8549697962873632
1113433762.0,1977.0,289.6989189338793,4.739548859319442,0.24853914466610036,1976.0,277.1202983811853,6.881646842292968,-0.891582753321601,2004.0,242.5651484283217,6.8334766832957765,-0.03112694319566902,1957.0,296.0103141318072,6.233012503570751,0.19731968798290964,-3.6629399762021086
1113433762.1,1977.0,290.1741518123258,4.765108709609862,0.2744055057318256,1976.0,277.8039898243296,6.792182020593489,-0.9214526706637306,2004.0,243.2482814444921,6.829183640112477,-0.033808498169510655,1957.0,296.634549744837,6.251699757024342,0.0986883190751493,-3.4835013592342468
1113433762.2,1977.0,290.65204737960437,4.792802635960523,0.2922015153984905,1976.0,278.4785768399115,6.6995582910432026,-0.9555991088658486,2004.0,243.9310074981255,6.825337432555145,-0.024368225113700286,1957.0,297.2605009123857,6.267323593951379,0.07595035967318496,-3.3210623989162156
1113433762.3,1977.0,291.13275817161843,4.821413204319682,0.2901918765050074,1976.0,279.1437363009994,6.603630930716522,-0.9884018861385065,2004.0,244.6134261607632,6.823035820198883,-0.01044535765825221,1957.0,297.88772616014313,6.277181361198121,0.03423687893018678,-3.177180615338562
1113433762.4,1977.0,291.61634287753594,4.850280914033039,0.2944511981224854,1976.0,279.79921500755495,6.5059432003939985,-0.9558415720235246,2004.0,245.29575304081723,6.823501780882063,0.0015936262633439438,1957.0,298.51550278359616,6.278351107862752,-0.021161792897532842,-3.0503568355894455
1113433762.5,1977.0,292.1028615760355,4.88009305595647,0.30931898276166386,1976.0,280.4449729257664,6.409215163833799,-0.9343191345360454,2004.0,245.97833892027955,6.828215808364711,0.004902014310656988,1957.0,299.1429438956645,6.270471133502441,-0.11150044417323955,-2.9407988735661723
1113433762.6,1977.0,292.5924304957825,4.911285338982354,0.32240249545682353,1976.0,281.08122147018946,6.3157557246285645,-0.8919699738228072,2004.0,246.6614634770259,6.83427532656257,0.0034476298969321256,1957.0,299.76932404851425,6.257131923493719,-0.13693573253551786,-2.849639406704343
1113433762.7,1977.0,293.08514724571177,4.94304965960428,0.311986935935738,1976.0,281.70837954108964,6.227405693374246,-0.8344762917982849,2004.0,247.3448798759902,6.8340526527225505,-0.003754460783115638,1957.0,300.3943542267129,6.243471640478764,-0.11748026981967408,-2.7744200573829154
