t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,660,81.3343,7.6501,0.1716,683,60.6945,8.1491,-0.1497,681,41.0353,8.596,0.0383,694,32.2091,8.8602,-0.3352,695,17.2384,9.7736,0.0171,711,0.0,8.4238,0.2061
0.1,660,82.1002,7.6693,0.193,683,61.509,8.1411,-0.2916,681,41.8953,8.6029,0.1254,694,33.0935,8.8266,-0.3871,695,18.2158,9.7729,-0.0229,711,0.8434,8.4443,0.1316
0.2,660,82.8681,7.6891,0.1848,683,62.3226,8.1295,-0.1403,681,42.7562,8.6165,0.1965,694,33.9742,8.787,-0.4614,695,19.1925,9.7611,-0.1973,711,1.6885,8.4576,0.0872
0.3,660,83.6379,7.7068,0.151,683,63.1349,8.1172,-0.1334,681,43.6188,8.6349,0.2381,694,34.8505,8.7393,-0.5627,695,20.1674,9.7382,-0.3188,711,2.5347,8.4662,0.2626
0.4,660,84.4093,7.7201,0.0588,683,63.9456,8.0975,-0.1091,681,44.4834,8.6558,0.2196,694,35.7215,8.6815,-0.6754,695,21.1396,9.7052,-0.4257,711,3.3815,8.4706,0.0803
0.5,660,85.1817,7.7281,0.0278,683,64.755,8.0891,-0.0781,681,45.35,8.6775,0.2221,694,36.5863,8.6141,-0.7683,695,22.108,9.6636,-0.5124,711,4.2286,8.4698,-0.1428
0.6,660,85.9546,7.7309,0.0025,683,65.5636,8.0834,-0.0384,681,46.2189,8.6993,0.2213,694,37.444,8.5403,-0.7289,695,23.072,9.6157,-0.4964,711,5.0753,8.4647,-0.2561
0.7,660,86.7277,7.7302,-0.0097,683,66.3718,8.0802,-0.0186,681,47.0899,8.7213,0.2278,694,38.2943,8.4645,-0.7249,695,24.031,9.5646,-0.5111,711,5.9216,8.4606,-0.0209
0.8,660,87.5006,7.7281,-0.0279,683,67.1797,8.0788,-0.0057,681,47.9632,8.7449,0.251,694,39.137,8.391,-0.6858,695,24.9849,9.5133,-0.4997,711,6.7678,8.4652,0.1327
0.9,660,88.2733,7.7253,-0.0351,683,67.9876,8.0782,-0.006,681,48.839,8.7714,0.288,694,39.9727,8.3232,-0.6141,695,25.9337,9.4639,-0.4736,711,7.6153,8.483,0.3045
