t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6
0.0,277,75.8702,5.6916,-0.0197,282,63.4188,6.7464,0.4316,293,49.576,6.0755,-0.6835,299,35.6751,8.2339,0.0696,311,23.7679,7.6567,-0.2976,329,0.0,5.5654,0.6673
0.1,277,76.4393,5.6904,0.0053,282,64.0956,6.7895,0.4292,293,50.1801,6.0063,-0.704,299,36.4989,8.2417,0.0656,311,24.5321,7.6267,-0.1938,329,0.5599,5.6324,0.6982
0.2,277,77.0085,5.694,0.0716,282,64.7767,6.8321,0.4194,293,50.7771,5.9344,-0.7382,299,37.3234,8.2493,0.0641,311,25.2938,7.6086,-0.1026,329,1.1266,5.7012,0.6505
0.3,277,77.5783,5.7031,0.136,282,65.462,6.8738,0.4058,293,51.3669,5.8605,-0.7444,299,38.1487,8.256,0.0496,311,26.0543,7.6003,-0.0578,329,1.7001,5.7687,0.6203
0.4,277,78.1494,5.7177,0.1951,282,66.1514,6.9147,0.4003,293,51.9493,5.7885,-0.6557,299,38.9744,8.2587,-0.003,311,26.8142,7.5992,0.0262,329,2.2801,5.8312,0.5567
0.5,277,78.7221,5.7366,0.2359,282,66.8449,6.955,0.3932,293,52.5249,5.7228,-0.5781,299,39.8,8.2526,-0.1594,311,27.5743,7.6027,0.074,329,2.8659,5.8858,0.4727
0.6,277,79.2968,5.7578,0.1996,282,67.5423,6.9942,0.3797,293,53.0943,5.6657,-0.4964,299,40.6243,8.2329,-0.3622,311,28.3349,7.6081,0.0792,329,3.4568,5.9312,0.3889
0.7,277,79.8736,5.7784,0.1811,282,68.2436,7.0317,0.3491,293,53.6584,5.6161,-0.4345,299,41.4458,8.1982,-0.5572,311,29.0959,7.6124,0.0531,329,4.0517,5.9676,0.3065
0.8,277,80.4524,5.7962,0.1468,282,68.9485,7.0668,0.3236,293,54.2178,5.572,-0.4006,299,42.2633,8.1506,-0.553,311,29.8572,7.6136,-0.0152,329,4.6499,5.9968,0.2524
0.9,277,81.0327,5.8103,0.1141,282,69.6568,7.099,0.2938,293,54.773,5.5317,-0.3704,299,43.0755,8.0943,-0.6188,311,30.6184,7.6105,-0.0899,329,5.2509,6.0229,0.2466
1.0,277,81.6143,5.822,0.1351,282,70.3682,7.1282,0.2642,293,55.3243,5.4945,-0.341,299,43.8819,8.0331,-0.6564,311,31.3791,7.6029,-0.1682,329,5.8546,6.0507,0.2915
1.1,277,82.1975,5.8416,0.1569,282,71.0823,7.1547,0.2413,293,55.8721,5.4605,-0.3087,299,44.6819,7.9679,-0.7004,311,32.1387,7.5904,-0.1585,329,6.4613,6.0828,0.3384
1.2,277,82.7824,5.8564,0.2058,282,71.7991,7.1799,0.2347,293,56.4166,5.43,-0.2714,299,45.4752,7.8977,-0.7377,311,32.8969,7.5733,-0.2062,329,7.0713,6.1179,0.3501
1.3,277,83.369,5.8752,0.2569,282,72.5183,7.2044,0.2283,293,56.9583,5.4031,-0.2365,299,46.2612,7.8214,-0.7994,311,33.6532,7.5525,-0.2358,329,7.6848,6.1515,0.3097
