Car Index,RMSE Headway Error,Dampening Ratio,Average Velocity,Sum Accelerations2
1,0.15166795578127915,0.8844147948679613,5.0048191615268784,160.86269998129424
2,0.15494954378714115,0.8008827861058585,5.156184733015464,131.91107940571501
3,0.14872334201303036,0.7361434970793603,5.314155978529346,111.44698289258586
4,0.14281227776523253,0.6863836405099636,5.463669585994157,96.88960902752504
5,0.1376788412648662,0.6464044275988597,5.598751747160643,85.93142242795754
6,0.1334020450252315,0.6133369105180171,5.7203023406753575,77.36447063395283
7,0.1299006167323927,0.5857438317883229,5.834368737007253,70.56003760604582
8,0.12709913455032593,0.5619205918429375,5.949825193501667,64.93715392017269
9,0.12479707867832517,0.5394684926620691,6.076019590856346,59.85156706638546
10,0.12245618441493539,0.5163118811139195,6.221274373511252,54.823605484082904
11,0.12048380155708525,0.4909434504115035,6.39176736307747,49.56855934997587
12,0.11848538939148312,0.46373979670511695,6.591119201781518,44.22746936236082
13,0.11659699103333493,0.4356872647353411,6.82020652259919,39.03849682806713
14,0.11445567584165402,0.4091435697610828,7.077277124567015,34.42665408534397
15,0.1122738420021236,0.3858877572609083,7.358195931482673,30.62424258566557
16,0.11002942549403458,0.36766654151691325,7.656877276368481,27.800433977976077
17,0.10761323856700436,0.3545893659517496,7.965871471923272,25.857990399908633
18,0.1055457313618118,0.34503571502864466,8.277043005601612,24.48338484485729
19,0.10347452245730358,0.33681962053948294,8.582333778031005,23.331256067994484
20,0.10183642709536558,0.3273478655652984,8.874137248128491,22.03750291380103
21,0.10084573897897035,0.31435287093017994,9.145844756488026,20.32255079933537
22,0.10001354766349131,0.2965740048484432,9.392298531023815,18.088790101961873
23,0.09968762643331694,0.27381899974375723,9.60997591647298,15.419507943680467
24,0.09934275687566793,0.2469113163005152,9.797210491085206,12.53791569134475
25,0.09924563933401104,0.2167719955250462,9.953977873818621,9.663839465746685
26,0.09911280230127134,0.18528687990246157,10.081762589245367,7.060455043731384
27,0.09910997366010253,0.1542945990072086,10.183113344493863,4.896038271283156
28,0.09911303130992609,0.12463976121710622,10.261315079478857,3.194894872655625
29,0.09899569347125271,0.09849965790356853,10.320048988746418,1.995321122653368
30,0.0990688568808697,0.07571320259909278,10.36291944469447,1.1789261185501634
